|dates|Morgan_Alabama_UnitedStates.JHU_ConfirmedCases.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Alabama_UnitedStates.NYT_ConfirmedCases.data|Morgan_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Morgan_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|23084.0|0|23084.0|0|424.0|0|0.0|100
0|2021-12-25|23159.0|0|23159.0|0|424.0|0|0.0|100
0|2021-12-26|23180.0|0|23180.0|0|424.0|0|0.0|100
0|2021-12-27|23235.0|0|23235.0|0|424.0|0|0.0|100
0|2021-12-28|23314.0|0|23314.0|0|425.0|0|0.0|100
0|2021-12-29|23449.0|0|23449.0|0|425.0|0|0.0|100
0|2021-12-30|23661.0|0|23661.0|0|425.0|0|0.0|100
0|2021-12-31|23831.0|0|23831.0|0|425.0|0|0.0|100
0|2022-01-01|23831.0|0|23831.0|0|425.0|0|0.0|100
0|2022-01-02|24089.0|0|24089.0|0|425.0|0|0.0|100
0|2022-01-03|24195.0|0|24195.0|0|425.0|0|0.0|100
0|2022-01-04|24407.0|0|24407.0|0|426.0|0|0.0|100
0|2022-01-05|24623.0|0|24623.0|0|426.0|0|0.0|100
0|2022-01-06|24921.0|0|24921.0|0|428.0|0|0.0|100
0|2022-01-07|25222.0|0|25222.0|0|431.0|0|0.0|100
0|2022-01-08|25437.0|0|25437.0|0|431.0|0|0.0|100
0|2022-01-09|25719.0|0|25719.0|0|431.0|0|0.0|100
0|2022-01-10|25883.0|0|25883.0|0|431.0|0|0.0|100
0|2022-01-11|26122.0|0|26122.0|0|431.0|0|0.0|100
0|2022-01-12|26361.0|0|26361.0|0|431.0|0|0.0|100
0|2022-01-13|26361.0|0|26361.0|0|431.0|0|0.0|100
0|2022-01-14|26361.0|0|26361.0|0|431.0|0|0.0|100
0|2022-01-15|26361.0|0|26361.0|0|431.0|0|0.0|100
0|2022-01-16|28090.0|0|28090.0|0|437.0|0|0.0|100
0|2022-01-17|28456.0|0|0.0|100|437.0|0|0.0|100
