|dates|Denver_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Denver_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Denver_Colorado_UnitedStates.Male_Total_Population.data|Denver_Colorado_UnitedStates.Male_Total_Population.missing|Denver_Colorado_UnitedStates.Female_Total_Population.data|Denver_Colorado_UnitedStates.Female_Total_Population.missing|Denver_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Denver_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-26|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-27|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-28|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-29|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-30|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-31|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-01|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-02|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-03|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-04|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-05|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-06|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-07|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-08|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-09|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-10|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-11|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-12|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-13|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-14|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-15|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-16|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2022-01-17|84216.0|0|359590.0|0|356902.0|0|139926.0|0
