|dates|Denver_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Denver_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Denver_Colorado_UnitedStates.Male_Total_Population.data|Denver_Colorado_UnitedStates.Male_Total_Population.missing|Denver_Colorado_UnitedStates.Female_Total_Population.data|Denver_Colorado_UnitedStates.Female_Total_Population.missing|Denver_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Denver_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-18|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-19|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-20|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-21|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-22|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-23|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-24|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-25|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-26|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-27|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-28|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-29|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-30|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-10-31|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-01|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-02|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-03|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-04|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-05|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-06|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-07|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-08|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-09|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-10|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-11|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-12|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-13|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-14|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-15|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-16|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-17|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-18|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-19|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-20|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-21|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-22|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-23|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-24|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-25|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-26|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-27|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-28|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-29|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-11-30|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-01|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-02|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-03|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-04|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-05|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-06|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-07|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-08|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-09|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-10|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-11|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-12|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-13|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-14|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-15|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-16|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-17|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-18|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-19|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-20|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-21|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-22|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-23|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-24|84216.0|0|359590.0|0|356902.0|0|139926.0|0
0|2021-12-25|84216.0|0|359590.0|0|356902.0|0|139926.0|0
