|dates|Kenedy_Texas_UnitedStates.BLS_EmployedPopulation.data|Kenedy_Texas_UnitedStates.BLS_EmployedPopulation.missing|Kenedy_Texas_UnitedStates.BLS_UnemployedPopulation.data|Kenedy_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Kenedy_Texas_UnitedStates.BLS_UnemploymentRate.data|Kenedy_Texas_UnitedStates.BLS_UnemploymentRate.missing|Kenedy_Texas_UnitedStates.BLS_LaborForcePopulation.data|Kenedy_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-18|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-19|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-20|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-21|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-22|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-23|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-24|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-25|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-26|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-27|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-28|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-29|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-30|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-10-31|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-01|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-02|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-03|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-04|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-05|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-06|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-07|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-08|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-09|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-10|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-11|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-12|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-13|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-14|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-15|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-16|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-17|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-18|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-19|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-20|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-21|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-22|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-23|148.0|0|13.0|0|8.074534161490684|0|161.0|0
0|2021-11-24|148.0|0|13.0|0|8.074534161490684|0|161.0|0
