|dates|Bates_Missouri_UnitedStates.JHU_ConfirmedCases.data|Bates_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Bates_Missouri_UnitedStates.NYT_ConfirmedCases.data|Bates_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Bates_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Bates_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Bates_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Bates_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|2453.0|0|2453.0|0|45.0|0|0.0|100
0|2021-11-21|2455.0|0|2455.0|0|45.0|0|0.0|100
0|2021-11-22|2456.0|0|2456.0|0|44.0|0|0.0|100
0|2021-11-23|2469.0|0|2469.0|0|44.0|0|0.0|100
0|2021-11-24|2474.0|0|2474.0|0|44.0|0|0.0|100
0|2021-11-25|2474.0|0|2474.0|0|44.0|0|0.0|100
0|2021-11-26|2474.0|0|2474.0|0|44.0|0|0.0|100
0|2021-11-27|2474.0|0|2474.0|0|44.0|0|0.0|100
0|2021-11-28|2474.0|0|2474.0|0|44.0|0|0.0|100
0|2021-11-29|2493.0|0|2493.0|0|44.0|0|0.0|100
0|2021-11-30|2507.0|0|2507.0|0|45.0|0|0.0|100
0|2021-12-01|2508.0|0|2508.0|0|46.0|0|0.0|100
0|2021-12-02|2511.0|0|2511.0|0|58.0|0|0.0|100
0|2021-12-03|2511.0|0|2511.0|0|58.0|0|0.0|100
0|2021-12-04|2535.0|0|2535.0|0|58.0|0|0.0|100
0|2021-12-05|2538.0|0|2538.0|0|58.0|0|0.0|100
0|2021-12-06|2545.0|0|2545.0|0|58.0|0|0.0|100
0|2021-12-07|2555.0|0|2555.0|0|59.0|0|0.0|100
0|2021-12-08|2558.0|0|2558.0|0|59.0|0|0.0|100
0|2021-12-09|2561.0|0|2561.0|0|59.0|0|0.0|100
0|2021-12-10|2568.0|0|2568.0|0|59.0|0|0.0|100
0|2021-12-11|2574.0|0|2574.0|0|59.0|0|0.0|100
0|2021-12-12|2575.0|0|2575.0|0|59.0|0|0.0|100
0|2021-12-13|2575.0|0|2575.0|0|59.0|0|0.0|100
0|2021-12-14|2575.0|0|2592.0|0|59.0|0|0.0|100
0|2021-12-15|2600.0|0|2600.0|0|59.0|0|0.0|100
0|2021-12-16|2604.0|0|2604.0|0|59.0|0|0.0|100
0|2021-12-17|2621.0|0|2621.0|0|60.0|0|0.0|100
0|2021-12-18|2633.0|0|2633.0|0|60.0|0|0.0|100
0|2021-12-19|2634.0|0|2634.0|0|60.0|0|0.0|100
0|2021-12-20|2637.0|0|2637.0|0|60.0|0|0.0|100
0|2021-12-21|2650.0|0|2650.0|0|62.0|0|0.0|100
0|2021-12-22|2660.0|0|2660.0|0|62.0|0|0.0|100
0|2021-12-23|2674.0|0|2674.0|0|62.0|0|0.0|100
0|2021-12-24|2674.0|0|2674.0|0|62.0|0|0.0|100
0|2021-12-25|2674.0|0|2674.0|0|62.0|0|0.0|100
0|2021-12-26|2674.0|0|2674.0|0|62.0|0|0.0|100
0|2021-12-27|2708.0|0|2708.0|0|62.0|0|0.0|100
0|2021-12-28|2724.0|0|2724.0|0|63.0|0|0.0|100
0|2021-12-29|2731.0|0|2731.0|0|63.0|0|0.0|100
0|2021-12-30|2764.0|0|2764.0|0|63.0|0|0.0|100
0|2021-12-31|2764.0|0|2764.0|0|63.0|0|0.0|100
0|2022-01-01|2764.0|0|2764.0|0|63.0|0|0.0|100
0|2022-01-02|2764.0|0|2764.0|0|63.0|0|0.0|100
0|2022-01-03|2764.0|0|2805.0|0|63.0|0|0.0|100
0|2022-01-04|2822.0|0|2822.0|0|65.0|0|0.0|100
0|2022-01-05|2851.0|0|2851.0|0|65.0|0|0.0|100
0|2022-01-06|2864.0|0|2864.0|0|65.0|0|0.0|100
0|2022-01-07|2891.0|0|2891.0|0|65.0|0|0.0|100
0|2022-01-08|2918.0|0|2918.0|0|65.0|0|0.0|100
0|2022-01-09|2918.0|0|2918.0|0|65.0|0|0.0|100
0|2022-01-10|2921.0|0|2921.0|0|65.0|0|0.0|100
0|2022-01-11|2951.0|0|2951.0|0|67.0|0|0.0|100
0|2022-01-12|2998.0|0|2998.0|0|67.0|0|0.0|100
0|2022-01-13|2998.0|0|3057.0|0|67.0|0|0.0|100
0|2022-01-14|3085.0|0|3085.0|0|67.0|0|0.0|100
0|2022-01-15|3140.0|0|3140.0|0|67.0|0|0.0|100
0|2022-01-16|3140.0|0|3140.0|0|67.0|0|0.0|100
0|2022-01-17|3140.0|0|0.0|100|67.0|0|0.0|100
