|dates|Lyman_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Lyman_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Lyman_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Lyman_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Lyman_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Lyman_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Lyman_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Lyman_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|865.0|0|865.0|0|12.0|0|0.0|100
0|2021-12-22|872.0|0|872.0|0|12.0|0|0.0|100
0|2021-12-23|873.0|0|873.0|0|12.0|0|0.0|100
0|2021-12-24|873.0|0|873.0|0|12.0|0|0.0|100
0|2021-12-25|873.0|0|873.0|0|12.0|0|0.0|100
0|2021-12-26|873.0|0|873.0|0|12.0|0|0.0|100
0|2021-12-27|883.0|0|883.0|0|12.0|0|0.0|100
0|2021-12-28|883.0|0|888.0|0|12.0|0|0.0|100
0|2021-12-29|897.0|0|897.0|0|12.0|0|0.0|100
0|2021-12-30|900.0|0|900.0|0|12.0|0|0.0|100
0|2021-12-31|900.0|0|900.0|0|12.0|0|0.0|100
0|2022-01-01|900.0|0|900.0|0|12.0|0|0.0|100
0|2022-01-02|900.0|0|900.0|0|12.0|0|0.0|100
0|2022-01-03|905.0|0|905.0|0|12.0|0|0.0|100
0|2022-01-04|924.0|0|924.0|0|12.0|0|0.0|100
0|2022-01-05|986.0|0|986.0|0|12.0|0|0.0|100
0|2022-01-06|993.0|0|993.0|0|12.0|0|0.0|100
0|2022-01-07|998.0|0|998.0|0|12.0|0|0.0|100
0|2022-01-08|998.0|0|998.0|0|12.0|0|0.0|100
0|2022-01-09|998.0|0|998.0|0|12.0|0|0.0|100
0|2022-01-10|1007.0|0|1007.0|0|12.0|0|0.0|100
0|2022-01-11|1026.0|0|1026.0|0|12.0|0|0.0|100
0|2022-01-12|1043.0|0|1043.0|0|12.0|0|0.0|100
0|2022-01-13|1043.0|0|1055.0|0|12.0|0|0.0|100
0|2022-01-14|1055.0|0|1070.0|0|12.0|0|0.0|100
0|2022-01-15|1070.0|0|1070.0|0|12.0|0|0.0|100
0|2022-01-16|1070.0|0|1070.0|0|12.0|0|0.0|100
0|2022-01-17|1070.0|0|0.0|100|12.0|0|0.0|100
