|dates|Cross_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Cross_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Cross_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Cross_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Cross_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Cross_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cross_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cross_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2929.0|0|2929.0|0|64.0|0|0.0|100
0|2021-10-18|2931.0|0|2931.0|0|64.0|0|0.0|100
0|2021-10-19|2943.0|0|2943.0|0|64.0|0|0.0|100
0|2021-10-20|2950.0|0|2950.0|0|64.0|0|0.0|100
0|2021-10-21|2955.0|0|2955.0|0|64.0|0|0.0|100
0|2021-10-22|2959.0|0|2959.0|0|64.0|0|0.0|100
0|2021-10-23|2961.0|0|2961.0|0|64.0|0|0.0|100
0|2021-10-24|2963.0|0|2963.0|0|64.0|0|0.0|100
0|2021-10-25|2963.0|0|2963.0|0|64.0|0|0.0|100
0|2021-10-26|2963.0|0|2963.0|0|64.0|0|0.0|100
0|2021-10-27|2967.0|0|2967.0|0|64.0|0|0.0|100
0|2021-10-28|2972.0|0|2972.0|0|64.0|0|0.0|100
0|2021-10-29|2979.0|0|2979.0|0|64.0|0|0.0|100
0|2021-10-30|2985.0|0|2985.0|0|64.0|0|0.0|100
0|2021-10-31|2985.0|0|2985.0|0|64.0|0|0.0|100
0|2021-11-01|2985.0|0|2985.0|0|64.0|0|0.0|100
0|2021-11-02|2989.0|0|2989.0|0|64.0|0|0.0|100
0|2021-11-03|2995.0|0|2995.0|0|65.0|0|0.0|100
0|2021-11-04|2996.0|0|2996.0|0|65.0|0|0.0|100
0|2021-11-05|2997.0|0|2997.0|0|65.0|0|0.0|100
0|2021-11-06|2997.0|0|2997.0|0|65.0|0|0.0|100
0|2021-11-07|2997.0|0|2997.0|0|65.0|0|0.0|100
0|2021-11-08|2997.0|0|2998.0|0|65.0|0|0.0|100
0|2021-11-09|2999.0|0|2999.0|0|65.0|0|0.0|100
0|2021-11-10|2999.0|0|3005.0|0|65.0|0|0.0|100
0|2021-11-11|3009.0|0|3009.0|0|65.0|0|0.0|100
0|2021-11-12|3011.0|0|3011.0|0|65.0|0|0.0|100
0|2021-11-13|3015.0|0|3015.0|0|65.0|0|0.0|100
0|2021-11-14|3016.0|0|3016.0|0|65.0|0|0.0|100
0|2021-11-15|3016.0|0|3016.0|0|65.0|0|0.0|100
0|2021-11-16|3019.0|0|3019.0|0|65.0|0|0.0|100
0|2021-11-17|3023.0|0|3023.0|0|65.0|0|0.0|100
0|2021-11-18|3026.0|0|3026.0|0|65.0|0|0.0|100
0|2021-11-19|3027.0|0|3027.0|0|65.0|0|0.0|100
0|2021-11-20|3028.0|0|3028.0|0|65.0|0|0.0|100
0|2021-11-21|3028.0|0|3028.0|0|66.0|0|0.0|100
0|2021-11-22|3028.0|0|3028.0|0|66.0|0|0.0|100
0|2021-11-23|3028.0|0|3028.0|0|66.0|0|0.0|100
0|2021-11-24|3031.0|0|3031.0|0|66.0|0|0.0|100
0|2021-11-25|3031.0|0|3031.0|0|66.0|0|0.0|100
0|2021-11-26|3032.0|0|3032.0|0|66.0|0|0.0|100
0|2021-11-27|3034.0|0|3034.0|0|66.0|0|0.0|100
0|2021-11-28|3035.0|0|3035.0|0|66.0|0|0.0|100
0|2021-11-29|3037.0|0|3037.0|0|66.0|0|0.0|100
0|2021-11-30|3037.0|0|3040.0|0|66.0|0|0.0|100
0|2021-12-01|3046.0|0|3046.0|0|68.0|0|0.0|100
0|2021-12-02|3051.0|0|3051.0|0|68.0|0|0.0|100
0|2021-12-03|3051.0|0|3051.0|0|68.0|0|0.0|100
0|2021-12-04|3058.0|0|3058.0|0|68.0|0|0.0|100
0|2021-12-05|3058.0|0|3058.0|0|68.0|0|0.0|100
0|2021-12-06|3059.0|0|3059.0|0|69.0|0|0.0|100
0|2021-12-07|3063.0|0|3063.0|0|68.0|0|0.0|100
0|2021-12-08|3066.0|0|3066.0|0|69.0|0|0.0|100
0|2021-12-09|3070.0|0|3070.0|0|69.0|0|0.0|100
0|2021-12-10|3073.0|0|3073.0|0|69.0|0|0.0|100
0|2021-12-11|3074.0|0|3074.0|0|69.0|0|0.0|100
0|2021-12-12|3077.0|0|3077.0|0|69.0|0|0.0|100
0|2021-12-13|3077.0|0|3077.0|0|69.0|0|0.0|100
0|2021-12-14|3077.0|0|3084.0|0|69.0|0|0.0|100
0|2021-12-15|3086.0|0|3086.0|0|69.0|0|0.0|100
0|2021-12-16|3092.0|0|3092.0|0|69.0|0|0.0|100
0|2021-12-17|3092.0|0|3092.0|0|69.0|0|0.0|100
0|2021-12-18|3092.0|0|3092.0|0|70.0|0|0.0|100
0|2021-12-19|3092.0|0|3092.0|0|70.0|0|0.0|100
0|2021-12-20|3094.0|0|3094.0|0|70.0|0|0.0|100
0|2021-12-21|3095.0|0|3095.0|0|70.0|0|0.0|100
0|2021-12-22|3099.0|0|3099.0|0|70.0|0|0.0|100
0|2021-12-23|3107.0|0|3107.0|0|70.0|0|0.0|100
0|2021-12-24|3111.0|0|3111.0|0|70.0|0|0.0|100
0|2021-12-25|3116.0|0|3116.0|0|70.0|0|0.0|100
0|2021-12-26|3117.0|0|3117.0|0|70.0|0|0.0|100
