|dates|Chaffee_Colorado_UnitedStates.JHU_ConfirmedCases.data|Chaffee_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Chaffee_Colorado_UnitedStates.NYT_ConfirmedCases.data|Chaffee_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Chaffee_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Chaffee_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Chaffee_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Chaffee_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|2783.0|0|2783.0|0|38.0|0|0.0|100
0|2021-12-21|2787.0|0|2787.0|0|38.0|0|0.0|100
0|2021-12-22|2795.0|0|2795.0|0|38.0|0|0.0|100
0|2021-12-23|2800.0|0|2800.0|0|38.0|0|0.0|100
0|2021-12-24|2805.0|0|2805.0|0|38.0|0|0.0|100
0|2021-12-25|2805.0|0|2805.0|0|38.0|0|0.0|100
0|2021-12-26|2805.0|0|2805.0|0|38.0|0|0.0|100
0|2021-12-27|2810.0|0|2810.0|0|38.0|0|0.0|100
0|2021-12-28|2814.0|0|2814.0|0|38.0|0|0.0|100
0|2021-12-29|2832.0|0|2832.0|0|38.0|0|0.0|100
0|2021-12-30|2852.0|0|2852.0|0|38.0|0|0.0|100
0|2021-12-31|2868.0|0|2868.0|0|38.0|0|0.0|100
0|2022-01-01|2868.0|0|2868.0|0|38.0|0|0.0|100
0|2022-01-02|2868.0|0|2868.0|0|38.0|0|0.0|100
0|2022-01-03|2947.0|0|2947.0|0|38.0|0|0.0|100
0|2022-01-04|3003.0|0|3003.0|0|38.0|0|0.0|100
0|2022-01-05|3047.0|0|3047.0|0|38.0|0|0.0|100
0|2022-01-06|3062.0|0|3062.0|0|38.0|0|0.0|100
0|2022-01-07|3120.0|0|3120.0|0|38.0|0|0.0|100
0|2022-01-08|3120.0|0|3120.0|0|38.0|0|0.0|100
0|2022-01-09|3120.0|0|3120.0|0|38.0|0|0.0|100
0|2022-01-10|3304.0|0|3304.0|0|38.0|0|0.0|100
0|2022-01-11|3353.0|0|3353.0|0|38.0|0|0.0|100
0|2022-01-12|3420.0|0|3420.0|0|38.0|0|0.0|100
0|2022-01-13|3420.0|0|3520.0|0|38.0|0|0.0|100
0|2022-01-14|3613.0|0|3567.0|0|38.0|0|0.0|100
0|2022-01-15|3613.0|0|3613.0|0|38.0|0|0.0|100
0|2022-01-16|3613.0|0|3613.0|0|38.0|0|0.0|100
0|2022-01-17|3672.0|0|0.0|100|39.0|0|0.0|100
