|dates|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Edmonson_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Edmonson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1520.0|0|1520.0|0|28.0|0|0.0|100
0|2021-10-18|1522.0|0|1522.0|0|29.0|0|0.0|100
0|2021-10-19|1522.0|0|1522.0|0|29.0|0|0.0|100
0|2021-10-20|1530.0|0|1530.0|0|29.0|0|0.0|100
0|2021-10-21|1534.0|0|1534.0|0|29.0|0|0.0|100
0|2021-10-22|1536.0|0|1536.0|0|29.0|0|0.0|100
0|2021-10-23|1536.0|0|1536.0|0|29.0|0|0.0|100
0|2021-10-24|1536.0|0|1536.0|0|29.0|0|0.0|100
0|2021-10-25|1540.0|0|1540.0|0|29.0|0|0.0|100
0|2021-10-26|1541.0|0|1541.0|0|29.0|0|0.0|100
0|2021-10-27|1544.0|0|1544.0|0|29.0|0|0.0|100
0|2021-10-28|1546.0|0|1546.0|0|29.0|0|0.0|100
0|2021-10-29|1548.0|0|1548.0|0|29.0|0|0.0|100
0|2021-10-30|1548.0|0|1548.0|0|29.0|0|0.0|100
0|2021-10-31|1548.0|0|1548.0|0|29.0|0|0.0|100
0|2021-11-01|1557.0|0|1557.0|0|29.0|0|0.0|100
0|2021-11-02|1558.0|0|1558.0|0|29.0|0|0.0|100
0|2021-11-03|1560.0|0|1560.0|0|29.0|0|0.0|100
0|2021-11-04|1563.0|0|1563.0|0|29.0|0|0.0|100
0|2021-11-05|1569.0|0|1569.0|0|30.0|0|0.0|100
0|2021-11-06|1569.0|0|1569.0|0|30.0|0|0.0|100
0|2021-11-07|1569.0|0|1569.0|0|30.0|0|0.0|100
0|2021-11-08|1574.0|0|1574.0|0|30.0|0|0.0|100
0|2021-11-09|1575.0|0|1575.0|0|30.0|0|0.0|100
0|2021-11-10|1575.0|0|1579.0|0|30.0|0|0.0|100
0|2021-11-11|1579.0|0|1579.0|0|31.0|0|0.0|100
0|2021-11-12|1585.0|0|1585.0|0|31.0|0|0.0|100
0|2021-11-13|1585.0|0|1585.0|0|31.0|0|0.0|100
0|2021-11-14|1585.0|0|1585.0|0|31.0|0|0.0|100
0|2021-11-15|1589.0|0|1589.0|0|32.0|0|0.0|100
0|2021-11-16|1591.0|0|1591.0|0|32.0|0|0.0|100
0|2021-11-17|1597.0|0|1597.0|0|32.0|0|0.0|100
0|2021-11-18|1597.0|0|1597.0|0|32.0|0|0.0|100
0|2021-11-19|1599.0|0|1599.0|0|32.0|0|0.0|100
0|2021-11-20|1599.0|0|1599.0|0|32.0|0|0.0|100
0|2021-11-21|1599.0|0|1599.0|0|32.0|0|0.0|100
0|2021-11-22|1601.0|0|1601.0|0|32.0|0|0.0|100
0|2021-11-23|1604.0|0|1604.0|0|32.0|0|0.0|100
0|2021-11-24|1607.0|0|1607.0|0|32.0|0|0.0|100
0|2021-11-25|1607.0|0|1607.0|0|32.0|0|0.0|100
0|2021-11-26|1607.0|0|1607.0|0|32.0|0|0.0|100
0|2021-11-27|1607.0|0|1607.0|0|32.0|0|0.0|100
0|2021-11-28|1607.0|0|1607.0|0|32.0|0|0.0|100
0|2021-11-29|1614.0|0|1614.0|0|32.0|0|0.0|100
0|2021-11-30|1616.0|0|1616.0|0|33.0|0|0.0|100
0|2021-12-01|1622.0|0|1622.0|0|33.0|0|0.0|100
0|2021-12-02|1622.0|0|1632.0|0|33.0|0|0.0|100
0|2021-12-03|1638.0|0|1638.0|0|33.0|0|0.0|100
0|2021-12-04|1638.0|0|1638.0|0|33.0|0|0.0|100
0|2021-12-05|1638.0|0|1638.0|0|33.0|0|0.0|100
0|2021-12-06|1647.0|0|1647.0|0|33.0|0|0.0|100
0|2021-12-07|1649.0|0|1649.0|0|33.0|0|0.0|100
0|2021-12-08|1663.0|0|1663.0|0|33.0|0|0.0|100
0|2021-12-09|1671.0|0|1671.0|0|33.0|0|0.0|100
0|2021-12-10|1677.0|0|1677.0|0|34.0|0|0.0|100
0|2021-12-11|1677.0|0|1677.0|0|34.0|0|0.0|100
0|2021-12-12|1677.0|0|1677.0|0|34.0|0|0.0|100
0|2021-12-13|1681.0|0|1681.0|0|34.0|0|0.0|100
0|2021-12-14|1681.0|0|1686.0|0|34.0|0|0.0|100
0|2021-12-15|1689.0|0|1689.0|0|34.0|0|0.0|100
0|2021-12-16|1692.0|0|1692.0|0|34.0|0|0.0|100
0|2021-12-17|1693.0|0|1693.0|0|34.0|0|0.0|100
0|2021-12-18|1693.0|0|1693.0|0|34.0|0|0.0|100
0|2021-12-19|1693.0|0|1693.0|0|34.0|0|0.0|100
0|2021-12-20|1705.0|0|1705.0|0|34.0|0|0.0|100
0|2021-12-21|1707.0|0|1707.0|0|34.0|0|0.0|100
0|2021-12-22|1710.0|0|1710.0|0|34.0|0|0.0|100
0|2021-12-23|1710.0|0|1710.0|0|34.0|0|0.0|100
0|2021-12-24|1710.0|0|1710.0|0|34.0|0|0.0|100
0|2021-12-25|1710.0|0|1710.0|0|34.0|0|0.0|100
0|2021-12-26|1710.0|0|1710.0|0|34.0|0|0.0|100
0|2021-12-27|1734.0|0|1734.0|0|34.0|0|0.0|100
0|2021-12-28|1739.0|0|1739.0|0|34.0|0|0.0|100
0|2021-12-29|1748.0|0|1748.0|0|34.0|0|0.0|100
0|2021-12-30|1748.0|0|1748.0|0|34.0|0|0.0|100
0|2021-12-31|1748.0|0|1748.0|0|34.0|0|0.0|100
0|2022-01-01|1748.0|0|1748.0|0|34.0|0|0.0|100
0|2022-01-02|1748.0|0|1748.0|0|34.0|0|0.0|100
0|2022-01-03|1813.0|0|1813.0|0|34.0|0|0.0|100
0|2022-01-04|1824.0|0|1824.0|0|34.0|0|0.0|100
0|2022-01-05|1841.0|0|1841.0|0|34.0|0|0.0|100
0|2022-01-06|1854.0|0|1854.0|0|34.0|0|0.0|100
0|2022-01-07|1875.0|0|1875.0|0|35.0|0|0.0|100
0|2022-01-08|1875.0|0|1875.0|0|35.0|0|0.0|100
0|2022-01-09|1875.0|0|1875.0|0|35.0|0|0.0|100
0|2022-01-10|1889.0|0|1889.0|0|35.0|0|0.0|100
0|2022-01-11|1906.0|0|1906.0|0|35.0|0|0.0|100
0|2022-01-12|1914.0|0|1914.0|0|35.0|0|0.0|100
0|2022-01-13|1914.0|0|1927.0|0|35.0|0|0.0|100
0|2022-01-14|1946.0|0|1946.0|0|35.0|0|0.0|100
0|2022-01-15|1946.0|0|1946.0|0|35.0|0|0.0|100
0|2022-01-16|1946.0|0|1946.0|0|35.0|0|0.0|100
0|2022-01-17|1946.0|0|0.0|100|35.0|0|0.0|100
