|dates|Radford_Virginia_UnitedStates.JHU_ConfirmedCases.data|Radford_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Radford_Virginia_UnitedStates.NYT_ConfirmedCases.data|Radford_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Radford_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Radford_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Radford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Radford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|3141.0|0|3144.0|0|36.0|0|0.0|100
0|2021-12-15|3152.0|0|3152.0|0|37.0|0|0.0|100
0|2021-12-16|3161.0|0|3161.0|0|37.0|0|0.0|100
0|2021-12-17|3169.0|0|3169.0|0|37.0|0|0.0|100
0|2021-12-18|3169.0|0|3169.0|0|37.0|0|0.0|100
0|2021-12-19|3169.0|0|3169.0|0|37.0|0|0.0|100
0|2021-12-20|3185.0|0|3185.0|0|38.0|0|0.0|100
0|2021-12-21|3190.0|0|3190.0|0|38.0|0|0.0|100
0|2021-12-22|3198.0|0|3198.0|0|38.0|0|0.0|100
0|2021-12-23|3206.0|0|3206.0|0|38.0|0|0.0|100
0|2021-12-24|3215.0|0|3215.0|0|38.0|0|0.0|100
0|2021-12-25|3215.0|0|3215.0|0|38.0|0|0.0|100
0|2021-12-26|3215.0|0|3215.0|0|38.0|0|0.0|100
0|2021-12-27|3237.0|0|3237.0|0|38.0|0|0.0|100
0|2021-12-28|3241.0|0|3241.0|0|38.0|0|0.0|100
0|2021-12-29|3260.0|0|3260.0|0|38.0|0|0.0|100
0|2021-12-30|3277.0|0|3277.0|0|39.0|0|0.0|100
0|2021-12-31|3306.0|0|3306.0|0|39.0|0|0.0|100
0|2022-01-01|3306.0|0|3306.0|0|39.0|0|0.0|100
0|2022-01-02|3306.0|0|3306.0|0|39.0|0|0.0|100
0|2022-01-03|3360.0|0|3360.0|0|39.0|0|0.0|100
0|2022-01-04|3383.0|0|3383.0|0|39.0|0|0.0|100
0|2022-01-05|3399.0|0|3399.0|0|39.0|0|0.0|100
0|2022-01-06|3435.0|0|3435.0|0|39.0|0|0.0|100
0|2022-01-07|3474.0|0|3474.0|0|39.0|0|0.0|100
0|2022-01-08|3474.0|0|3474.0|0|39.0|0|0.0|100
0|2022-01-09|3474.0|0|3474.0|0|39.0|0|0.0|100
0|2022-01-10|3585.0|0|3585.0|0|39.0|0|0.0|100
0|2022-01-11|3607.0|0|3607.0|0|39.0|0|0.0|100
0|2022-01-12|3661.0|0|3661.0|0|39.0|0|0.0|100
0|2022-01-13|3661.0|0|3710.0|0|39.0|0|0.0|100
0|2022-01-14|3754.0|0|3754.0|0|39.0|0|0.0|100
0|2022-01-15|3754.0|0|3754.0|0|39.0|0|0.0|100
0|2022-01-16|3754.0|0|3754.0|0|39.0|0|0.0|100
0|2022-01-17|3881.0|0|0.0|100|39.0|0|0.0|100
