|dates|Fulton_Illinois_UnitedStates.JHU_ConfirmedCases.data|Fulton_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Illinois_UnitedStates.NYT_ConfirmedCases.data|Fulton_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Fulton_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|5549.0|0|5549.0|0|85.0|0|0.0|100
0|2021-11-28|5549.0|0|5549.0|0|85.0|0|0.0|100
0|2021-11-29|5598.0|0|5598.0|0|85.0|0|0.0|100
0|2021-11-30|5612.0|0|5612.0|0|85.0|0|0.0|100
0|2021-12-01|5634.0|0|5634.0|0|87.0|0|0.0|100
0|2021-12-02|5634.0|0|5684.0|0|87.0|0|0.0|100
0|2021-12-03|5716.0|0|5716.0|0|87.0|0|0.0|100
0|2021-12-04|5716.0|0|5716.0|0|87.0|0|0.0|100
0|2021-12-05|5716.0|0|5716.0|0|87.0|0|0.0|100
0|2021-12-06|5781.0|0|5781.0|0|88.0|0|0.0|100
0|2021-12-07|5800.0|0|5800.0|0|88.0|0|0.0|100
0|2021-12-08|5830.0|0|5830.0|0|88.0|0|0.0|100
0|2021-12-09|5865.0|0|5865.0|0|88.0|0|0.0|100
0|2021-12-10|5897.0|0|5897.0|0|88.0|0|0.0|100
0|2021-12-11|5897.0|0|5897.0|0|88.0|0|0.0|100
0|2021-12-12|5897.0|0|5897.0|0|88.0|0|0.0|100
0|2021-12-13|5961.0|0|5961.0|0|88.0|0|0.0|100
0|2021-12-14|5961.0|0|5993.0|0|88.0|0|0.0|100
0|2021-12-15|6018.0|0|6018.0|0|88.0|0|0.0|100
0|2021-12-16|6058.0|0|6058.0|0|88.0|0|0.0|100
0|2021-12-17|6115.0|0|6115.0|0|89.0|0|0.0|100
0|2021-12-18|6115.0|0|6115.0|0|89.0|0|0.0|100
0|2021-12-19|6115.0|0|6115.0|0|89.0|0|0.0|100
0|2021-12-20|6216.0|0|6216.0|0|89.0|0|0.0|100
0|2021-12-21|6255.0|0|6255.0|0|90.0|0|0.0|100
0|2021-12-22|6308.0|0|6308.0|0|90.0|0|0.0|100
0|2021-12-23|6358.0|0|6358.0|0|90.0|0|0.0|100
0|2021-12-24|6358.0|0|6358.0|0|90.0|0|0.0|100
0|2021-12-25|6358.0|0|6358.0|0|90.0|0|0.0|100
0|2021-12-26|6358.0|0|6358.0|0|90.0|0|0.0|100
0|2021-12-27|6501.0|0|6501.0|0|92.0|0|0.0|100
0|2021-12-28|6550.0|0|6550.0|0|92.0|0|0.0|100
0|2021-12-29|6610.0|0|6610.0|0|92.0|0|0.0|100
0|2021-12-30|6713.0|0|6713.0|0|93.0|0|0.0|100
0|2021-12-31|6713.0|0|6713.0|0|93.0|0|0.0|100
0|2022-01-01|6713.0|0|6713.0|0|93.0|0|0.0|100
0|2022-01-02|6713.0|0|6713.0|0|93.0|0|0.0|100
0|2022-01-03|6902.0|0|6902.0|0|93.0|0|0.0|100
0|2022-01-04|6956.0|0|6956.0|0|93.0|0|0.0|100
0|2022-01-05|7103.0|0|7103.0|0|95.0|0|0.0|100
0|2022-01-06|7194.0|0|7194.0|0|96.0|0|0.0|100
0|2022-01-07|7229.0|0|7229.0|0|98.0|0|0.0|100
0|2022-01-08|7229.0|0|7229.0|0|98.0|0|0.0|100
0|2022-01-09|7229.0|0|7229.0|0|98.0|0|0.0|100
0|2022-01-10|7528.0|0|7528.0|0|101.0|0|0.0|100
0|2022-01-11|7586.0|0|7586.0|0|101.0|0|0.0|100
0|2022-01-12|7780.0|0|7780.0|0|101.0|0|0.0|100
0|2022-01-13|7780.0|0|7910.0|0|101.0|0|0.0|100
0|2022-01-14|8028.0|0|8028.0|0|102.0|0|0.0|100
0|2022-01-15|8028.0|0|8028.0|0|102.0|0|0.0|100
0|2022-01-16|8028.0|0|8028.0|0|102.0|0|0.0|100
0|2022-01-17|8028.0|0|0.0|100|102.0|0|0.0|100
