|dates|Monterey_California_UnitedStates.JHU_ConfirmedCases.data|Monterey_California_UnitedStates.JHU_ConfirmedCases.missing|Monterey_California_UnitedStates.NYT_ConfirmedCases.data|Monterey_California_UnitedStates.NYT_ConfirmedCases.missing|Monterey_California_UnitedStates.JHU_ConfirmedDeaths.data|Monterey_California_UnitedStates.JHU_ConfirmedDeaths.missing|Monterey_California_UnitedStates.JHU_ConfirmedRecoveries.data|Monterey_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|52842.0|0|52842.0|0|626.0|0|0.0|100
0|2021-12-06|52973.0|0|52973.0|0|626.0|0|0.0|100
0|2021-12-07|52973.0|0|52991.0|0|626.0|0|0.0|100
0|2021-12-08|53040.0|0|53040.0|0|631.0|0|0.0|100
0|2021-12-09|53277.0|0|53277.0|0|631.0|0|0.0|100
0|2021-12-10|53328.0|0|53328.0|0|631.0|0|0.0|100
0|2021-12-11|53328.0|0|53328.0|0|631.0|0|0.0|100
0|2021-12-12|53328.0|0|53328.0|0|631.0|0|0.0|100
0|2021-12-13|53512.0|0|53512.0|0|631.0|0|0.0|100
0|2021-12-14|53512.0|0|53542.0|0|631.0|0|0.0|100
0|2021-12-15|53557.0|0|53557.0|0|635.0|0|0.0|100
0|2021-12-16|53766.0|0|53766.0|0|635.0|0|0.0|100
0|2021-12-17|53830.0|0|53830.0|0|635.0|0|0.0|100
0|2021-12-18|53830.0|0|53830.0|0|635.0|0|0.0|100
0|2021-12-19|53830.0|0|53830.0|0|635.0|0|0.0|100
0|2021-12-20|54003.0|0|54003.0|0|636.0|0|0.0|100
0|2021-12-21|54043.0|0|54043.0|0|636.0|0|0.0|100
0|2021-12-22|54073.0|0|54073.0|0|638.0|0|0.0|100
0|2021-12-23|54272.0|0|54272.0|0|639.0|0|0.0|100
0|2021-12-24|54331.0|0|54331.0|0|638.0|0|0.0|100
0|2021-12-25|54331.0|0|54331.0|0|638.0|0|0.0|100
0|2021-12-26|54331.0|0|54331.0|0|638.0|0|0.0|100
0|2021-12-27|54331.0|0|54331.0|0|638.0|0|0.0|100
0|2021-12-28|54540.0|0|54540.0|0|639.0|0|0.0|100
0|2021-12-29|54595.0|0|54595.0|0|639.0|0|0.0|100
0|2021-12-30|55007.0|0|55007.0|0|641.0|0|0.0|100
0|2021-12-31|55161.0|0|55161.0|0|643.0|0|0.0|100
0|2022-01-01|55161.0|0|55161.0|0|643.0|0|0.0|100
0|2022-01-02|55161.0|0|55161.0|0|643.0|0|0.0|100
0|2022-01-03|55161.0|0|55161.0|0|643.0|0|0.0|100
0|2022-01-04|55957.0|0|55957.0|0|644.0|0|0.0|100
0|2022-01-05|56086.0|0|56086.0|0|643.0|0|0.0|100
0|2022-01-06|57127.0|0|57127.0|0|639.0|0|0.0|100
0|2022-01-07|57607.0|0|57607.0|0|644.0|0|0.0|100
0|2022-01-08|57607.0|0|57607.0|0|644.0|0|0.0|100
0|2022-01-09|57607.0|0|57607.0|0|644.0|0|0.0|100
0|2022-01-10|59137.0|0|59137.0|0|645.0|0|0.0|100
0|2022-01-11|59371.0|0|59371.0|0|645.0|0|0.0|100
0|2022-01-12|62560.0|0|59797.0|0|646.0|0|0.0|100
0|2022-01-13|62560.0|0|62561.0|0|646.0|0|0.0|100
0|2022-01-14|63352.0|0|63352.0|0|647.0|0|0.0|100
0|2022-01-15|63352.0|0|63352.0|0|647.0|0|0.0|100
0|2022-01-16|63352.0|0|63352.0|0|647.0|0|0.0|100
0|2022-01-17|65049.0|0|0.0|100|647.0|0|0.0|100
