|dates|Caldwell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Caldwell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Caldwell_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Caldwell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2269.0|0|2269.0|0|46.0|0|0.0|100
0|2021-10-18|2299.0|0|2299.0|0|47.0|0|0.0|100
0|2021-10-19|2317.0|0|2317.0|0|47.0|0|0.0|100
0|2021-10-20|2326.0|0|2326.0|0|47.0|0|0.0|100
0|2021-10-21|2333.0|0|2333.0|0|47.0|0|0.0|100
0|2021-10-22|2338.0|0|2338.0|0|47.0|0|0.0|100
0|2021-10-23|2338.0|0|2338.0|0|47.0|0|0.0|100
0|2021-10-24|2338.0|0|2338.0|0|47.0|0|0.0|100
0|2021-10-25|2345.0|0|2345.0|0|47.0|0|0.0|100
0|2021-10-26|2351.0|0|2351.0|0|47.0|0|0.0|100
0|2021-10-27|2367.0|0|2367.0|0|47.0|0|0.0|100
0|2021-10-28|2379.0|0|2379.0|0|48.0|0|0.0|100
0|2021-10-29|2387.0|0|2387.0|0|48.0|0|0.0|100
0|2021-10-30|2387.0|0|2387.0|0|48.0|0|0.0|100
0|2021-10-31|2387.0|0|2387.0|0|48.0|0|0.0|100
0|2021-11-01|2419.0|0|2419.0|0|49.0|0|0.0|100
0|2021-11-02|2425.0|0|2425.0|0|49.0|0|0.0|100
0|2021-11-03|2440.0|0|2440.0|0|49.0|0|0.0|100
0|2021-11-04|2445.0|0|2445.0|0|49.0|0|0.0|100
0|2021-11-05|2450.0|0|2450.0|0|49.0|0|0.0|100
0|2021-11-06|2450.0|0|2450.0|0|49.0|0|0.0|100
0|2021-11-07|2450.0|0|2450.0|0|49.0|0|0.0|100
0|2021-11-08|2455.0|0|2455.0|0|49.0|0|0.0|100
0|2021-11-09|2458.0|0|2458.0|0|50.0|0|0.0|100
0|2021-11-10|2458.0|0|2465.0|0|50.0|0|0.0|100
0|2021-11-11|2465.0|0|2465.0|0|50.0|0|0.0|100
0|2021-11-12|2472.0|0|2472.0|0|50.0|0|0.0|100
0|2021-11-13|2472.0|0|2472.0|0|50.0|0|0.0|100
0|2021-11-14|2472.0|0|2472.0|0|50.0|0|0.0|100
0|2021-11-15|2477.0|0|2477.0|0|50.0|0|0.0|100
0|2021-11-16|2479.0|0|2479.0|0|50.0|0|0.0|100
0|2021-11-17|2481.0|0|2481.0|0|50.0|0|0.0|100
0|2021-11-18|2483.0|0|2483.0|0|50.0|0|0.0|100
0|2021-11-19|2491.0|0|2491.0|0|51.0|0|0.0|100
0|2021-11-20|2491.0|0|2491.0|0|51.0|0|0.0|100
0|2021-11-21|2491.0|0|2491.0|0|51.0|0|0.0|100
0|2021-11-22|2499.0|0|2499.0|0|51.0|0|0.0|100
0|2021-11-23|2507.0|0|2507.0|0|51.0|0|0.0|100
0|2021-11-24|2509.0|0|2509.0|0|51.0|0|0.0|100
0|2021-11-25|2509.0|0|2509.0|0|51.0|0|0.0|100
0|2021-11-26|2509.0|0|2509.0|0|51.0|0|0.0|100
0|2021-11-27|2509.0|0|2509.0|0|51.0|0|0.0|100
0|2021-11-28|2509.0|0|2509.0|0|51.0|0|0.0|100
0|2021-11-29|2527.0|0|2527.0|0|51.0|0|0.0|100
0|2021-11-30|2526.0|0|2526.0|0|51.0|0|0.0|100
0|2021-12-01|2531.0|0|2531.0|0|52.0|0|0.0|100
0|2021-12-02|2531.0|0|2532.0|0|52.0|0|0.0|100
0|2021-12-03|2544.0|0|2544.0|0|52.0|0|0.0|100
0|2021-12-04|2544.0|0|2544.0|0|52.0|0|0.0|100
0|2021-12-05|2544.0|0|2544.0|0|52.0|0|0.0|100
0|2021-12-06|2562.0|0|2562.0|0|52.0|0|0.0|100
0|2021-12-07|2576.0|0|2576.0|0|52.0|0|0.0|100
0|2021-12-08|2584.0|0|2584.0|0|52.0|0|0.0|100
0|2021-12-09|2593.0|0|2593.0|0|52.0|0|0.0|100
0|2021-12-10|2604.0|0|2604.0|0|52.0|0|0.0|100
0|2021-12-11|2604.0|0|2604.0|0|52.0|0|0.0|100
0|2021-12-12|2604.0|0|2604.0|0|52.0|0|0.0|100
0|2021-12-13|2607.0|0|2607.0|0|53.0|0|0.0|100
0|2021-12-14|2607.0|0|2612.0|0|53.0|0|0.0|100
0|2021-12-15|2623.0|0|2623.0|0|53.0|0|0.0|100
0|2021-12-16|2623.0|0|2623.0|0|53.0|0|0.0|100
0|2021-12-17|2623.0|0|2623.0|0|53.0|0|0.0|100
0|2021-12-18|2623.0|0|2623.0|0|53.0|0|0.0|100
0|2021-12-19|2623.0|0|2623.0|0|53.0|0|0.0|100
0|2021-12-20|2632.0|0|2632.0|0|53.0|0|0.0|100
0|2021-12-21|2639.0|0|2639.0|0|53.0|0|0.0|100
0|2021-12-22|2646.0|0|2646.0|0|53.0|0|0.0|100
0|2021-12-23|2646.0|0|2646.0|0|53.0|0|0.0|100
0|2021-12-24|2646.0|0|2646.0|0|53.0|0|0.0|100
0|2021-12-25|2646.0|0|2646.0|0|53.0|0|0.0|100
0|2021-12-26|2646.0|0|2646.0|0|53.0|0|0.0|100
0|2021-12-27|2680.0|0|2680.0|0|53.0|0|0.0|100
0|2021-12-28|2683.0|0|2683.0|0|53.0|0|0.0|100
0|2021-12-29|2701.0|0|2701.0|0|53.0|0|0.0|100
0|2021-12-30|2701.0|0|2701.0|0|53.0|0|0.0|100
0|2021-12-31|2701.0|0|2701.0|0|53.0|0|0.0|100
0|2022-01-01|2701.0|0|2701.0|0|53.0|0|0.0|100
0|2022-01-02|2701.0|0|2701.0|0|53.0|0|0.0|100
0|2022-01-03|2749.0|0|2749.0|0|54.0|0|0.0|100
0|2022-01-04|2755.0|0|2755.0|0|54.0|0|0.0|100
0|2022-01-05|2775.0|0|2775.0|0|54.0|0|0.0|100
0|2022-01-06|2782.0|0|2782.0|0|54.0|0|0.0|100
0|2022-01-07|2804.0|0|2804.0|0|54.0|0|0.0|100
0|2022-01-08|2804.0|0|2804.0|0|54.0|0|0.0|100
0|2022-01-09|2804.0|0|2804.0|0|54.0|0|0.0|100
0|2022-01-10|2852.0|0|2852.0|0|54.0|0|0.0|100
0|2022-01-11|2873.0|0|2873.0|0|54.0|0|0.0|100
0|2022-01-12|2897.0|0|2897.0|0|54.0|0|0.0|100
0|2022-01-13|2897.0|0|2915.0|0|54.0|0|0.0|100
0|2022-01-14|2936.0|0|2936.0|0|55.0|0|0.0|100
0|2022-01-15|2936.0|0|2936.0|0|55.0|0|0.0|100
0|2022-01-16|2936.0|0|2936.0|0|55.0|0|0.0|100
0|2022-01-17|2936.0|0|0.0|100|55.0|0|0.0|100
