|dates|Hamilton_Iowa_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Iowa_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|2741.0|0|2745.0|0|60.0|0|0.0|100
0|2021-12-27|2741.0|0|2745.0|0|60.0|0|0.0|100
0|2021-12-28|2741.0|0|2745.0|0|60.0|0|0.0|100
0|2021-12-29|2766.0|0|2776.0|0|60.0|0|0.0|100
0|2021-12-30|2766.0|0|2776.0|0|60.0|0|0.0|100
0|2021-12-31|2766.0|0|2776.0|0|60.0|0|0.0|100
0|2022-01-01|2766.0|0|2776.0|0|60.0|0|0.0|100
0|2022-01-02|2766.0|0|2776.0|0|60.0|0|0.0|100
0|2022-01-03|2766.0|0|2776.0|0|60.0|0|0.0|100
0|2022-01-04|2766.0|0|2776.0|0|60.0|0|0.0|100
0|2022-01-05|2819.0|0|2830.0|0|61.0|0|0.0|100
0|2022-01-06|2819.0|0|2830.0|0|61.0|0|0.0|100
0|2022-01-07|2819.0|0|2830.0|0|61.0|0|0.0|100
0|2022-01-08|2819.0|0|2830.0|0|61.0|0|0.0|100
0|2022-01-09|2819.0|0|2830.0|0|61.0|0|0.0|100
0|2022-01-10|2819.0|0|2830.0|0|61.0|0|0.0|100
0|2022-01-11|2819.0|0|2830.0|0|61.0|0|0.0|100
0|2022-01-12|2962.0|0|2972.0|0|63.0|0|0.0|100
0|2022-01-13|2962.0|0|2972.0|0|63.0|0|0.0|100
0|2022-01-14|2962.0|0|2972.0|0|63.0|0|0.0|100
0|2022-01-15|2962.0|0|2972.0|0|63.0|0|0.0|100
0|2022-01-16|2962.0|0|2972.0|0|63.0|0|0.0|100
0|2022-01-17|2962.0|0|0.0|100|63.0|0|0.0|100
