|dates|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Jerauld_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Jerauld_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|332.0|0|332.0|0|19.0|0|0.0|100
0|2021-12-28|332.0|0|332.0|0|19.0|0|0.0|100
0|2021-12-29|335.0|0|335.0|0|19.0|0|0.0|100
0|2021-12-30|337.0|0|337.0|0|19.0|0|0.0|100
0|2021-12-31|337.0|0|337.0|0|19.0|0|0.0|100
0|2022-01-01|337.0|0|337.0|0|19.0|0|0.0|100
0|2022-01-02|337.0|0|337.0|0|19.0|0|0.0|100
0|2022-01-03|337.0|0|337.0|0|19.0|0|0.0|100
0|2022-01-04|338.0|0|338.0|0|19.0|0|0.0|100
0|2022-01-05|339.0|0|339.0|0|19.0|0|0.0|100
0|2022-01-06|340.0|0|340.0|0|19.0|0|0.0|100
0|2022-01-07|342.0|0|342.0|0|19.0|0|0.0|100
0|2022-01-08|342.0|0|342.0|0|19.0|0|0.0|100
0|2022-01-09|342.0|0|342.0|0|19.0|0|0.0|100
0|2022-01-10|342.0|0|342.0|0|19.0|0|0.0|100
0|2022-01-11|344.0|0|344.0|0|19.0|0|0.0|100
0|2022-01-12|346.0|0|346.0|0|19.0|0|0.0|100
0|2022-01-13|346.0|0|350.0|0|19.0|0|0.0|100
0|2022-01-14|350.0|0|357.0|0|19.0|0|0.0|100
0|2022-01-15|357.0|0|357.0|0|19.0|0|0.0|100
0|2022-01-16|357.0|0|357.0|0|19.0|0|0.0|100
0|2022-01-17|357.0|0|0.0|100|19.0|0|0.0|100
