|dates|Passaic_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Passaic_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Passaic_NewJersey_UnitedStates.NYT_ConfirmedDeaths.data|Passaic_NewJersey_UnitedStates.NYT_ConfirmedDeaths.missing|Passaic_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Passaic_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Passaic_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Passaic_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|2003.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|2005.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|2006.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|2008.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|2008.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|2008.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|2008.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|2008.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|2008.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|2011.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|2013.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|2013.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|2013.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|2015.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|2015.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|2015.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|2016.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|2016.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|2016.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|2021.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|2021.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|2021.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|2021.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|2023.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|2024.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|2024.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|2024.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|2025.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|2025.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|2024.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|2026.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|2028.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|2029.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|2030.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|2030.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|2030.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|2031.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|2033.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|2033.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|2034.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|2034.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|2034.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|2034.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|2034.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|2035.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|2036.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|2038.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|2042.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|2045.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|2046.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|2046.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|2047.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|2048.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|2050.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|2050.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|2051.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|2053.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|2054.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|2055.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|2057.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|2057.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|2057.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|2058.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|2059.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|2061.0|0|0.0|100|0.0|100
0|2021-12-24|0.0|100|2061.0|0|0.0|100|0.0|100
0|2021-12-25|0.0|100|2062.0|0|0.0|100|0.0|100
0|2021-12-26|0.0|100|2063.0|0|0.0|100|0.0|100
0|2021-12-27|0.0|100|2062.0|0|0.0|100|0.0|100
0|2021-12-28|0.0|100|2065.0|0|0.0|100|0.0|100
0|2021-12-29|0.0|100|2067.0|0|0.0|100|0.0|100
0|2021-12-30|0.0|100|2068.0|0|0.0|100|0.0|100
0|2021-12-31|0.0|100|2071.0|0|0.0|100|0.0|100
0|2022-01-01|0.0|100|2071.0|0|0.0|100|0.0|100
0|2022-01-02|0.0|100|2071.0|0|0.0|100|0.0|100
0|2022-01-03|0.0|100|2072.0|0|0.0|100|0.0|100
0|2022-01-04|0.0|100|2076.0|0|0.0|100|0.0|100
0|2022-01-05|0.0|100|2083.0|0|0.0|100|0.0|100
0|2022-01-06|0.0|100|2095.0|0|0.0|100|0.0|100
0|2022-01-07|0.0|100|2098.0|0|0.0|100|0.0|100
0|2022-01-08|0.0|100|2103.0|0|0.0|100|0.0|100
0|2022-01-09|0.0|100|2104.0|0|0.0|100|0.0|100
0|2022-01-10|0.0|100|2107.0|0|0.0|100|0.0|100
0|2022-01-11|0.0|100|2119.0|0|0.0|100|0.0|100
0|2022-01-12|0.0|100|2128.0|0|0.0|100|0.0|100
0|2022-01-13|0.0|100|2134.0|0|0.0|100|0.0|100
0|2022-01-14|0.0|100|2139.0|0|0.0|100|0.0|100
