|dates|Orange_Florida_UnitedStates.JHU_ConfirmedCases.data|Orange_Florida_UnitedStates.JHU_ConfirmedCases.missing|Orange_Florida_UnitedStates.NYT_ConfirmedCases.data|Orange_Florida_UnitedStates.NYT_ConfirmedCases.missing|Orange_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|228543.0|0|226228.0|0|1310.0|0|0.0|100
0|2021-10-18|228543.0|0|226228.0|0|1310.0|0|0.0|100
0|2021-10-19|228543.0|0|226228.0|0|1310.0|0|0.0|100
0|2021-10-20|228543.0|0|226228.0|0|1310.0|0|0.0|100
0|2021-10-21|228543.0|0|226228.0|0|1310.0|0|0.0|100
0|2021-10-22|229561.0|0|227246.0|0|1310.0|0|0.0|100
0|2021-10-23|229561.0|0|227246.0|0|1310.0|0|0.0|100
0|2021-10-24|229561.0|0|227246.0|0|1310.0|0|0.0|100
0|2021-10-25|229561.0|0|227246.0|0|1310.0|0|0.0|100
0|2021-10-26|229561.0|0|227246.0|0|1310.0|0|0.0|100
0|2021-10-27|229561.0|0|227246.0|0|1310.0|0|0.0|100
0|2021-10-28|229561.0|0|227246.0|0|1310.0|0|0.0|100
0|2021-10-29|230361.0|0|228046.0|0|1310.0|0|0.0|100
0|2021-10-30|230361.0|0|228046.0|0|1310.0|0|0.0|100
0|2021-10-31|230361.0|0|228046.0|0|1310.0|0|0.0|100
0|2021-11-01|230361.0|0|228046.0|0|1310.0|0|0.0|100
0|2021-11-02|230361.0|0|228046.0|0|1310.0|0|0.0|100
0|2021-11-03|230361.0|0|228046.0|0|1310.0|0|0.0|100
0|2021-11-04|230361.0|0|228046.0|0|1310.0|0|0.0|100
0|2021-11-05|231067.0|0|228752.0|0|1310.0|0|0.0|100
0|2021-11-06|231067.0|0|228752.0|0|1310.0|0|0.0|100
0|2021-11-07|231067.0|0|228752.0|0|1310.0|0|0.0|100
0|2021-11-08|231067.0|0|228752.0|0|1310.0|0|0.0|100
0|2021-11-09|231067.0|0|228752.0|0|1310.0|0|0.0|100
0|2021-11-10|231067.0|0|228752.0|0|1310.0|0|0.0|100
0|2021-11-11|231067.0|0|228752.0|0|1310.0|0|0.0|100
0|2021-11-12|231585.0|0|229270.0|0|1310.0|0|0.0|100
0|2021-11-13|231585.0|0|229270.0|0|1310.0|0|0.0|100
0|2021-11-14|231585.0|0|229270.0|0|1310.0|0|0.0|100
0|2021-11-15|231585.0|0|229270.0|0|1310.0|0|0.0|100
0|2021-11-16|231585.0|0|229270.0|0|1310.0|0|0.0|100
0|2021-11-17|231585.0|0|229270.0|0|1310.0|0|0.0|100
0|2021-11-18|231585.0|0|229270.0|0|1310.0|0|0.0|100
0|2021-11-19|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-20|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-21|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-22|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-23|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-24|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-25|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-26|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-27|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-28|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-29|231968.0|0|229653.0|0|1310.0|0|0.0|100
0|2021-11-30|232511.0|0|230196.0|0|1310.0|0|0.0|100
0|2021-12-01|232511.0|0|230196.0|0|1310.0|0|0.0|100
0|2021-12-02|232511.0|0|230196.0|0|1310.0|0|0.0|100
0|2021-12-03|233378.0|0|231063.0|0|1310.0|0|0.0|100
0|2021-12-04|233378.0|0|231063.0|0|1310.0|0|0.0|100
0|2021-12-05|233378.0|0|231063.0|0|1310.0|0|0.0|100
0|2021-12-06|233378.0|0|231063.0|0|1310.0|0|0.0|100
0|2021-12-07|233378.0|0|231063.0|0|1310.0|0|0.0|100
0|2021-12-08|233378.0|0|231063.0|0|1310.0|0|0.0|100
0|2021-12-09|233378.0|0|231063.0|0|1310.0|0|0.0|100
0|2021-12-10|234294.0|0|231979.0|0|1310.0|0|0.0|100
0|2021-12-11|234294.0|0|231979.0|0|1310.0|0|0.0|100
0|2021-12-12|234294.0|0|231979.0|0|1310.0|0|0.0|100
0|2021-12-13|234294.0|0|231979.0|0|1310.0|0|0.0|100
0|2021-12-14|234294.0|0|231979.0|0|1310.0|0|0.0|100
0|2021-12-15|234294.0|0|231979.0|0|1310.0|0|0.0|100
0|2021-12-16|234294.0|0|231979.0|0|1310.0|0|0.0|100
0|2021-12-17|235706.0|0|233391.0|0|1310.0|0|0.0|100
0|2021-12-18|235706.0|0|233391.0|0|1310.0|0|0.0|100
0|2021-12-19|235706.0|0|233391.0|0|1310.0|0|0.0|100
0|2021-12-20|235706.0|0|233391.0|0|1310.0|0|0.0|100
0|2021-12-21|235706.0|0|233391.0|0|1310.0|0|0.0|100
0|2021-12-22|235706.0|0|233391.0|0|1310.0|0|0.0|100
0|2021-12-23|235706.0|0|233391.0|0|1310.0|0|0.0|100
0|2021-12-24|235706.0|0|240020.0|0|1310.0|0|0.0|100
0|2021-12-25|242335.0|0|240020.0|0|1310.0|0|0.0|100
0|2021-12-26|242335.0|0|240020.0|0|1310.0|0|0.0|100
0|2021-12-27|242335.0|0|240020.0|0|1310.0|0|0.0|100
0|2021-12-28|242335.0|0|240020.0|0|1310.0|0|0.0|100
0|2021-12-29|242335.0|0|240020.0|0|1310.0|0|0.0|100
0|2021-12-30|242335.0|0|240020.0|0|1310.0|0|0.0|100
0|2021-12-31|263427.0|0|261112.0|0|1310.0|0|0.0|100
0|2022-01-01|263427.0|0|261112.0|0|1310.0|0|0.0|100
0|2022-01-02|263427.0|0|261112.0|0|1310.0|0|0.0|100
0|2022-01-03|263427.0|0|261112.0|0|1310.0|0|0.0|100
0|2022-01-04|263427.0|0|261112.0|0|1310.0|0|0.0|100
0|2022-01-05|263427.0|0|261112.0|0|1310.0|0|0.0|100
0|2022-01-06|263427.0|0|261112.0|0|1310.0|0|0.0|100
0|2022-01-07|291356.0|0|289041.0|0|1310.0|0|0.0|100
0|2022-01-08|291356.0|0|289041.0|0|1310.0|0|0.0|100
0|2022-01-09|291356.0|0|289041.0|0|1310.0|0|0.0|100
0|2022-01-10|291356.0|0|289041.0|0|1310.0|0|0.0|100
0|2022-01-11|291356.0|0|289041.0|0|1310.0|0|0.0|100
0|2022-01-12|291356.0|0|289041.0|0|2298.0|0|0.0|100
0|2022-01-13|291356.0|0|289041.0|0|2298.0|0|0.0|100
0|2022-01-14|291356.0|0|319793.0|0|2298.0|0|0.0|100
0|2022-01-15|322108.0|0|319793.0|0|2298.0|0|0.0|100
0|2022-01-16|322108.0|0|319793.0|0|2298.0|0|0.0|100
0|2022-01-17|322108.0|0|0.0|100|2298.0|0|0.0|100
