|dates|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Prentiss_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Prentiss_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4641.0|0|4641.0|0|81.0|0|0.0|100
0|2021-10-18|4648.0|0|4648.0|0|81.0|0|0.0|100
0|2021-10-19|4663.0|0|4663.0|0|81.0|0|0.0|100
0|2021-10-20|4665.0|0|4665.0|0|81.0|0|0.0|100
0|2021-10-21|4668.0|0|4668.0|0|81.0|0|0.0|100
0|2021-10-22|4672.0|0|4672.0|0|81.0|0|0.0|100
0|2021-10-23|4672.0|0|4672.0|0|81.0|0|0.0|100
0|2021-10-24|4672.0|0|4672.0|0|81.0|0|0.0|100
0|2021-10-25|4691.0|0|4691.0|0|82.0|0|0.0|100
0|2021-10-26|4715.0|0|4715.0|0|82.0|0|0.0|100
0|2021-10-27|4733.0|0|4733.0|0|82.0|0|0.0|100
0|2021-10-28|4746.0|0|4746.0|0|82.0|0|0.0|100
0|2021-10-29|4762.0|0|4762.0|0|82.0|0|0.0|100
0|2021-10-30|4762.0|0|4762.0|0|82.0|0|0.0|100
0|2021-10-31|4762.0|0|4762.0|0|82.0|0|0.0|100
0|2021-11-01|4796.0|0|4796.0|0|82.0|0|0.0|100
0|2021-11-02|4814.0|0|4814.0|0|82.0|0|0.0|100
0|2021-11-03|4830.0|0|4830.0|0|82.0|0|0.0|100
0|2021-11-04|4852.0|0|4852.0|0|82.0|0|0.0|100
0|2021-11-05|4863.0|0|4863.0|0|82.0|0|0.0|100
0|2021-11-06|4863.0|0|4863.0|0|82.0|0|0.0|100
0|2021-11-07|4863.0|0|4863.0|0|82.0|0|0.0|100
0|2021-11-08|4888.0|0|4888.0|0|82.0|0|0.0|100
0|2021-11-09|4900.0|0|4900.0|0|83.0|0|0.0|100
0|2021-11-10|4900.0|0|4911.0|0|83.0|0|0.0|100
0|2021-11-11|4911.0|0|4911.0|0|83.0|0|0.0|100
0|2021-11-12|4935.0|0|4935.0|0|83.0|0|0.0|100
0|2021-11-13|4935.0|0|4935.0|0|83.0|0|0.0|100
0|2021-11-14|4935.0|0|4935.0|0|83.0|0|0.0|100
0|2021-11-15|4948.0|0|4948.0|0|83.0|0|0.0|100
0|2021-11-16|4952.0|0|4952.0|0|83.0|0|0.0|100
0|2021-11-17|4958.0|0|4958.0|0|83.0|0|0.0|100
0|2021-11-18|4962.0|0|4962.0|0|83.0|0|0.0|100
0|2021-11-19|4970.0|0|4970.0|0|83.0|0|0.0|100
0|2021-11-20|4970.0|0|4970.0|0|83.0|0|0.0|100
0|2021-11-21|4970.0|0|4970.0|0|83.0|0|0.0|100
0|2021-11-22|4989.0|0|4989.0|0|83.0|0|0.0|100
0|2021-11-23|5003.0|0|5003.0|0|83.0|0|0.0|100
0|2021-11-24|5008.0|0|5008.0|0|84.0|0|0.0|100
0|2021-11-25|5008.0|0|5008.0|0|84.0|0|0.0|100
0|2021-11-26|5008.0|0|5008.0|0|84.0|0|0.0|100
0|2021-11-27|5008.0|0|5008.0|0|84.0|0|0.0|100
0|2021-11-28|5008.0|0|5008.0|0|84.0|0|0.0|100
0|2021-11-29|5038.0|0|5038.0|0|84.0|0|0.0|100
0|2021-11-30|5053.0|0|5053.0|0|85.0|0|0.0|100
0|2021-12-01|5061.0|0|5061.0|0|85.0|0|0.0|100
0|2021-12-02|5061.0|0|5077.0|0|85.0|0|0.0|100
0|2021-12-03|5082.0|0|5082.0|0|85.0|0|0.0|100
0|2021-12-04|5082.0|0|5082.0|0|85.0|0|0.0|100
0|2021-12-05|5082.0|0|5082.0|0|85.0|0|0.0|100
0|2021-12-06|5101.0|0|5101.0|0|85.0|0|0.0|100
0|2021-12-07|5110.0|0|5110.0|0|86.0|0|0.0|100
0|2021-12-08|5126.0|0|5126.0|0|86.0|0|0.0|100
0|2021-12-09|5137.0|0|5137.0|0|86.0|0|0.0|100
0|2021-12-10|5164.0|0|5164.0|0|86.0|0|0.0|100
0|2021-12-11|5164.0|0|5164.0|0|86.0|0|0.0|100
0|2021-12-12|5164.0|0|5164.0|0|86.0|0|0.0|100
0|2021-12-13|5182.0|0|5182.0|0|86.0|0|0.0|100
0|2021-12-14|5182.0|0|5185.0|0|86.0|0|0.0|100
0|2021-12-15|5203.0|0|5203.0|0|86.0|0|0.0|100
0|2021-12-16|5215.0|0|5215.0|0|86.0|0|0.0|100
0|2021-12-17|5226.0|0|5226.0|0|86.0|0|0.0|100
0|2021-12-18|5226.0|0|5226.0|0|86.0|0|0.0|100
0|2021-12-19|5226.0|0|5226.0|0|86.0|0|0.0|100
0|2021-12-20|5254.0|0|5254.0|0|86.0|0|0.0|100
0|2021-12-21|5269.0|0|5269.0|0|86.0|0|0.0|100
0|2021-12-22|5275.0|0|5275.0|0|87.0|0|0.0|100
0|2021-12-23|5275.0|0|5275.0|0|87.0|0|0.0|100
0|2021-12-24|5275.0|0|5275.0|0|87.0|0|0.0|100
0|2021-12-25|5275.0|0|5275.0|0|87.0|0|0.0|100
0|2021-12-26|5275.0|0|5275.0|0|87.0|0|0.0|100
0|2021-12-27|5356.0|0|5356.0|0|87.0|0|0.0|100
0|2021-12-28|5380.0|0|5380.0|0|87.0|0|0.0|100
0|2021-12-29|5401.0|0|5401.0|0|87.0|0|0.0|100
0|2021-12-30|5435.0|0|5435.0|0|87.0|0|0.0|100
0|2021-12-31|5435.0|0|5435.0|0|87.0|0|0.0|100
0|2022-01-01|5435.0|0|5435.0|0|87.0|0|0.0|100
0|2022-01-02|5435.0|0|5435.0|0|87.0|0|0.0|100
0|2022-01-03|5534.0|0|5534.0|0|87.0|0|0.0|100
0|2022-01-04|5572.0|0|5572.0|0|87.0|0|0.0|100
0|2022-01-05|5618.0|0|5618.0|0|88.0|0|0.0|100
0|2022-01-06|5697.0|0|5697.0|0|88.0|0|0.0|100
0|2022-01-07|5736.0|0|5736.0|0|88.0|0|0.0|100
0|2022-01-08|5736.0|0|5736.0|0|88.0|0|0.0|100
0|2022-01-09|5736.0|0|5736.0|0|88.0|0|0.0|100
0|2022-01-10|5736.0|0|5786.0|0|88.0|0|0.0|100
0|2022-01-11|5898.0|0|5898.0|0|88.0|0|0.0|100
0|2022-01-12|5898.0|0|5958.0|0|88.0|0|0.0|100
0|2022-01-13|5898.0|0|6112.0|0|88.0|0|0.0|100
0|2022-01-14|6234.0|0|6234.0|0|89.0|0|0.0|100
0|2022-01-15|6234.0|0|6234.0|0|89.0|0|0.0|100
0|2022-01-16|6234.0|0|6234.0|0|89.0|0|0.0|100
0|2022-01-17|6234.0|0|0.0|100|89.0|0|0.0|100
