|dates|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Dorchester_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Dorchester_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|33412.0|0|33412.0|0|365.0|0|0.0|100
0|2021-10-18|33529.0|0|33529.0|0|369.0|0|0.0|100
0|2021-10-19|33539.0|0|33539.0|0|369.0|0|0.0|100
0|2021-10-20|33564.0|0|33564.0|0|369.0|0|0.0|100
0|2021-10-21|33609.0|0|33609.0|0|370.0|0|0.0|100
0|2021-10-22|33644.0|0|33644.0|0|372.0|0|0.0|100
0|2021-10-23|33644.0|0|33644.0|0|372.0|0|0.0|100
0|2021-10-24|33644.0|0|33644.0|0|372.0|0|0.0|100
0|2021-10-25|33721.0|0|33721.0|0|376.0|0|0.0|100
0|2021-10-26|33733.0|0|33733.0|0|376.0|0|0.0|100
0|2021-10-27|33766.0|0|33766.0|0|377.0|0|0.0|100
0|2021-10-28|33791.0|0|33791.0|0|377.0|0|0.0|100
0|2021-10-29|33841.0|0|33841.0|0|380.0|0|0.0|100
0|2021-10-30|33841.0|0|33841.0|0|380.0|0|0.0|100
0|2021-10-31|33841.0|0|33841.0|0|380.0|0|0.0|100
0|2021-11-01|33915.0|0|33915.0|0|381.0|0|0.0|100
0|2021-11-02|33925.0|0|33925.0|0|382.0|0|0.0|100
0|2021-11-03|33941.0|0|33941.0|0|382.0|0|0.0|100
0|2021-11-04|33963.0|0|33963.0|0|382.0|0|0.0|100
0|2021-11-05|33989.0|0|33989.0|0|382.0|0|0.0|100
0|2021-11-06|33989.0|0|33989.0|0|382.0|0|0.0|100
0|2021-11-07|33989.0|0|33989.0|0|382.0|0|0.0|100
0|2021-11-08|34031.0|0|34031.0|0|382.0|0|0.0|100
0|2021-11-09|34040.0|0|34040.0|0|382.0|0|0.0|100
0|2021-11-10|34040.0|0|34046.0|0|382.0|0|0.0|100
0|2021-11-11|34046.0|0|34046.0|0|382.0|0|0.0|100
0|2021-11-12|34115.0|0|34115.0|0|383.0|0|0.0|100
0|2021-11-13|34115.0|0|34115.0|0|383.0|0|0.0|100
0|2021-11-14|34115.0|0|34115.0|0|383.0|0|0.0|100
0|2021-11-15|34156.0|0|34156.0|0|384.0|0|0.0|100
0|2021-11-16|34168.0|0|34168.0|0|385.0|0|0.0|100
0|2021-11-17|34187.0|0|34187.0|0|385.0|0|0.0|100
0|2021-11-18|34209.0|0|34209.0|0|385.0|0|0.0|100
0|2021-11-19|34224.0|0|34224.0|0|385.0|0|0.0|100
0|2021-11-20|34224.0|0|34224.0|0|385.0|0|0.0|100
0|2021-11-21|34224.0|0|34224.0|0|385.0|0|0.0|100
0|2021-11-22|34282.0|0|34282.0|0|386.0|0|0.0|100
0|2021-11-23|34297.0|0|34297.0|0|387.0|0|0.0|100
0|2021-11-24|34311.0|0|34311.0|0|388.0|0|0.0|100
0|2021-11-25|34311.0|0|34311.0|0|388.0|0|0.0|100
0|2021-11-26|34326.0|0|34326.0|0|388.0|0|0.0|100
0|2021-11-27|34326.0|0|34326.0|0|388.0|0|0.0|100
0|2021-11-28|34326.0|0|34326.0|0|388.0|0|0.0|100
0|2021-11-29|34358.0|0|34358.0|0|388.0|0|0.0|100
0|2021-11-30|34379.0|0|34379.0|0|388.0|0|0.0|100
0|2021-12-01|34406.0|0|34406.0|0|389.0|0|0.0|100
0|2021-12-02|34448.0|0|34448.0|0|389.0|0|0.0|100
0|2021-12-03|34492.0|0|34492.0|0|389.0|0|0.0|100
0|2021-12-04|34492.0|0|34492.0|0|389.0|0|0.0|100
0|2021-12-05|34492.0|0|34492.0|0|389.0|0|0.0|100
0|2021-12-06|34605.0|0|34605.0|0|390.0|0|0.0|100
0|2021-12-07|34636.0|0|34636.0|0|390.0|0|0.0|100
0|2021-12-08|34649.0|0|34649.0|0|390.0|0|0.0|100
0|2021-12-09|34691.0|0|34691.0|0|390.0|0|0.0|100
0|2021-12-10|34752.0|0|34752.0|0|391.0|0|0.0|100
0|2021-12-11|34752.0|0|34752.0|0|391.0|0|0.0|100
0|2021-12-12|34752.0|0|34752.0|0|391.0|0|0.0|100
0|2021-12-13|34850.0|0|34850.0|0|393.0|0|0.0|100
0|2021-12-14|34850.0|0|34873.0|0|393.0|0|0.0|100
0|2021-12-15|34903.0|0|34903.0|0|393.0|0|0.0|100
0|2021-12-16|34945.0|0|34945.0|0|393.0|0|0.0|100
0|2021-12-17|34980.0|0|34980.0|0|393.0|0|0.0|100
0|2021-12-18|34980.0|0|34980.0|0|393.0|0|0.0|100
0|2021-12-19|34980.0|0|34980.0|0|393.0|0|0.0|100
0|2021-12-20|35139.0|0|35139.0|0|393.0|0|0.0|100
0|2021-12-21|35161.0|0|35161.0|0|394.0|0|0.0|100
0|2021-12-22|35212.0|0|35212.0|0|394.0|0|0.0|100
0|2021-12-23|35298.0|0|35298.0|0|394.0|0|0.0|100
0|2021-12-24|35298.0|0|35298.0|0|394.0|0|0.0|100
0|2021-12-25|35298.0|0|35298.0|0|394.0|0|0.0|100
0|2021-12-26|35298.0|0|35298.0|0|394.0|0|0.0|100
0|2021-12-27|35298.0|0|35298.0|0|394.0|0|0.0|100
0|2021-12-28|35298.0|0|35298.0|0|394.0|0|0.0|100
0|2021-12-29|35959.0|0|35959.0|0|395.0|0|0.0|100
0|2021-12-30|36254.0|0|36254.0|0|395.0|0|0.0|100
0|2021-12-31|36561.0|0|36561.0|0|395.0|0|0.0|100
0|2022-01-01|36561.0|0|36561.0|0|395.0|0|0.0|100
0|2022-01-02|36561.0|0|36561.0|0|395.0|0|0.0|100
0|2022-01-03|36561.0|0|36561.0|0|395.0|0|0.0|100
0|2022-01-04|38103.0|0|38103.0|0|395.0|0|0.0|100
0|2022-01-05|38445.0|0|38445.0|0|396.0|0|0.0|100
0|2022-01-06|39180.0|0|39180.0|0|397.0|0|0.0|100
