|dates|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.data|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Brown_Ohio_UnitedStates.NYT_ConfirmedCases.data|Brown_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6280.0|0|6280.0|0|97.0|0|0.0|100
0|2021-10-18|6285.0|0|6285.0|0|98.0|0|0.0|100
0|2021-10-19|6299.0|0|6299.0|0|98.0|0|0.0|100
0|2021-10-20|6323.0|0|6323.0|0|98.0|0|0.0|100
0|2021-10-21|6333.0|0|6333.0|0|98.0|0|0.0|100
0|2021-10-22|6352.0|0|6352.0|0|98.0|0|0.0|100
0|2021-10-23|6364.0|0|6364.0|0|98.0|0|0.0|100
0|2021-10-24|6387.0|0|6387.0|0|98.0|0|0.0|100
0|2021-10-25|6400.0|0|6400.0|0|99.0|0|0.0|100
0|2021-10-26|6419.0|0|6419.0|0|99.0|0|0.0|100
0|2021-10-27|6441.0|0|6441.0|0|99.0|0|0.0|100
0|2021-10-28|6461.0|0|6461.0|0|99.0|0|0.0|100
0|2021-10-29|6473.0|0|6473.0|0|99.0|0|0.0|100
0|2021-10-30|6492.0|0|6492.0|0|99.0|0|0.0|100
0|2021-10-31|6503.0|0|6503.0|0|99.0|0|0.0|100
0|2021-11-01|6522.0|0|6522.0|0|99.0|0|0.0|100
0|2021-11-02|6543.0|0|6543.0|0|99.0|0|0.0|100
0|2021-11-03|6565.0|0|6565.0|0|99.0|0|0.0|100
0|2021-11-04|6582.0|0|6582.0|0|99.0|0|0.0|100
0|2021-11-05|6603.0|0|6603.0|0|99.0|0|0.0|100
0|2021-11-06|6609.0|0|6609.0|0|99.0|0|0.0|100
0|2021-11-07|6632.0|0|6632.0|0|99.0|0|0.0|100
0|2021-11-08|6642.0|0|6642.0|0|99.0|0|0.0|100
0|2021-11-09|6659.0|0|6659.0|0|101.0|0|0.0|100
0|2021-11-10|6659.0|0|6689.0|0|101.0|0|0.0|100
0|2021-11-11|6705.0|0|6705.0|0|101.0|0|0.0|100
0|2021-11-12|6722.0|0|6722.0|0|106.0|0|0.0|100
0|2021-11-13|6737.0|0|6737.0|0|106.0|0|0.0|100
0|2021-11-14|6741.0|0|6741.0|0|106.0|0|0.0|100
0|2021-11-15|6754.0|0|6754.0|0|106.0|0|0.0|100
0|2021-11-16|6785.0|0|6785.0|0|109.0|0|0.0|100
0|2021-11-17|6822.0|0|6822.0|0|109.0|0|0.0|100
0|2021-11-18|6845.0|0|6845.0|0|109.0|0|0.0|100
0|2021-11-19|6866.0|0|6866.0|0|112.0|0|0.0|100
0|2021-11-20|6885.0|0|6885.0|0|112.0|0|0.0|100
0|2021-11-21|6895.0|0|6895.0|0|112.0|0|0.0|100
0|2021-11-22|6911.0|0|6911.0|0|112.0|0|0.0|100
0|2021-11-23|6927.0|0|6927.0|0|113.0|0|0.0|100
0|2021-11-24|6967.0|0|6967.0|0|113.0|0|0.0|100
0|2021-11-25|6967.0|0|6967.0|0|113.0|0|0.0|100
0|2021-11-26|7000.0|0|7000.0|0|115.0|0|0.0|100
0|2021-11-27|7015.0|0|7015.0|0|115.0|0|0.0|100
0|2021-11-28|7030.0|0|7030.0|0|115.0|0|0.0|100
0|2021-11-29|7052.0|0|7052.0|0|115.0|0|0.0|100
0|2021-11-30|7072.0|0|7072.0|0|115.0|0|0.0|100
0|2021-12-01|7101.0|0|7101.0|0|115.0|0|0.0|100
0|2021-12-02|7135.0|0|7135.0|0|115.0|0|0.0|100
0|2021-12-03|7135.0|0|7173.0|0|115.0|0|0.0|100
0|2021-12-04|7197.0|0|7197.0|0|116.0|0|0.0|100
0|2021-12-05|7217.0|0|7217.0|0|116.0|0|0.0|100
0|2021-12-06|7225.0|0|7225.0|0|116.0|0|0.0|100
0|2021-12-07|7261.0|0|7261.0|0|116.0|0|0.0|100
0|2021-12-08|7300.0|0|7300.0|0|116.0|0|0.0|100
0|2021-12-09|7350.0|0|7350.0|0|116.0|0|0.0|100
0|2021-12-10|7381.0|0|7381.0|0|121.0|0|0.0|100
0|2021-12-11|7418.0|0|7418.0|0|121.0|0|0.0|100
0|2021-12-12|7435.0|0|7435.0|0|121.0|0|0.0|100
0|2021-12-13|7458.0|0|7458.0|0|121.0|0|0.0|100
0|2021-12-14|7458.0|0|7505.0|0|121.0|0|0.0|100
0|2021-12-15|7545.0|0|7545.0|0|121.0|0|0.0|100
0|2021-12-16|7601.0|0|7601.0|0|121.0|0|0.0|100
0|2021-12-17|7629.0|0|7629.0|0|127.0|0|0.0|100
0|2021-12-18|7663.0|0|7663.0|0|127.0|0|0.0|100
0|2021-12-19|7677.0|0|7677.0|0|127.0|0|0.0|100
0|2021-12-20|7695.0|0|7695.0|0|127.0|0|0.0|100
0|2021-12-21|7731.0|0|7731.0|0|129.0|0|0.0|100
0|2021-12-22|7762.0|0|7762.0|0|129.0|0|0.0|100
0|2021-12-23|7800.0|0|7800.0|0|129.0|0|0.0|100
0|2021-12-24|7824.0|0|7824.0|0|133.0|0|0.0|100
0|2021-12-25|7824.0|0|7824.0|0|133.0|0|0.0|100
0|2021-12-26|7850.0|0|7850.0|0|133.0|0|0.0|100
