|dates|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.data|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Brown_Ohio_UnitedStates.NYT_ConfirmedCases.data|Brown_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|7868.0|0|7868.0|0|133.0|0|0.0|100
0|2021-12-28|7930.0|0|7930.0|0|133.0|0|0.0|100
0|2021-12-29|7978.0|0|7978.0|0|133.0|0|0.0|100
0|2021-12-30|8025.0|0|8025.0|0|133.0|0|0.0|100
0|2021-12-31|8064.0|0|8064.0|0|134.0|0|0.0|100
0|2022-01-01|8064.0|0|8064.0|0|134.0|0|0.0|100
0|2022-01-02|8130.0|0|8130.0|0|134.0|0|0.0|100
0|2022-01-03|8157.0|0|8157.0|0|134.0|0|0.0|100
0|2022-01-04|8207.0|0|8207.0|0|134.0|0|0.0|100
0|2022-01-05|8282.0|0|8282.0|0|134.0|0|0.0|100
0|2022-01-06|8356.0|0|8356.0|0|134.0|0|0.0|100
0|2022-01-07|8418.0|0|8418.0|0|137.0|0|0.0|100
0|2022-01-08|8473.0|0|8473.0|0|137.0|0|0.0|100
0|2022-01-09|8535.0|0|8535.0|0|137.0|0|0.0|100
0|2022-01-10|8570.0|0|8570.0|0|137.0|0|0.0|100
0|2022-01-11|8636.0|0|8636.0|0|138.0|0|0.0|100
0|2022-01-12|8700.0|0|8700.0|0|138.0|0|0.0|100
0|2022-01-13|8700.0|0|8769.0|0|138.0|0|0.0|100
0|2022-01-14|9001.0|0|9001.0|0|140.0|0|0.0|100
0|2022-01-15|9230.0|0|9230.0|0|140.0|0|0.0|100
0|2022-01-16|9326.0|0|9326.0|0|140.0|0|0.0|100
0|2022-01-17|9400.0|0|0.0|100|140.0|0|0.0|100
