|dates|Tazewell_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Tazewell_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Tazewell_Illinois_UnitedStates.NYT_ConfirmedDeaths.data|Tazewell_Illinois_UnitedStates.NYT_ConfirmedDeaths.missing|Tazewell_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Tazewell_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Tazewell_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Tazewell_Illinois_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|364.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|364.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|364.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|364.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|365.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|365.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|365.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|365.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|367.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|367.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|367.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|367.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|368.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|368.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|368.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|373.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|373.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|374.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|374.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|374.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|374.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|374.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|376.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|378.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|378.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|378.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|378.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|378.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|378.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|380.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|380.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|380.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|381.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|382.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|382.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|382.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|383.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|383.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|383.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|383.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|383.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|383.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|383.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|383.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|385.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|387.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|388.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|389.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|389.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|389.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|390.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|393.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|393.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|394.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|394.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|394.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|394.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|395.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|397.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|397.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|399.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|399.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|399.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|399.0|0|0.0|100|0.0|100
