|dates|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Charles_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.Charles_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|9022.0|0|9022.0|0|128.0|0|0.0|100
0|2021-12-09|9035.0|0|9035.0|0|128.0|0|0.0|100
0|2021-12-10|9045.0|0|9045.0|0|128.0|0|0.0|100
0|2021-12-11|9045.0|0|9045.0|0|128.0|0|0.0|100
0|2021-12-12|9045.0|0|9045.0|0|128.0|0|0.0|100
0|2021-12-13|9084.0|0|9084.0|0|128.0|0|0.0|100
0|2021-12-14|9084.0|0|9088.0|0|128.0|0|0.0|100
0|2021-12-15|9102.0|0|9102.0|0|128.0|0|0.0|100
0|2021-12-16|9113.0|0|9113.0|0|128.0|0|0.0|100
0|2021-12-17|9125.0|0|9125.0|0|128.0|0|0.0|100
0|2021-12-18|9125.0|0|9125.0|0|128.0|0|0.0|100
0|2021-12-19|9125.0|0|9125.0|0|128.0|0|0.0|100
0|2021-12-20|9177.0|0|9177.0|0|128.0|0|0.0|100
0|2021-12-21|9203.0|0|9203.0|0|128.0|0|0.0|100
0|2021-12-22|9240.0|0|9240.0|0|128.0|0|0.0|100
0|2021-12-23|9294.0|0|9294.0|0|128.0|0|0.0|100
0|2021-12-24|9294.0|0|9294.0|0|128.0|0|0.0|100
0|2021-12-25|9294.0|0|9294.0|0|128.0|0|0.0|100
0|2021-12-26|9294.0|0|9294.0|0|128.0|0|0.0|100
0|2021-12-27|9470.0|0|9470.0|0|128.0|0|0.0|100
0|2021-12-28|9529.0|0|9529.0|0|128.0|0|0.0|100
0|2021-12-29|9627.0|0|9627.0|0|128.0|0|0.0|100
0|2021-12-30|9784.0|0|9784.0|0|128.0|0|0.0|100
0|2021-12-31|9784.0|0|9784.0|0|128.0|0|0.0|100
0|2022-01-01|9784.0|0|9784.0|0|128.0|0|0.0|100
0|2022-01-02|9784.0|0|9784.0|0|128.0|0|0.0|100
0|2022-01-03|10210.0|0|10210.0|0|128.0|0|0.0|100
0|2022-01-04|10333.0|0|10333.0|0|128.0|0|0.0|100
0|2022-01-05|10467.0|0|10467.0|0|128.0|0|0.0|100
0|2022-01-06|10594.0|0|10594.0|0|128.0|0|0.0|100
0|2022-01-07|10784.0|0|10784.0|0|129.0|0|0.0|100
0|2022-01-08|10784.0|0|10784.0|0|129.0|0|0.0|100
0|2022-01-09|10784.0|0|10784.0|0|129.0|0|0.0|100
0|2022-01-10|11150.0|0|11150.0|0|129.0|0|0.0|100
0|2022-01-11|11238.0|0|11238.0|0|129.0|0|0.0|100
0|2022-01-12|11238.0|0|11238.0|0|129.0|0|0.0|100
0|2022-01-13|11238.0|0|11238.0|0|129.0|0|0.0|100
0|2022-01-14|11761.0|0|11761.0|0|129.0|0|0.0|100
0|2022-01-15|11761.0|0|11761.0|0|129.0|0|0.0|100
0|2022-01-16|11761.0|0|11761.0|0|129.0|0|0.0|100
0|2022-01-17|11761.0|0|0.0|100|129.0|0|0.0|100
