|dates|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lehigh_Pennsylvania_UnitedStates.Male_Total_Population.data|Lehigh_Pennsylvania_UnitedStates.Male_Total_Population.missing|Lehigh_Pennsylvania_UnitedStates.Female_Total_Population.data|Lehigh_Pennsylvania_UnitedStates.Female_Total_Population.missing|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-15|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-16|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-17|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-18|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-19|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-20|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-21|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-22|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-23|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-24|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-25|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-26|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-27|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-28|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-29|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-30|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-31|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-01|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-02|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-03|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-04|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-05|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-06|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-07|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-08|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-09|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-10|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-11|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-12|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-13|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-14|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-15|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-16|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2022-01-17|61507.0|0|180188.0|0|187912.0|0|83207.0|0
