|dates|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lehigh_Pennsylvania_UnitedStates.Male_Total_Population.data|Lehigh_Pennsylvania_UnitedStates.Male_Total_Population.missing|Lehigh_Pennsylvania_UnitedStates.Female_Total_Population.data|Lehigh_Pennsylvania_UnitedStates.Female_Total_Population.missing|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-18|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-19|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-20|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-21|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-22|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-23|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-24|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-25|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-26|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-27|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-28|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-29|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-30|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-10-31|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-01|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-02|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-03|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-04|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-05|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-06|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-07|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-08|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-09|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-10|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-11|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-12|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-13|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-14|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-15|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-16|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-17|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-18|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-19|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-20|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-21|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-22|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-23|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-24|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-25|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-26|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-27|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-28|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-29|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-11-30|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-01|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-02|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-03|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-04|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-05|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-06|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-07|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-08|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-09|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-10|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-11|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-12|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-13|61507.0|0|180188.0|0|187912.0|0|83207.0|0
0|2021-12-14|61507.0|0|180188.0|0|187912.0|0|83207.0|0
