|dates|Baraga_Michigan_UnitedStates.JHU_ConfirmedCases.data|Baraga_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Baraga_Michigan_UnitedStates.NYT_ConfirmedCases.data|Baraga_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Baraga_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Baraga_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Baraga_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Baraga_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1077.0|0|1248.0|0|45.0|0|0.0|100
0|2021-10-18|1088.0|0|1259.0|0|45.0|0|0.0|100
0|2021-10-19|1088.0|0|1259.0|0|45.0|0|0.0|100
0|2021-10-20|1110.0|0|1281.0|0|46.0|0|0.0|100
0|2021-10-21|1110.0|0|1281.0|0|46.0|0|0.0|100
0|2021-10-22|1114.0|0|1285.0|0|46.0|0|0.0|100
0|2021-10-23|1114.0|0|1285.0|0|46.0|0|0.0|100
0|2021-10-24|1114.0|0|1285.0|0|46.0|0|0.0|100
0|2021-10-25|1131.0|0|1302.0|0|46.0|0|0.0|100
0|2021-10-26|1131.0|0|1302.0|0|46.0|0|0.0|100
0|2021-10-27|1155.0|0|1326.0|0|46.0|0|0.0|100
0|2021-10-28|1155.0|0|1326.0|0|46.0|0|0.0|100
0|2021-10-29|1170.0|0|1341.0|0|46.0|0|0.0|100
0|2021-10-30|1170.0|0|1341.0|0|46.0|0|0.0|100
0|2021-10-31|1170.0|0|1341.0|0|46.0|0|0.0|100
0|2021-11-01|1182.0|0|1353.0|0|46.0|0|0.0|100
0|2021-11-02|1182.0|0|1353.0|0|46.0|0|0.0|100
0|2021-11-03|1203.0|0|1374.0|0|46.0|0|0.0|100
0|2021-11-04|1203.0|0|1374.0|0|46.0|0|0.0|100
0|2021-11-05|1240.0|0|1411.0|0|46.0|0|0.0|100
0|2021-11-06|1240.0|0|1411.0|0|46.0|0|0.0|100
0|2021-11-07|1240.0|0|1411.0|0|46.0|0|0.0|100
0|2021-11-08|1251.0|0|1422.0|0|46.0|0|0.0|100
0|2021-11-09|1251.0|0|1422.0|0|46.0|0|0.0|100
0|2021-11-10|1251.0|0|1456.0|0|46.0|0|0.0|100
0|2021-11-11|1285.0|0|1456.0|0|46.0|0|0.0|100
0|2021-11-12|1300.0|0|1471.0|0|46.0|0|0.0|100
0|2021-11-13|1300.0|0|1471.0|0|46.0|0|0.0|100
0|2021-11-14|1300.0|0|1471.0|0|46.0|0|0.0|100
0|2021-11-15|1312.0|0|1483.0|0|46.0|0|0.0|100
0|2021-11-16|1312.0|0|1483.0|0|46.0|0|0.0|100
0|2021-11-17|1334.0|0|1505.0|0|46.0|0|0.0|100
0|2021-11-18|1334.0|0|1505.0|0|46.0|0|0.0|100
0|2021-11-19|1350.0|0|1521.0|0|46.0|0|0.0|100
0|2021-11-20|1350.0|0|1521.0|0|46.0|0|0.0|100
0|2021-11-21|1350.0|0|1521.0|0|46.0|0|0.0|100
0|2021-11-22|1357.0|0|1528.0|0|46.0|0|0.0|100
0|2021-11-23|1357.0|0|1528.0|0|46.0|0|0.0|100
0|2021-11-24|1369.0|0|1540.0|0|46.0|0|0.0|100
0|2021-11-25|1369.0|0|1540.0|0|46.0|0|0.0|100
0|2021-11-26|1369.0|0|1540.0|0|46.0|0|0.0|100
0|2021-11-27|1369.0|0|1540.0|0|46.0|0|0.0|100
0|2021-11-28|1369.0|0|1540.0|0|46.0|0|0.0|100
0|2021-11-29|1386.0|0|1557.0|0|46.0|0|0.0|100
0|2021-11-30|1386.0|0|1557.0|0|46.0|0|0.0|100
0|2021-12-01|1404.0|0|1575.0|0|46.0|0|0.0|100
0|2021-12-02|1404.0|0|1575.0|0|46.0|0|0.0|100
0|2021-12-03|1408.0|0|1579.0|0|46.0|0|0.0|100
0|2021-12-04|1408.0|0|1579.0|0|46.0|0|0.0|100
0|2021-12-05|1408.0|0|1579.0|0|46.0|0|0.0|100
0|2021-12-06|1413.0|0|1584.0|0|46.0|0|0.0|100
0|2021-12-07|1413.0|0|1584.0|0|46.0|0|0.0|100
0|2021-12-08|1423.0|0|1594.0|0|46.0|0|0.0|100
0|2021-12-09|1423.0|0|1594.0|0|46.0|0|0.0|100
0|2021-12-10|1435.0|0|1606.0|0|46.0|0|0.0|100
0|2021-12-11|1435.0|0|1606.0|0|46.0|0|0.0|100
0|2021-12-12|1435.0|0|1606.0|0|46.0|0|0.0|100
0|2021-12-13|1439.0|0|1610.0|0|46.0|0|0.0|100
0|2021-12-14|1439.0|0|1610.0|0|46.0|0|0.0|100
0|2021-12-15|1449.0|0|1620.0|0|47.0|0|0.0|100
0|2021-12-16|1449.0|0|1620.0|0|47.0|0|0.0|100
0|2021-12-17|1458.0|0|1629.0|0|47.0|0|0.0|100
0|2021-12-18|1458.0|0|1629.0|0|47.0|0|0.0|100
0|2021-12-19|1458.0|0|1629.0|0|47.0|0|0.0|100
0|2021-12-20|1465.0|0|1636.0|0|47.0|0|0.0|100
0|2021-12-21|1465.0|0|1636.0|0|47.0|0|0.0|100
0|2021-12-22|1472.0|0|1643.0|0|47.0|0|0.0|100
0|2021-12-23|1472.0|0|1643.0|0|47.0|0|0.0|100
0|2021-12-24|1472.0|0|1643.0|0|47.0|0|0.0|100
0|2021-12-25|1472.0|0|1643.0|0|47.0|0|0.0|100
0|2021-12-26|1472.0|0|1643.0|0|47.0|0|0.0|100
0|2021-12-27|1489.0|0|1660.0|0|48.0|0|0.0|100
0|2021-12-28|1489.0|0|1660.0|0|48.0|0|0.0|100
0|2021-12-29|1494.0|0|1665.0|0|48.0|0|0.0|100
0|2021-12-30|1494.0|0|1665.0|0|48.0|0|0.0|100
0|2021-12-31|1494.0|0|1665.0|0|48.0|0|0.0|100
0|2022-01-01|1494.0|0|1665.0|0|48.0|0|0.0|100
0|2022-01-02|1494.0|0|1665.0|0|48.0|0|0.0|100
0|2022-01-03|1513.0|0|1684.0|0|48.0|0|0.0|100
0|2022-01-04|1513.0|0|1684.0|0|48.0|0|0.0|100
0|2022-01-05|1538.0|0|1709.0|0|48.0|0|0.0|100
0|2022-01-06|1538.0|0|1709.0|0|48.0|0|0.0|100
0|2022-01-07|1569.0|0|1740.0|0|48.0|0|0.0|100
0|2022-01-08|1569.0|0|1740.0|0|48.0|0|0.0|100
0|2022-01-09|1569.0|0|1740.0|0|48.0|0|0.0|100
0|2022-01-10|1595.0|0|1766.0|0|48.0|0|0.0|100
0|2022-01-11|1595.0|0|1766.0|0|48.0|0|0.0|100
0|2022-01-12|1652.0|0|1823.0|0|48.0|0|0.0|100
0|2022-01-13|1652.0|0|1823.0|0|48.0|0|0.0|100
0|2022-01-14|1690.0|0|1861.0|0|49.0|0|0.0|100
0|2022-01-15|1690.0|0|1861.0|0|49.0|0|0.0|100
0|2022-01-16|1690.0|0|1861.0|0|49.0|0|0.0|100
0|2022-01-17|1690.0|0|0.0|100|49.0|0|0.0|100
