|dates|Otero_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Otero_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Otero_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Otero_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Otero_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Otero_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Otero_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Otero_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6189.0|0|7742.0|0|97.0|0|0.0|100
0|2021-10-18|6320.0|0|7874.0|0|97.0|0|0.0|100
0|2021-10-19|6338.0|0|7895.0|0|97.0|0|0.0|100
0|2021-10-20|6362.0|0|7919.0|0|99.0|0|0.0|100
0|2021-10-21|6415.0|0|7975.0|0|99.0|0|0.0|100
0|2021-10-22|6483.0|0|8043.0|0|99.0|0|0.0|100
0|2021-10-23|6483.0|0|8043.0|0|99.0|0|0.0|100
0|2021-10-24|6483.0|0|8043.0|0|99.0|0|0.0|100
0|2021-10-25|6636.0|0|8201.0|0|99.0|0|0.0|100
0|2021-10-26|6683.0|0|8256.0|0|100.0|0|0.0|100
0|2021-10-27|6707.0|0|8280.0|0|102.0|0|0.0|100
0|2021-10-28|6742.0|0|8316.0|0|102.0|0|0.0|100
0|2021-10-29|6832.0|0|8408.0|0|102.0|0|0.0|100
0|2021-10-30|6832.0|0|8408.0|0|102.0|0|0.0|100
0|2021-10-31|6832.0|0|8408.0|0|102.0|0|0.0|100
0|2021-11-01|6986.0|0|8569.0|0|103.0|0|0.0|100
0|2021-11-02|7019.0|0|8607.0|0|103.0|0|0.0|100
0|2021-11-03|7075.0|0|8663.0|0|103.0|0|0.0|100
0|2021-11-04|7125.0|0|8713.0|0|104.0|0|0.0|100
0|2021-11-05|7215.0|0|8803.0|0|104.0|0|0.0|100
0|2021-11-06|7215.0|0|8803.0|0|104.0|0|0.0|100
0|2021-11-07|7215.0|0|8803.0|0|104.0|0|0.0|100
0|2021-11-08|7347.0|0|8935.0|0|105.0|0|0.0|100
0|2021-11-09|7380.0|0|8970.0|0|106.0|0|0.0|100
0|2021-11-10|7380.0|0|8996.0|0|106.0|0|0.0|100
0|2021-11-11|7406.0|0|8996.0|0|110.0|0|0.0|100
0|2021-11-12|7527.0|0|9117.0|0|111.0|0|0.0|100
0|2021-11-13|7527.0|0|9117.0|0|111.0|0|0.0|100
0|2021-11-14|7527.0|0|9117.0|0|111.0|0|0.0|100
0|2021-11-15|7768.0|0|9363.0|0|113.0|0|0.0|100
0|2021-11-16|7809.0|0|9404.0|0|114.0|0|0.0|100
0|2021-11-17|7842.0|0|9441.0|0|118.0|0|0.0|100
0|2021-11-18|7890.0|0|9490.0|0|120.0|0|0.0|100
0|2021-11-19|7946.0|0|9552.0|0|122.0|0|0.0|100
0|2021-11-20|7946.0|0|9552.0|0|122.0|0|0.0|100
0|2021-11-21|7946.0|0|9552.0|0|122.0|0|0.0|100
0|2021-11-22|8050.0|0|9670.0|0|122.0|0|0.0|100
0|2021-11-23|8068.0|0|9692.0|0|122.0|0|0.0|100
0|2021-11-24|8114.0|0|9738.0|0|122.0|0|0.0|100
0|2021-11-25|8114.0|0|9738.0|0|122.0|0|0.0|100
0|2021-11-26|8114.0|0|9738.0|0|122.0|0|0.0|100
0|2021-11-27|8114.0|0|9738.0|0|122.0|0|0.0|100
0|2021-11-28|8114.0|0|9738.0|0|122.0|0|0.0|100
0|2021-11-29|8244.0|0|9868.0|0|125.0|0|0.0|100
0|2021-11-30|8281.0|0|9934.0|0|125.0|0|0.0|100
0|2021-12-01|8306.0|0|9958.0|0|125.0|0|0.0|100
0|2021-12-02|8381.0|0|10035.0|0|126.0|0|0.0|100
0|2021-12-03|8381.0|0|10101.0|0|126.0|0|0.0|100
0|2021-12-04|8447.0|0|10134.0|0|128.0|0|0.0|100
0|2021-12-05|8447.0|0|10134.0|0|128.0|0|0.0|100
0|2021-12-06|8563.0|0|10269.0|0|128.0|0|0.0|100
0|2021-12-07|8599.0|0|10305.0|0|128.0|0|0.0|100
0|2021-12-08|8629.0|0|10339.0|0|128.0|0|0.0|100
0|2021-12-09|8670.0|0|10379.0|0|130.0|0|0.0|100
0|2021-12-10|8746.0|0|10424.0|0|131.0|0|0.0|100
0|2021-12-11|8746.0|0|10462.0|0|131.0|0|0.0|100
0|2021-12-12|8746.0|0|10462.0|0|131.0|0|0.0|100
0|2021-12-13|8787.0|0|10503.0|0|131.0|0|0.0|100
