|dates|Otero_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Otero_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Otero_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Otero_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Otero_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Otero_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Otero_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Otero_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|8787.0|0|10529.0|0|131.0|0|0.0|100
0|2021-12-15|8824.0|0|10567.0|0|132.0|0|0.0|100
0|2021-12-16|8824.0|0|10577.0|0|132.0|0|0.0|100
0|2021-12-17|8878.0|0|10587.0|0|133.0|0|0.0|100
0|2021-12-18|8878.0|0|10621.0|0|133.0|0|0.0|100
0|2021-12-19|8878.0|0|10621.0|0|133.0|0|0.0|100
0|2021-12-20|8922.0|0|10678.0|0|136.0|0|0.0|100
0|2021-12-21|8933.0|0|10690.0|0|139.0|0|0.0|100
0|2021-12-22|8948.0|0|10707.0|0|139.0|0|0.0|100
0|2021-12-23|8962.0|0|10723.0|0|140.0|0|0.0|100
0|2021-12-24|8962.0|0|10723.0|0|140.0|0|0.0|100
0|2021-12-25|8962.0|0|10723.0|0|140.0|0|0.0|100
0|2021-12-26|8962.0|0|10723.0|0|140.0|0|0.0|100
0|2021-12-27|9083.0|0|10847.0|0|143.0|0|0.0|100
0|2021-12-28|9095.0|0|10867.0|0|143.0|0|0.0|100
0|2021-12-29|9120.0|0|10895.0|0|145.0|0|0.0|100
0|2021-12-30|9142.0|0|10918.0|0|145.0|0|0.0|100
0|2021-12-31|9142.0|0|10918.0|0|145.0|0|0.0|100
0|2022-01-01|9142.0|0|10918.0|0|145.0|0|0.0|100
0|2022-01-02|9142.0|0|10918.0|0|145.0|0|0.0|100
0|2022-01-03|9298.0|0|11103.0|0|145.0|0|0.0|100
0|2022-01-04|9345.0|0|11151.0|0|146.0|0|0.0|100
0|2022-01-05|9392.0|0|11199.0|0|147.0|0|0.0|100
0|2022-01-06|9468.0|0|11286.0|0|148.0|0|0.0|100
0|2022-01-07|9535.0|0|11355.0|0|148.0|0|0.0|100
0|2022-01-08|9535.0|0|11355.0|0|148.0|0|0.0|100
0|2022-01-09|9535.0|0|11355.0|0|148.0|0|0.0|100
0|2022-01-10|9720.0|0|11547.0|0|149.0|0|0.0|100
0|2022-01-11|9827.0|0|11656.0|0|150.0|0|0.0|100
0|2022-01-12|9928.0|0|11757.0|0|151.0|0|0.0|100
0|2022-01-13|9928.0|0|11879.0|0|151.0|0|0.0|100
0|2022-01-14|10126.0|0|11957.0|0|152.0|0|0.0|100
0|2022-01-15|10126.0|0|11957.0|0|152.0|0|0.0|100
0|2022-01-16|10126.0|0|11957.0|0|152.0|0|0.0|100
0|2022-01-17|10126.0|0|0.0|100|152.0|0|0.0|100
