|dates|RioGrande_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|RioGrande_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|RioGrande_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|RioGrande_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|RioGrande_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|RioGrande_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|RioGrande_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|RioGrande_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-02|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-03|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-04|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-05|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-06|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-07|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-08|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-09|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-10|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-11|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-12|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-13|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-14|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-15|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-16|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-17|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-18|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-19|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-20|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-21|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-22|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-23|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-24|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-25|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-26|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-27|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-28|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-29|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-30|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-01-31|14702.5|0|1274.5|0|7.97709206985041|0|15977.0|0
0|2020-02-01|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-02|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-03|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-04|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-05|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-06|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-07|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-08|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-09|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-10|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-11|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-12|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-13|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-14|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-15|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-16|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-17|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-18|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-19|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-20|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-21|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-22|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-23|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-24|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-25|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
0|2020-02-26|15124.0|0|1036.0|0|6.410891089108911|0|16160.0|0
