|dates|Clark_Illinois_UnitedStates.JHU_ConfirmedCases.data|Clark_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Clark_Illinois_UnitedStates.NYT_ConfirmedCases.data|Clark_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Clark_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|3082.0|0|3082.0|0|44.0|0|0.0|100
0|2021-12-10|3090.0|0|3090.0|0|44.0|0|0.0|100
0|2021-12-11|3090.0|0|3090.0|0|44.0|0|0.0|100
0|2021-12-12|3090.0|0|3090.0|0|44.0|0|0.0|100
0|2021-12-13|3106.0|0|3106.0|0|44.0|0|0.0|100
0|2021-12-14|3106.0|0|3117.0|0|44.0|0|0.0|100
0|2021-12-15|3129.0|0|3129.0|0|44.0|0|0.0|100
0|2021-12-16|3142.0|0|3142.0|0|44.0|0|0.0|100
0|2021-12-17|3153.0|0|3153.0|0|45.0|0|0.0|100
0|2021-12-18|3153.0|0|3153.0|0|45.0|0|0.0|100
0|2021-12-19|3153.0|0|3153.0|0|45.0|0|0.0|100
0|2021-12-20|3162.0|0|3162.0|0|45.0|0|0.0|100
0|2021-12-21|3181.0|0|3181.0|0|45.0|0|0.0|100
0|2021-12-22|3188.0|0|3188.0|0|45.0|0|0.0|100
0|2021-12-23|3192.0|0|3192.0|0|46.0|0|0.0|100
0|2021-12-24|3192.0|0|3192.0|0|46.0|0|0.0|100
0|2021-12-25|3192.0|0|3192.0|0|46.0|0|0.0|100
0|2021-12-26|3192.0|0|3192.0|0|46.0|0|0.0|100
0|2021-12-27|3214.0|0|3214.0|0|46.0|0|0.0|100
0|2021-12-28|3252.0|0|3252.0|0|46.0|0|0.0|100
0|2021-12-29|3263.0|0|3263.0|0|46.0|0|0.0|100
0|2021-12-30|3287.0|0|3287.0|0|46.0|0|0.0|100
0|2021-12-31|3287.0|0|3287.0|0|46.0|0|0.0|100
0|2022-01-01|3287.0|0|3287.0|0|46.0|0|0.0|100
0|2022-01-02|3287.0|0|3287.0|0|46.0|0|0.0|100
0|2022-01-03|3323.0|0|3323.0|0|46.0|0|0.0|100
0|2022-01-04|3343.0|0|3343.0|0|46.0|0|0.0|100
0|2022-01-05|3374.0|0|3374.0|0|46.0|0|0.0|100
0|2022-01-06|3436.0|0|3436.0|0|46.0|0|0.0|100
0|2022-01-07|3466.0|0|3466.0|0|46.0|0|0.0|100
0|2022-01-08|3466.0|0|3466.0|0|46.0|0|0.0|100
0|2022-01-09|3466.0|0|3466.0|0|46.0|0|0.0|100
0|2022-01-10|3541.0|0|3541.0|0|46.0|0|0.0|100
0|2022-01-11|3579.0|0|3579.0|0|46.0|0|0.0|100
0|2022-01-12|3666.0|0|3666.0|0|47.0|0|0.0|100
0|2022-01-13|3666.0|0|3733.0|0|47.0|0|0.0|100
0|2022-01-14|3775.0|0|3775.0|0|47.0|0|0.0|100
0|2022-01-15|3775.0|0|3775.0|0|47.0|0|0.0|100
0|2022-01-16|3775.0|0|3775.0|0|47.0|0|0.0|100
0|2022-01-17|3775.0|0|0.0|100|47.0|0|0.0|100
