|dates|Ottawa_Kansas_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Kansas_UnitedStates.NYT_ConfirmedCases.data|Ottawa_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Ottawa_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|793.0|0|793.0|0|14.0|0|0.0|100
0|2021-11-19|800.0|0|800.0|0|14.0|0|0.0|100
0|2021-11-20|800.0|0|800.0|0|14.0|0|0.0|100
0|2021-11-21|800.0|0|800.0|0|14.0|0|0.0|100
0|2021-11-22|814.0|0|814.0|0|14.0|0|0.0|100
0|2021-11-23|814.0|0|814.0|0|14.0|0|0.0|100
0|2021-11-24|814.0|0|829.0|0|14.0|0|0.0|100
0|2021-11-25|829.0|0|829.0|0|14.0|0|0.0|100
0|2021-11-26|829.0|0|829.0|0|14.0|0|0.0|100
0|2021-11-27|829.0|0|829.0|0|14.0|0|0.0|100
0|2021-11-28|829.0|0|829.0|0|14.0|0|0.0|100
0|2021-11-29|837.0|0|837.0|0|14.0|0|0.0|100
0|2021-11-30|837.0|0|837.0|0|14.0|0|0.0|100
0|2021-12-01|846.0|0|846.0|0|14.0|0|0.0|100
0|2021-12-02|846.0|0|846.0|0|14.0|0|0.0|100
0|2021-12-03|846.0|0|851.0|0|14.0|0|0.0|100
0|2021-12-04|851.0|0|851.0|0|14.0|0|0.0|100
0|2021-12-05|851.0|0|851.0|0|14.0|0|0.0|100
0|2021-12-06|860.0|0|860.0|0|14.0|0|0.0|100
0|2021-12-07|860.0|0|860.0|0|14.0|0|0.0|100
0|2021-12-08|872.0|0|872.0|0|14.0|0|0.0|100
0|2021-12-09|872.0|0|872.0|0|14.0|0|0.0|100
0|2021-12-10|874.0|0|874.0|0|14.0|0|0.0|100
0|2021-12-11|874.0|0|874.0|0|14.0|0|0.0|100
0|2021-12-12|874.0|0|874.0|0|14.0|0|0.0|100
0|2021-12-13|880.0|0|880.0|0|14.0|0|0.0|100
0|2021-12-14|880.0|0|880.0|0|14.0|0|0.0|100
0|2021-12-15|883.0|0|883.0|0|14.0|0|0.0|100
0|2021-12-16|883.0|0|883.0|0|14.0|0|0.0|100
0|2021-12-17|885.0|0|885.0|0|14.0|0|0.0|100
0|2021-12-18|885.0|0|885.0|0|14.0|0|0.0|100
0|2021-12-19|885.0|0|885.0|0|14.0|0|0.0|100
0|2021-12-20|887.0|0|887.0|0|14.0|0|0.0|100
0|2021-12-21|887.0|0|887.0|0|14.0|0|0.0|100
0|2021-12-22|889.0|0|889.0|0|14.0|0|0.0|100
0|2021-12-23|889.0|0|889.0|0|14.0|0|0.0|100
0|2021-12-24|889.0|0|889.0|0|14.0|0|0.0|100
0|2021-12-25|889.0|0|889.0|0|14.0|0|0.0|100
0|2021-12-26|889.0|0|889.0|0|14.0|0|0.0|100
0|2021-12-27|896.0|0|896.0|0|14.0|0|0.0|100
0|2021-12-28|896.0|0|896.0|0|14.0|0|0.0|100
0|2021-12-29|901.0|0|901.0|0|14.0|0|0.0|100
0|2021-12-30|901.0|0|901.0|0|14.0|0|0.0|100
0|2021-12-31|901.0|0|901.0|0|14.0|0|0.0|100
0|2022-01-01|901.0|0|901.0|0|14.0|0|0.0|100
0|2022-01-02|901.0|0|901.0|0|14.0|0|0.0|100
0|2022-01-03|907.0|0|907.0|0|14.0|0|0.0|100
0|2022-01-04|907.0|0|907.0|0|14.0|0|0.0|100
0|2022-01-05|919.0|0|919.0|0|14.0|0|0.0|100
0|2022-01-06|919.0|0|919.0|0|14.0|0|0.0|100
0|2022-01-07|930.0|0|930.0|0|15.0|0|0.0|100
0|2022-01-08|930.0|0|930.0|0|15.0|0|0.0|100
0|2022-01-09|930.0|0|930.0|0|15.0|0|0.0|100
0|2022-01-10|941.0|0|941.0|0|15.0|0|0.0|100
0|2022-01-11|941.0|0|941.0|0|15.0|0|0.0|100
0|2022-01-12|941.0|0|949.0|0|15.0|0|0.0|100
0|2022-01-13|941.0|0|957.0|0|15.0|0|0.0|100
0|2022-01-14|974.0|0|974.0|0|15.0|0|0.0|100
0|2022-01-15|974.0|0|974.0|0|15.0|0|0.0|100
0|2022-01-16|974.0|0|974.0|0|15.0|0|0.0|100
0|2022-01-17|974.0|0|0.0|100|15.0|0|0.0|100
