|dates|Jefferson_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|974.0|0|974.0|0|34.0|0|0.0|100
0|2021-12-09|975.0|0|975.0|0|34.0|0|0.0|100
0|2021-12-10|975.0|0|975.0|0|34.0|0|0.0|100
0|2021-12-11|975.0|0|975.0|0|34.0|0|0.0|100
0|2021-12-12|975.0|0|975.0|0|34.0|0|0.0|100
0|2021-12-13|975.0|0|975.0|0|34.0|0|0.0|100
0|2021-12-14|975.0|0|975.0|0|34.0|0|0.0|100
0|2021-12-15|975.0|0|975.0|0|34.0|0|0.0|100
0|2021-12-16|975.0|0|975.0|0|34.0|0|0.0|100
0|2021-12-17|976.0|0|976.0|0|34.0|0|0.0|100
0|2021-12-18|976.0|0|976.0|0|34.0|0|0.0|100
0|2021-12-19|976.0|0|976.0|0|34.0|0|0.0|100
0|2021-12-20|978.0|0|978.0|0|34.0|0|0.0|100
0|2021-12-21|979.0|0|979.0|0|34.0|0|0.0|100
0|2021-12-22|980.0|0|980.0|0|34.0|0|0.0|100
0|2021-12-23|980.0|0|980.0|0|34.0|0|0.0|100
0|2021-12-24|980.0|0|980.0|0|34.0|0|0.0|100
0|2021-12-25|980.0|0|980.0|0|34.0|0|0.0|100
0|2021-12-26|980.0|0|980.0|0|34.0|0|0.0|100
0|2021-12-27|983.0|0|983.0|0|34.0|0|0.0|100
0|2021-12-28|986.0|0|986.0|0|35.0|0|0.0|100
0|2021-12-29|990.0|0|990.0|0|35.0|0|0.0|100
0|2021-12-30|994.0|0|994.0|0|35.0|0|0.0|100
0|2021-12-31|994.0|0|994.0|0|35.0|0|0.0|100
0|2022-01-01|994.0|0|994.0|0|35.0|0|0.0|100
0|2022-01-02|994.0|0|994.0|0|35.0|0|0.0|100
0|2022-01-03|1024.0|0|1024.0|0|35.0|0|0.0|100
0|2022-01-04|1031.0|0|1031.0|0|35.0|0|0.0|100
0|2022-01-05|1040.0|0|1040.0|0|35.0|0|0.0|100
0|2022-01-06|1071.0|0|1071.0|0|35.0|0|0.0|100
0|2022-01-07|1086.0|0|1086.0|0|35.0|0|0.0|100
0|2022-01-08|1086.0|0|1086.0|0|35.0|0|0.0|100
0|2022-01-09|1086.0|0|1086.0|0|35.0|0|0.0|100
0|2022-01-10|1086.0|0|1101.0|0|35.0|0|0.0|100
0|2022-01-11|1131.0|0|1131.0|0|35.0|0|0.0|100
0|2022-01-12|1131.0|0|1143.0|0|35.0|0|0.0|100
0|2022-01-13|1131.0|0|1194.0|0|35.0|0|0.0|100
0|2022-01-14|1213.0|0|1213.0|0|35.0|0|0.0|100
0|2022-01-15|1213.0|0|1213.0|0|35.0|0|0.0|100
0|2022-01-16|1213.0|0|1213.0|0|35.0|0|0.0|100
0|2022-01-17|1213.0|0|0.0|100|35.0|0|0.0|100
