|dates|Utah_Utah_UnitedStates.JHU_ConfirmedCases.data|Utah_Utah_UnitedStates.JHU_ConfirmedCases.missing|Utah_Utah_UnitedStates.NYT_ConfirmedCases.data|Utah_Utah_UnitedStates.NYT_ConfirmedCases.missing|Utah_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Utah_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Utah_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Utah_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|140661.0|0|140661.0|0|631.0|0|0.0|100
0|2021-12-16|140861.0|0|140861.0|0|635.0|0|0.0|100
0|2021-12-17|141121.0|0|141121.0|0|637.0|0|0.0|100
0|2021-12-18|141121.0|0|141121.0|0|637.0|0|0.0|100
0|2021-12-19|141121.0|0|141121.0|0|637.0|0|0.0|100
0|2021-12-20|141688.0|0|141688.0|0|642.0|0|0.0|100
0|2021-12-21|141845.0|0|141845.0|0|646.0|0|0.0|100
0|2021-12-22|142085.0|0|142085.0|0|650.0|0|0.0|100
0|2021-12-23|142317.0|0|142317.0|0|651.0|0|0.0|100
0|2021-12-24|142317.0|0|142317.0|0|651.0|0|0.0|100
0|2021-12-25|142317.0|0|142317.0|0|651.0|0|0.0|100
0|2021-12-26|142317.0|0|142317.0|0|651.0|0|0.0|100
0|2021-12-27|143029.0|0|143029.0|0|653.0|0|0.0|100
0|2021-12-28|143282.0|0|143282.0|0|653.0|0|0.0|100
0|2021-12-29|143886.0|0|143886.0|0|655.0|0|0.0|100
0|2021-12-30|144502.0|0|144502.0|0|656.0|0|0.0|100
0|2021-12-31|144502.0|0|144502.0|0|656.0|0|0.0|100
0|2022-01-01|144502.0|0|144502.0|0|656.0|0|0.0|100
0|2022-01-02|144502.0|0|144502.0|0|656.0|0|0.0|100
0|2022-01-03|147071.0|0|147071.0|0|658.0|0|0.0|100
0|2022-01-04|147781.0|0|147781.0|0|658.0|0|0.0|100
0|2022-01-05|148936.0|0|148936.0|0|663.0|0|0.0|100
0|2022-01-06|150556.0|0|150556.0|0|666.0|0|0.0|100
0|2022-01-07|152404.0|0|152404.0|0|668.0|0|0.0|100
0|2022-01-08|152404.0|0|152404.0|0|668.0|0|0.0|100
0|2022-01-09|152404.0|0|152404.0|0|668.0|0|0.0|100
0|2022-01-10|156867.0|0|156867.0|0|670.0|0|0.0|100
0|2022-01-11|158633.0|0|158633.0|0|671.0|0|0.0|100
0|2022-01-12|160261.0|0|160261.0|0|676.0|0|0.0|100
0|2022-01-13|160261.0|0|162824.0|0|676.0|0|0.0|100
0|2022-01-14|164808.0|0|164808.0|0|678.0|0|0.0|100
0|2022-01-15|164808.0|0|164808.0|0|678.0|0|0.0|100
0|2022-01-16|164808.0|0|164808.0|0|678.0|0|0.0|100
0|2022-01-17|164808.0|0|0.0|100|678.0|0|0.0|100
