|dates|Bottineau_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Bottineau_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Bottineau_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Bottineau_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Bottineau_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Bottineau_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Bottineau_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Bottineau_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|1207.0|0|1207.0|0|24.0|0|0.0|100
0|2022-01-07|1214.0|0|1214.0|0|24.0|0|0.0|100
0|2022-01-08|1216.0|0|1216.0|0|24.0|0|0.0|100
0|2022-01-09|1220.0|0|1220.0|0|24.0|0|0.0|100
0|2022-01-10|1220.0|0|1220.0|0|24.0|0|0.0|100
0|2022-01-11|1226.0|0|1226.0|0|24.0|0|0.0|100
0|2022-01-12|1233.0|0|1233.0|0|24.0|0|0.0|100
0|2022-01-13|1233.0|0|1236.0|0|24.0|0|0.0|100
0|2022-01-14|1244.0|0|1244.0|0|24.0|0|0.0|100
0|2022-01-15|1252.0|0|1252.0|0|24.0|0|0.0|100
0|2022-01-16|1261.0|0|1261.0|0|24.0|0|0.0|100
0|2022-01-17|1265.0|0|0.0|100|24.0|0|0.0|100
