|dates|Ionia_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ionia_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ionia_Michigan_UnitedStates.NYT_ConfirmedCases.data|Ionia_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Ionia_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ionia_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ionia_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ionia_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8400.0|0|11415.0|0|90.0|0|0.0|100
0|2021-10-18|8473.0|0|11488.0|0|91.0|0|0.0|100
0|2021-10-19|8473.0|0|11488.0|0|91.0|0|0.0|100
0|2021-10-20|8555.0|0|11570.0|0|91.0|0|0.0|100
0|2021-10-21|8555.0|0|11570.0|0|91.0|0|0.0|100
0|2021-10-22|8646.0|0|11661.0|0|93.0|0|0.0|100
0|2021-10-23|8646.0|0|11661.0|0|93.0|0|0.0|100
0|2021-10-24|8646.0|0|11661.0|0|93.0|0|0.0|100
0|2021-10-25|8709.0|0|11724.0|0|94.0|0|0.0|100
0|2021-10-26|8709.0|0|11724.0|0|94.0|0|0.0|100
0|2021-10-27|8775.0|0|11790.0|0|95.0|0|0.0|100
0|2021-10-28|8775.0|0|11790.0|0|95.0|0|0.0|100
0|2021-10-29|8881.0|0|11896.0|0|95.0|0|0.0|100
0|2021-10-30|8881.0|0|11896.0|0|95.0|0|0.0|100
0|2021-10-31|8881.0|0|11896.0|0|95.0|0|0.0|100
0|2021-11-01|8956.0|0|11971.0|0|97.0|0|0.0|100
0|2021-11-02|8956.0|0|11971.0|0|97.0|0|0.0|100
0|2021-11-03|9059.0|0|12074.0|0|100.0|0|0.0|100
0|2021-11-04|9059.0|0|12074.0|0|100.0|0|0.0|100
0|2021-11-05|9181.0|0|12196.0|0|104.0|0|0.0|100
0|2021-11-06|9181.0|0|12196.0|0|104.0|0|0.0|100
0|2021-11-07|9181.0|0|12196.0|0|104.0|0|0.0|100
0|2021-11-08|9292.0|0|12307.0|0|106.0|0|0.0|100
0|2021-11-09|9292.0|0|12307.0|0|106.0|0|0.0|100
0|2021-11-10|9292.0|0|12389.0|0|106.0|0|0.0|100
0|2021-11-11|9374.0|0|12389.0|0|107.0|0|0.0|100
0|2021-11-12|9566.0|0|12581.0|0|108.0|0|0.0|100
0|2021-11-13|9566.0|0|12581.0|0|108.0|0|0.0|100
0|2021-11-14|9566.0|0|12581.0|0|108.0|0|0.0|100
0|2021-11-15|9779.0|0|12794.0|0|108.0|0|0.0|100
0|2021-11-16|9779.0|0|12794.0|0|108.0|0|0.0|100
0|2021-11-17|9933.0|0|12948.0|0|108.0|0|0.0|100
0|2021-11-18|9933.0|0|12948.0|0|108.0|0|0.0|100
0|2021-11-19|10132.0|0|13147.0|0|109.0|0|0.0|100
0|2021-11-20|10132.0|0|13147.0|0|109.0|0|0.0|100
0|2021-11-21|10132.0|0|13147.0|0|109.0|0|0.0|100
0|2021-11-22|10308.0|0|13323.0|0|109.0|0|0.0|100
0|2021-11-23|10308.0|0|13323.0|0|109.0|0|0.0|100
0|2021-11-24|10490.0|0|13505.0|0|111.0|0|0.0|100
0|2021-11-25|10490.0|0|13505.0|0|111.0|0|0.0|100
0|2021-11-26|10490.0|0|13505.0|0|111.0|0|0.0|100
0|2021-11-27|10490.0|0|13505.0|0|111.0|0|0.0|100
0|2021-11-28|10490.0|0|13505.0|0|111.0|0|0.0|100
0|2021-11-29|10739.0|0|13754.0|0|113.0|0|0.0|100
0|2021-11-30|10739.0|0|13754.0|0|113.0|0|0.0|100
0|2021-12-01|10907.0|0|13922.0|0|118.0|0|0.0|100
0|2021-12-02|10907.0|0|13922.0|0|118.0|0|0.0|100
0|2021-12-03|11084.0|0|14099.0|0|119.0|0|0.0|100
0|2021-12-04|11084.0|0|14099.0|0|119.0|0|0.0|100
0|2021-12-05|11084.0|0|14099.0|0|119.0|0|0.0|100
0|2021-12-06|11217.0|0|14232.0|0|120.0|0|0.0|100
0|2021-12-07|11217.0|0|14232.0|0|120.0|0|0.0|100
0|2021-12-08|11369.0|0|14384.0|0|127.0|0|0.0|100
0|2021-12-09|11369.0|0|14384.0|0|127.0|0|0.0|100
0|2021-12-10|11501.0|0|14516.0|0|127.0|0|0.0|100
0|2021-12-11|11501.0|0|14516.0|0|127.0|0|0.0|100
0|2021-12-12|11501.0|0|14516.0|0|127.0|0|0.0|100
0|2021-12-13|11602.0|0|14617.0|0|131.0|0|0.0|100
0|2021-12-14|11602.0|0|14617.0|0|131.0|0|0.0|100
0|2021-12-15|11693.0|0|14708.0|0|132.0|0|0.0|100
0|2021-12-16|11693.0|0|14708.0|0|132.0|0|0.0|100
0|2021-12-17|11785.0|0|14800.0|0|134.0|0|0.0|100
0|2021-12-18|11785.0|0|14800.0|0|134.0|0|0.0|100
0|2021-12-19|11785.0|0|14800.0|0|134.0|0|0.0|100
0|2021-12-20|11869.0|0|14884.0|0|135.0|0|0.0|100
0|2021-12-21|11869.0|0|14884.0|0|135.0|0|0.0|100
0|2021-12-22|11937.0|0|14952.0|0|137.0|0|0.0|100
0|2021-12-23|11937.0|0|14952.0|0|137.0|0|0.0|100
0|2021-12-24|11937.0|0|14952.0|0|137.0|0|0.0|100
0|2021-12-25|11937.0|0|14952.0|0|137.0|0|0.0|100
0|2021-12-26|11937.0|0|14952.0|0|137.0|0|0.0|100
0|2021-12-27|12063.0|0|15078.0|0|139.0|0|0.0|100
0|2021-12-28|12063.0|0|15078.0|0|139.0|0|0.0|100
0|2021-12-29|12174.0|0|15189.0|0|143.0|0|0.0|100
0|2021-12-30|12174.0|0|15189.0|0|143.0|0|0.0|100
0|2021-12-31|12174.0|0|15189.0|0|143.0|0|0.0|100
0|2022-01-01|12174.0|0|15189.0|0|143.0|0|0.0|100
0|2022-01-02|12174.0|0|15189.0|0|143.0|0|0.0|100
0|2022-01-03|12403.0|0|15418.0|0|143.0|0|0.0|100
0|2022-01-04|12403.0|0|15418.0|0|143.0|0|0.0|100
0|2022-01-05|12525.0|0|15540.0|0|145.0|0|0.0|100
0|2022-01-06|12525.0|0|15540.0|0|145.0|0|0.0|100
0|2022-01-07|12726.0|0|15741.0|0|145.0|0|0.0|100
0|2022-01-08|12726.0|0|15741.0|0|145.0|0|0.0|100
0|2022-01-09|12726.0|0|15741.0|0|145.0|0|0.0|100
0|2022-01-10|12926.0|0|15941.0|0|145.0|0|0.0|100
0|2022-01-11|12926.0|0|15941.0|0|145.0|0|0.0|100
0|2022-01-12|13131.0|0|16146.0|0|147.0|0|0.0|100
0|2022-01-13|13131.0|0|16146.0|0|147.0|0|0.0|100
0|2022-01-14|13351.0|0|16366.0|0|148.0|0|0.0|100
0|2022-01-15|13351.0|0|16366.0|0|148.0|0|0.0|100
0|2022-01-16|13351.0|0|16366.0|0|148.0|0|0.0|100
0|2022-01-17|13351.0|0|0.0|100|148.0|0|0.0|100
