|dates|Bryan_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bryan_Georgia_UnitedStates.NYT_ConfirmedCases.data|Bryan_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Bryan_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bryan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6223.0|0|6272.0|0|63.0|0|0.0|100
0|2021-10-18|6229.0|0|6271.0|0|64.0|0|0.0|100
0|2021-10-19|6231.0|0|6273.0|0|66.0|0|0.0|100
0|2021-10-20|6235.0|0|6277.0|0|66.0|0|0.0|100
0|2021-10-21|6236.0|0|6278.0|0|66.0|0|0.0|100
0|2021-10-22|6239.0|0|6281.0|0|66.0|0|0.0|100
0|2021-10-23|6239.0|0|6281.0|0|66.0|0|0.0|100
0|2021-10-24|6239.0|0|6281.0|0|66.0|0|0.0|100
0|2021-10-25|6246.0|0|6261.0|0|67.0|0|0.0|100
0|2021-10-26|6246.0|0|6261.0|0|66.0|0|0.0|100
0|2021-10-27|6252.0|0|6267.0|0|66.0|0|0.0|100
0|2021-10-28|6253.0|0|6268.0|0|67.0|0|0.0|100
0|2021-10-29|6257.0|0|6272.0|0|67.0|0|0.0|100
0|2021-10-30|6257.0|0|6272.0|0|67.0|0|0.0|100
0|2021-10-31|6257.0|0|6272.0|0|67.0|0|0.0|100
0|2021-11-01|6262.0|0|6277.0|0|69.0|0|0.0|100
0|2021-11-02|6270.0|0|6285.0|0|70.0|0|0.0|100
0|2021-11-03|6273.0|0|6288.0|0|70.0|0|0.0|100
0|2021-11-04|6282.0|0|6297.0|0|71.0|0|0.0|100
0|2021-11-05|6288.0|0|6303.0|0|71.0|0|0.0|100
0|2021-11-06|6288.0|0|6303.0|0|71.0|0|0.0|100
0|2021-11-07|6288.0|0|6303.0|0|71.0|0|0.0|100
0|2021-11-08|6288.0|0|6303.0|0|71.0|0|0.0|100
0|2021-11-09|6300.0|0|6315.0|0|72.0|0|0.0|100
0|2021-11-10|6300.0|0|6320.0|0|72.0|0|0.0|100
0|2021-11-11|6305.0|0|6320.0|0|72.0|0|0.0|100
0|2021-11-12|6310.0|0|6325.0|0|72.0|0|0.0|100
0|2021-11-13|6310.0|0|6325.0|0|72.0|0|0.0|100
0|2021-11-14|6310.0|0|6325.0|0|72.0|0|0.0|100
0|2021-11-15|6312.0|0|6329.0|0|72.0|0|0.0|100
0|2021-11-16|6315.0|0|6332.0|0|72.0|0|0.0|100
0|2021-11-17|6313.0|0|6330.0|0|72.0|0|0.0|100
0|2021-11-18|6315.0|0|6332.0|0|72.0|0|0.0|100
0|2021-11-19|6318.0|0|6335.0|0|72.0|0|0.0|100
0|2021-11-20|6318.0|0|6335.0|0|72.0|0|0.0|100
0|2021-11-21|6318.0|0|6335.0|0|72.0|0|0.0|100
0|2021-11-22|6325.0|0|6343.0|0|74.0|0|0.0|100
0|2021-11-23|6327.0|0|6345.0|0|76.0|0|0.0|100
0|2021-11-24|6328.0|0|6346.0|0|76.0|0|0.0|100
0|2021-11-25|6328.0|0|6346.0|0|76.0|0|0.0|100
0|2021-11-26|6328.0|0|6346.0|0|76.0|0|0.0|100
0|2021-11-27|6328.0|0|6346.0|0|76.0|0|0.0|100
0|2021-11-28|6328.0|0|6346.0|0|76.0|0|0.0|100
0|2021-11-29|6340.0|0|6358.0|0|76.0|0|0.0|100
0|2021-11-30|6341.0|0|6360.0|0|76.0|0|0.0|100
0|2021-12-01|6341.0|0|6360.0|0|75.0|0|0.0|100
0|2021-12-02|6341.0|0|6366.0|0|75.0|0|0.0|100
0|2021-12-03|6349.0|0|6368.0|0|75.0|0|0.0|100
0|2021-12-04|6349.0|0|6368.0|0|75.0|0|0.0|100
0|2021-12-05|6349.0|0|6368.0|0|75.0|0|0.0|100
0|2021-12-06|6353.0|0|6372.0|0|75.0|0|0.0|100
0|2021-12-07|6357.0|0|6376.0|0|75.0|0|0.0|100
0|2021-12-08|6361.0|0|6380.0|0|75.0|0|0.0|100
0|2021-12-09|6372.0|0|6391.0|0|75.0|0|0.0|100
0|2021-12-10|6378.0|0|6397.0|0|75.0|0|0.0|100
0|2021-12-11|6378.0|0|6397.0|0|75.0|0|0.0|100
0|2021-12-12|6378.0|0|6397.0|0|75.0|0|0.0|100
0|2021-12-13|6386.0|0|6405.0|0|75.0|0|0.0|100
0|2021-12-14|6386.0|0|6405.0|0|75.0|0|0.0|100
0|2021-12-15|6391.0|0|6410.0|0|76.0|0|0.0|100
0|2021-12-16|6396.0|0|6415.0|0|76.0|0|0.0|100
0|2021-12-17|6400.0|0|6419.0|0|76.0|0|0.0|100
0|2021-12-18|6400.0|0|6419.0|0|76.0|0|0.0|100
0|2021-12-19|6400.0|0|6419.0|0|76.0|0|0.0|100
0|2021-12-20|6412.0|0|6433.0|0|76.0|0|0.0|100
0|2021-12-21|6420.0|0|6441.0|0|77.0|0|0.0|100
0|2021-12-22|6423.0|0|6444.0|0|77.0|0|0.0|100
0|2021-12-23|6429.0|0|6450.0|0|77.0|0|0.0|100
0|2021-12-24|6441.0|0|6462.0|0|77.0|0|0.0|100
0|2021-12-25|6441.0|0|6462.0|0|77.0|0|0.0|100
0|2021-12-26|6441.0|0|6462.0|0|77.0|0|0.0|100
0|2021-12-27|6461.0|0|6482.0|0|77.0|0|0.0|100
0|2021-12-28|6469.0|0|6490.0|0|77.0|0|0.0|100
0|2021-12-29|6491.0|0|6512.0|0|76.0|0|0.0|100
0|2021-12-30|6521.0|0|6542.0|0|76.0|0|0.0|100
0|2021-12-31|6543.0|0|6564.0|0|76.0|0|0.0|100
0|2022-01-01|6543.0|0|6564.0|0|76.0|0|0.0|100
0|2022-01-02|6543.0|0|6564.0|0|76.0|0|0.0|100
0|2022-01-03|6543.0|0|6564.0|0|76.0|0|0.0|100
0|2022-01-04|6627.0|0|6648.0|0|76.0|0|0.0|100
0|2022-01-05|6669.0|0|6690.0|0|76.0|0|0.0|100
0|2022-01-06|6669.0|0|6690.0|0|76.0|0|0.0|100
0|2022-01-07|6669.0|0|6690.0|0|76.0|0|0.0|100
0|2022-01-08|6669.0|0|6690.0|0|76.0|0|0.0|100
0|2022-01-09|6669.0|0|6690.0|0|76.0|0|0.0|100
0|2022-01-10|6969.0|0|6990.0|0|77.0|0|0.0|100
0|2022-01-11|7071.0|0|7092.0|0|77.0|0|0.0|100
0|2022-01-12|7115.0|0|7136.0|0|77.0|0|0.0|100
0|2022-01-13|7115.0|0|7225.0|0|77.0|0|0.0|100
0|2022-01-14|7303.0|0|7324.0|0|77.0|0|0.0|100
0|2022-01-15|7303.0|0|7324.0|0|77.0|0|0.0|100
0|2022-01-16|7303.0|0|7324.0|0|77.0|0|0.0|100
0|2022-01-17|7444.0|0|0.0|100|78.0|0|0.0|100
