|dates|Mellette_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Mellette_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Mellette_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Mellette_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Mellette_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Mellette_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Mellette_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Mellette_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|359.0|0|359.0|0|4.0|0|0.0|100
0|2021-12-27|362.0|0|362.0|0|4.0|0|0.0|100
0|2021-12-28|362.0|0|369.0|0|4.0|0|0.0|100
0|2021-12-29|373.0|0|373.0|0|4.0|0|0.0|100
0|2021-12-30|374.0|0|374.0|0|4.0|0|0.0|100
0|2021-12-31|374.0|0|374.0|0|4.0|0|0.0|100
0|2022-01-01|374.0|0|374.0|0|4.0|0|0.0|100
0|2022-01-02|374.0|0|374.0|0|4.0|0|0.0|100
0|2022-01-03|375.0|0|375.0|0|4.0|0|0.0|100
0|2022-01-04|391.0|0|391.0|0|4.0|0|0.0|100
0|2022-01-05|393.0|0|393.0|0|4.0|0|0.0|100
0|2022-01-06|398.0|0|398.0|0|4.0|0|0.0|100
0|2022-01-07|399.0|0|399.0|0|4.0|0|0.0|100
0|2022-01-08|399.0|0|399.0|0|4.0|0|0.0|100
0|2022-01-09|399.0|0|399.0|0|4.0|0|0.0|100
0|2022-01-10|401.0|0|401.0|0|4.0|0|0.0|100
0|2022-01-11|405.0|0|405.0|0|4.0|0|0.0|100
0|2022-01-12|411.0|0|411.0|0|4.0|0|0.0|100
0|2022-01-13|411.0|0|411.0|0|4.0|0|0.0|100
0|2022-01-14|411.0|0|416.0|0|4.0|0|0.0|100
0|2022-01-15|416.0|0|416.0|0|5.0|0|0.0|100
0|2022-01-16|416.0|0|416.0|0|5.0|0|0.0|100
0|2022-01-17|416.0|0|0.0|100|5.0|0|0.0|100
