|dates|SanSaba_Texas_UnitedStates.JHU_ConfirmedCases.data|SanSaba_Texas_UnitedStates.JHU_ConfirmedCases.missing|SanSaba_Texas_UnitedStates.NYT_ConfirmedCases.data|SanSaba_Texas_UnitedStates.NYT_ConfirmedCases.missing|SanSaba_Texas_UnitedStates.JHU_ConfirmedDeaths.data|SanSaba_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|SanSaba_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|SanSaba_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|1005.0|0|1005.0|0|29.0|0|0.0|100
0|2021-12-08|1005.0|0|1005.0|0|29.0|0|0.0|100
0|2021-12-09|1005.0|0|1005.0|0|29.0|0|0.0|100
0|2021-12-10|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-11|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-12|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-13|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-14|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-15|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-16|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-17|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-18|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-19|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-20|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-21|1006.0|0|1006.0|0|29.0|0|0.0|100
0|2021-12-22|1007.0|0|1007.0|0|29.0|0|0.0|100
0|2021-12-23|1008.0|0|1008.0|0|29.0|0|0.0|100
0|2021-12-24|1008.0|0|1008.0|0|29.0|0|0.0|100
0|2021-12-25|1008.0|0|1008.0|0|29.0|0|0.0|100
0|2021-12-26|1008.0|0|1008.0|0|29.0|0|0.0|100
0|2021-12-27|1009.0|0|1009.0|0|29.0|0|0.0|100
0|2021-12-28|1009.0|0|1009.0|0|29.0|0|0.0|100
0|2021-12-29|1009.0|0|1009.0|0|29.0|0|0.0|100
0|2021-12-30|1009.0|0|1009.0|0|29.0|0|0.0|100
0|2021-12-31|1009.0|0|1009.0|0|29.0|0|0.0|100
0|2022-01-01|1009.0|0|1009.0|0|29.0|0|0.0|100
0|2022-01-02|1009.0|0|1009.0|0|29.0|0|0.0|100
0|2022-01-03|1013.0|0|1013.0|0|29.0|0|0.0|100
0|2022-01-04|1017.0|0|1017.0|0|29.0|0|0.0|100
0|2022-01-05|1018.0|0|1018.0|0|29.0|0|0.0|100
0|2022-01-06|1026.0|0|1026.0|0|29.0|0|0.0|100
0|2022-01-07|1030.0|0|1030.0|0|29.0|0|0.0|100
0|2022-01-08|1030.0|0|1034.0|0|29.0|0|0.0|100
0|2022-01-09|1040.0|0|1040.0|0|29.0|0|0.0|100
0|2022-01-10|1043.0|0|1043.0|0|29.0|0|0.0|100
0|2022-01-11|1048.0|0|1048.0|0|29.0|0|0.0|100
0|2022-01-12|1056.0|0|1056.0|0|29.0|0|0.0|100
0|2022-01-13|1056.0|0|1061.0|0|29.0|0|0.0|100
0|2022-01-14|1061.0|0|1059.0|0|29.0|0|0.0|100
0|2022-01-15|1068.0|0|1068.0|0|29.0|0|0.0|100
0|2022-01-16|1068.0|0|1068.0|0|29.0|0|0.0|100
0|2022-01-17|1080.0|0|0.0|100|29.0|0|0.0|100
