|dates|SanSaba_Texas_UnitedStates.JHU_ConfirmedCases.data|SanSaba_Texas_UnitedStates.JHU_ConfirmedCases.missing|SanSaba_Texas_UnitedStates.NYT_ConfirmedCases.data|SanSaba_Texas_UnitedStates.NYT_ConfirmedCases.missing|SanSaba_Texas_UnitedStates.JHU_ConfirmedDeaths.data|SanSaba_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|SanSaba_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|SanSaba_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|990.0|0|990.0|0|27.0|0|0.0|100
0|2021-10-18|991.0|0|991.0|0|27.0|0|0.0|100
0|2021-10-19|991.0|0|991.0|0|27.0|0|0.0|100
0|2021-10-20|992.0|0|992.0|0|27.0|0|0.0|100
0|2021-10-21|993.0|0|993.0|0|27.0|0|0.0|100
0|2021-10-22|993.0|0|993.0|0|27.0|0|0.0|100
0|2021-10-23|994.0|0|994.0|0|27.0|0|0.0|100
0|2021-10-24|994.0|0|994.0|0|27.0|0|0.0|100
0|2021-10-25|994.0|0|994.0|0|27.0|0|0.0|100
0|2021-10-26|995.0|0|995.0|0|27.0|0|0.0|100
0|2021-10-27|997.0|0|997.0|0|27.0|0|0.0|100
0|2021-10-28|997.0|0|997.0|0|27.0|0|0.0|100
0|2021-10-29|998.0|0|998.0|0|27.0|0|0.0|100
0|2021-10-30|998.0|0|998.0|0|27.0|0|0.0|100
0|2021-10-31|998.0|0|998.0|0|27.0|0|0.0|100
0|2021-11-01|999.0|0|999.0|0|27.0|0|0.0|100
0|2021-11-02|998.0|0|998.0|0|27.0|0|0.0|100
0|2021-11-03|996.0|0|996.0|0|27.0|0|0.0|100
0|2021-11-04|996.0|0|996.0|0|27.0|0|0.0|100
0|2021-11-05|996.0|0|996.0|0|27.0|0|0.0|100
0|2021-11-06|987.0|0|987.0|0|27.0|0|0.0|100
0|2021-11-07|987.0|0|987.0|0|27.0|0|0.0|100
0|2021-11-08|988.0|0|988.0|0|27.0|0|0.0|100
0|2021-11-09|988.0|0|988.0|0|27.0|0|0.0|100
0|2021-11-10|988.0|0|988.0|0|27.0|0|0.0|100
0|2021-11-11|993.0|0|993.0|0|27.0|0|0.0|100
0|2021-11-12|995.0|0|995.0|0|27.0|0|0.0|100
0|2021-11-13|995.0|0|995.0|0|28.0|0|0.0|100
0|2021-11-14|995.0|0|995.0|0|28.0|0|0.0|100
0|2021-11-15|995.0|0|995.0|0|28.0|0|0.0|100
0|2021-11-16|995.0|0|995.0|0|28.0|0|0.0|100
0|2021-11-17|995.0|0|995.0|0|28.0|0|0.0|100
0|2021-11-18|997.0|0|997.0|0|28.0|0|0.0|100
0|2021-11-19|997.0|0|997.0|0|28.0|0|0.0|100
0|2021-11-20|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-21|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-22|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-23|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-24|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-25|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-26|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-27|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-28|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-29|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-11-30|996.0|0|996.0|0|28.0|0|0.0|100
0|2021-12-01|996.0|0|996.0|0|29.0|0|0.0|100
0|2021-12-02|996.0|0|996.0|0|29.0|0|0.0|100
0|2021-12-03|1002.0|0|1002.0|0|29.0|0|0.0|100
0|2021-12-04|1005.0|0|1005.0|0|29.0|0|0.0|100
0|2021-12-05|1005.0|0|1005.0|0|29.0|0|0.0|100
0|2021-12-06|1005.0|0|1005.0|0|29.0|0|0.0|100
