|dates|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Marquette_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Marquette_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2218.0|0|2218.0|0|32.0|0|0.0|100
0|2021-10-18|2230.0|0|2230.0|0|32.0|0|0.0|100
0|2021-10-19|2240.0|0|2240.0|0|32.0|0|0.0|100
0|2021-10-20|2248.0|0|2248.0|0|32.0|0|0.0|100
0|2021-10-21|2262.0|0|2262.0|0|32.0|0|0.0|100
0|2021-10-22|2279.0|0|2279.0|0|33.0|0|0.0|100
0|2021-10-23|2279.0|0|2279.0|0|33.0|0|0.0|100
0|2021-10-24|2279.0|0|2279.0|0|33.0|0|0.0|100
0|2021-10-25|2295.0|0|2295.0|0|33.0|0|0.0|100
0|2021-10-26|2304.0|0|2304.0|0|33.0|0|0.0|100
0|2021-10-27|2318.0|0|2318.0|0|34.0|0|0.0|100
0|2021-10-28|2323.0|0|2323.0|0|35.0|0|0.0|100
0|2021-10-29|2334.0|0|2334.0|0|35.0|0|0.0|100
0|2021-10-30|2334.0|0|2334.0|0|35.0|0|0.0|100
0|2021-10-31|2334.0|0|2334.0|0|35.0|0|0.0|100
0|2021-11-01|2359.0|0|2359.0|0|35.0|0|0.0|100
0|2021-11-02|2363.0|0|2363.0|0|35.0|0|0.0|100
0|2021-11-03|2375.0|0|2375.0|0|35.0|0|0.0|100
0|2021-11-04|2389.0|0|2389.0|0|35.0|0|0.0|100
0|2021-11-05|2397.0|0|2397.0|0|35.0|0|0.0|100
0|2021-11-06|2397.0|0|2397.0|0|35.0|0|0.0|100
0|2021-11-07|2397.0|0|2397.0|0|35.0|0|0.0|100
0|2021-11-08|2443.0|0|2443.0|0|36.0|0|0.0|100
0|2021-11-09|2458.0|0|2458.0|0|37.0|0|0.0|100
0|2021-11-10|2458.0|0|2488.0|0|37.0|0|0.0|100
0|2021-11-11|2506.0|0|2506.0|0|35.0|0|0.0|100
0|2021-11-12|2512.0|0|2512.0|0|35.0|0|0.0|100
0|2021-11-13|2512.0|0|2512.0|0|35.0|0|0.0|100
0|2021-11-14|2512.0|0|2512.0|0|35.0|0|0.0|100
0|2021-11-15|2529.0|0|2529.0|0|35.0|0|0.0|100
0|2021-11-16|2529.0|0|2529.0|0|35.0|0|0.0|100
0|2021-11-17|2531.0|0|2531.0|0|37.0|0|0.0|100
0|2021-11-18|2546.0|0|2546.0|0|37.0|0|0.0|100
0|2021-11-19|2552.0|0|2552.0|0|37.0|0|0.0|100
0|2021-11-20|2552.0|0|2552.0|0|37.0|0|0.0|100
0|2021-11-21|2552.0|0|2552.0|0|37.0|0|0.0|100
0|2021-11-22|2570.0|0|2570.0|0|37.0|0|0.0|100
0|2021-11-23|2573.0|0|2573.0|0|37.0|0|0.0|100
0|2021-11-24|2586.0|0|2586.0|0|37.0|0|0.0|100
0|2021-11-25|2599.0|0|2599.0|0|37.0|0|0.0|100
0|2021-11-26|2599.0|0|2599.0|0|37.0|0|0.0|100
0|2021-11-27|2599.0|0|2599.0|0|37.0|0|0.0|100
0|2021-11-28|2599.0|0|2599.0|0|37.0|0|0.0|100
0|2021-11-29|2615.0|0|2615.0|0|37.0|0|0.0|100
0|2021-11-30|2629.0|0|2629.0|0|37.0|0|0.0|100
0|2021-12-01|2642.0|0|2642.0|0|37.0|0|0.0|100
0|2021-12-02|2658.0|0|2658.0|0|37.0|0|0.0|100
0|2021-12-03|2672.0|0|2672.0|0|37.0|0|0.0|100
0|2021-12-04|2672.0|0|2672.0|0|37.0|0|0.0|100
0|2021-12-05|2672.0|0|2672.0|0|37.0|0|0.0|100
0|2021-12-06|2672.0|0|2672.0|0|37.0|0|0.0|100
0|2021-12-07|2672.0|0|2672.0|0|37.0|0|0.0|100
0|2021-12-08|2707.0|0|2707.0|0|38.0|0|0.0|100
0|2021-12-09|2720.0|0|2720.0|0|38.0|0|0.0|100
0|2021-12-10|2745.0|0|2745.0|0|38.0|0|0.0|100
0|2021-12-11|2745.0|0|2745.0|0|38.0|0|0.0|100
0|2021-12-12|2745.0|0|2745.0|0|38.0|0|0.0|100
0|2021-12-13|2771.0|0|2771.0|0|38.0|0|0.0|100
0|2021-12-14|2771.0|0|2773.0|0|38.0|0|0.0|100
0|2021-12-15|2785.0|0|2785.0|0|38.0|0|0.0|100
0|2021-12-16|2795.0|0|2795.0|0|38.0|0|0.0|100
0|2021-12-17|2804.0|0|2804.0|0|38.0|0|0.0|100
0|2021-12-18|2804.0|0|2804.0|0|38.0|0|0.0|100
0|2021-12-19|2804.0|0|2804.0|0|38.0|0|0.0|100
0|2021-12-20|2820.0|0|2820.0|0|38.0|0|0.0|100
0|2021-12-21|2823.0|0|2823.0|0|38.0|0|0.0|100
0|2021-12-22|2827.0|0|2827.0|0|38.0|0|0.0|100
0|2021-12-23|2840.0|0|2840.0|0|38.0|0|0.0|100
0|2021-12-24|2852.0|0|2852.0|0|38.0|0|0.0|100
0|2021-12-25|2852.0|0|2852.0|0|38.0|0|0.0|100
0|2021-12-26|2852.0|0|2852.0|0|38.0|0|0.0|100
0|2021-12-27|2862.0|0|2862.0|0|38.0|0|0.0|100
0|2021-12-28|2870.0|0|2870.0|0|38.0|0|0.0|100
0|2021-12-29|2882.0|0|2882.0|0|39.0|0|0.0|100
0|2021-12-30|2901.0|0|2901.0|0|39.0|0|0.0|100
0|2021-12-31|2904.0|0|2904.0|0|39.0|0|0.0|100
0|2022-01-01|2904.0|0|2904.0|0|39.0|0|0.0|100
0|2022-01-02|2904.0|0|2904.0|0|39.0|0|0.0|100
0|2022-01-03|2935.0|0|2935.0|0|39.0|0|0.0|100
0|2022-01-04|2935.0|0|2943.0|0|39.0|0|0.0|100
0|2022-01-05|2973.0|0|2973.0|0|41.0|0|0.0|100
0|2022-01-06|3008.0|0|3008.0|0|41.0|0|0.0|100
0|2022-01-07|3044.0|0|3044.0|0|41.0|0|0.0|100
0|2022-01-08|3044.0|0|3044.0|0|41.0|0|0.0|100
0|2022-01-09|3044.0|0|3044.0|0|41.0|0|0.0|100
0|2022-01-10|3105.0|0|3105.0|0|41.0|0|0.0|100
0|2022-01-11|3128.0|0|3128.0|0|41.0|0|0.0|100
0|2022-01-12|3170.0|0|3170.0|0|41.0|0|0.0|100
0|2022-01-13|3170.0|0|3211.0|0|41.0|0|0.0|100
0|2022-01-14|3251.0|0|3251.0|0|42.0|0|0.0|100
0|2022-01-15|3251.0|0|3251.0|0|42.0|0|0.0|100
0|2022-01-16|3251.0|0|3251.0|0|42.0|0|0.0|100
0|2022-01-17|3306.0|0|0.0|100|43.0|0|0.0|100
