|dates|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greenville_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Greenville_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|114621.0|0|114621.0|0|1565.0|0|0.0|100
0|2022-01-04|118977.0|0|118977.0|0|1571.0|0|0.0|100
0|2022-01-05|118977.0|0|119687.0|0|1571.0|0|0.0|100
0|2022-01-06|121769.0|0|121769.0|0|1579.0|0|0.0|100
0|2022-01-07|123333.0|0|123333.0|0|1579.0|0|0.0|100
0|2022-01-08|123333.0|0|123333.0|0|1579.0|0|0.0|100
0|2022-01-09|123333.0|0|123333.0|0|1579.0|0|0.0|100
0|2022-01-10|128738.0|0|128738.0|0|1582.0|0|0.0|100
0|2022-01-11|129795.0|0|129795.0|0|1582.0|0|0.0|100
0|2022-01-12|131064.0|0|131064.0|0|1589.0|0|0.0|100
0|2022-01-13|131064.0|0|132731.0|0|1589.0|0|0.0|100
0|2022-01-14|135501.0|0|135501.0|0|1601.0|0|0.0|100
0|2022-01-15|135501.0|0|135501.0|0|1601.0|0|0.0|100
0|2022-01-16|135501.0|0|135501.0|0|1601.0|0|0.0|100
0|2022-01-17|135501.0|0|0.0|100|1601.0|0|0.0|100
