|dates|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greenville_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Greenville_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|103291.0|0|103291.0|0|1373.0|0|0.0|100
0|2021-10-18|103736.0|0|103736.0|0|1388.0|0|0.0|100
0|2021-10-19|103841.0|0|103841.0|0|1388.0|0|0.0|100
0|2021-10-20|103961.0|0|103961.0|0|1393.0|0|0.0|100
0|2021-10-21|104068.0|0|104068.0|0|1401.0|0|0.0|100
0|2021-10-22|104206.0|0|104206.0|0|1406.0|0|0.0|100
0|2021-10-23|104206.0|0|104206.0|0|1406.0|0|0.0|100
0|2021-10-24|104206.0|0|104206.0|0|1406.0|0|0.0|100
0|2021-10-25|104577.0|0|104577.0|0|1419.0|0|0.0|100
0|2021-10-26|104667.0|0|104667.0|0|1419.0|0|0.0|100
0|2021-10-27|104746.0|0|104746.0|0|1420.0|0|0.0|100
0|2021-10-28|104862.0|0|104862.0|0|1432.0|0|0.0|100
0|2021-10-29|105019.0|0|105019.0|0|1441.0|0|0.0|100
0|2021-10-30|105019.0|0|105019.0|0|1441.0|0|0.0|100
0|2021-10-31|105019.0|0|105019.0|0|1441.0|0|0.0|100
0|2021-11-01|105335.0|0|105335.0|0|1445.0|0|0.0|100
0|2021-11-02|105394.0|0|105394.0|0|1446.0|0|0.0|100
0|2021-11-03|105461.0|0|105461.0|0|1451.0|0|0.0|100
0|2021-11-04|105562.0|0|105562.0|0|1456.0|0|0.0|100
0|2021-11-05|105684.0|0|105684.0|0|1456.0|0|0.0|100
0|2021-11-06|105684.0|0|105684.0|0|1456.0|0|0.0|100
0|2021-11-07|105684.0|0|105684.0|0|1456.0|0|0.0|100
0|2021-11-08|105922.0|0|105922.0|0|1464.0|0|0.0|100
0|2021-11-09|105996.0|0|105996.0|0|1464.0|0|0.0|100
0|2021-11-10|105996.0|0|106066.0|0|1464.0|0|0.0|100
0|2021-11-11|106066.0|0|106066.0|0|1466.0|0|0.0|100
0|2021-11-12|106302.0|0|106302.0|0|1474.0|0|0.0|100
0|2021-11-13|106302.0|0|106302.0|0|1474.0|0|0.0|100
0|2021-11-14|106302.0|0|106302.0|0|1474.0|0|0.0|100
0|2021-11-15|106556.0|0|106556.0|0|1487.0|0|0.0|100
0|2021-11-16|106619.0|0|106619.0|0|1488.0|0|0.0|100
0|2021-11-17|106670.0|0|106670.0|0|1489.0|0|0.0|100
0|2021-11-18|106768.0|0|106768.0|0|1497.0|0|0.0|100
0|2021-11-19|106890.0|0|106890.0|0|1501.0|0|0.0|100
0|2021-11-20|106890.0|0|106890.0|0|1501.0|0|0.0|100
0|2021-11-21|106890.0|0|106890.0|0|1501.0|0|0.0|100
0|2021-11-22|107169.0|0|107169.0|0|1509.0|0|0.0|100
0|2021-11-23|107241.0|0|107241.0|0|1510.0|0|0.0|100
0|2021-11-24|107296.0|0|107296.0|0|1510.0|0|0.0|100
0|2021-11-25|107296.0|0|107296.0|0|1510.0|0|0.0|100
0|2021-11-26|107387.0|0|107386.0|0|1514.0|0|0.0|100
0|2021-11-27|107387.0|0|107386.0|0|1514.0|0|0.0|100
0|2021-11-28|107387.0|0|107386.0|0|1514.0|0|0.0|100
0|2021-11-29|107669.0|0|107669.0|0|1517.0|0|0.0|100
0|2021-11-30|107730.0|0|107730.0|0|1517.0|0|0.0|100
0|2021-12-01|107810.0|0|107810.0|0|1518.0|0|0.0|100
0|2021-12-02|107942.0|0|107942.0|0|1524.0|0|0.0|100
0|2021-12-03|108113.0|0|108113.0|0|1524.0|0|0.0|100
0|2021-12-04|108113.0|0|108113.0|0|1524.0|0|0.0|100
0|2021-12-05|108113.0|0|108113.0|0|1524.0|0|0.0|100
0|2021-12-06|108497.0|0|108497.0|0|1527.0|0|0.0|100
0|2021-12-07|108588.0|0|108588.0|0|1529.0|0|0.0|100
0|2021-12-08|108705.0|0|108705.0|0|1530.0|0|0.0|100
0|2021-12-09|108855.0|0|108855.0|0|1530.0|0|0.0|100
0|2021-12-10|109023.0|0|109023.0|0|1535.0|0|0.0|100
0|2021-12-11|109023.0|0|109023.0|0|1535.0|0|0.0|100
0|2021-12-12|109023.0|0|109023.0|0|1535.0|0|0.0|100
0|2021-12-13|109359.0|0|109359.0|0|1542.0|0|0.0|100
0|2021-12-14|109359.0|0|109462.0|0|1542.0|0|0.0|100
0|2021-12-15|109573.0|0|109573.0|0|1543.0|0|0.0|100
0|2021-12-16|109710.0|0|109710.0|0|1546.0|0|0.0|100
0|2021-12-17|109877.0|0|109877.0|0|1547.0|0|0.0|100
0|2021-12-18|109877.0|0|109877.0|0|1547.0|0|0.0|100
0|2021-12-19|109877.0|0|109877.0|0|1547.0|0|0.0|100
0|2021-12-20|110336.0|0|110336.0|0|1553.0|0|0.0|100
0|2021-12-21|110456.0|0|110456.0|0|1555.0|0|0.0|100
0|2021-12-22|110588.0|0|110588.0|0|1555.0|0|0.0|100
0|2021-12-23|110808.0|0|110808.0|0|1558.0|0|0.0|100
0|2021-12-24|110808.0|0|110808.0|0|1558.0|0|0.0|100
0|2021-12-25|110808.0|0|110808.0|0|1558.0|0|0.0|100
0|2021-12-26|110808.0|0|110808.0|0|1558.0|0|0.0|100
0|2021-12-27|110808.0|0|110808.0|0|1558.0|0|0.0|100
0|2021-12-28|110808.0|0|110808.0|0|1558.0|0|0.0|100
0|2021-12-29|112757.0|0|112757.0|0|1564.0|0|0.0|100
0|2021-12-30|113552.0|0|113552.0|0|1564.0|0|0.0|100
0|2021-12-31|114621.0|0|114621.0|0|1565.0|0|0.0|100
0|2022-01-01|114621.0|0|114621.0|0|1565.0|0|0.0|100
0|2022-01-02|114621.0|0|114621.0|0|1565.0|0|0.0|100
