|dates|Dearborn_Indiana_UnitedStates.JHU_ConfirmedCases.data|Dearborn_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Dearborn_Indiana_UnitedStates.NYT_ConfirmedCases.data|Dearborn_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Dearborn_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Dearborn_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Dearborn_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Dearborn_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8154.0|0|8164.0|0|92.0|0|0.0|100
0|2021-10-18|8170.0|0|8180.0|0|93.0|0|0.0|100
0|2021-10-19|8181.0|0|8191.0|0|93.0|0|0.0|100
0|2021-10-20|8198.0|0|8208.0|0|93.0|0|0.0|100
0|2021-10-21|8208.0|0|8218.0|0|93.0|0|0.0|100
0|2021-10-22|8223.0|0|8233.0|0|93.0|0|0.0|100
0|2021-10-23|8223.0|0|8233.0|0|93.0|0|0.0|100
0|2021-10-24|8223.0|0|8233.0|0|93.0|0|0.0|100
0|2021-10-25|8234.0|0|8245.0|0|93.0|0|0.0|100
0|2021-10-26|8247.0|0|8258.0|0|93.0|0|0.0|100
0|2021-10-27|8257.0|0|8269.0|0|95.0|0|0.0|100
0|2021-10-28|8277.0|0|8289.0|0|96.0|0|0.0|100
0|2021-10-29|8292.0|0|8304.0|0|96.0|0|0.0|100
0|2021-10-30|8292.0|0|8304.0|0|96.0|0|0.0|100
0|2021-10-31|8292.0|0|8304.0|0|96.0|0|0.0|100
0|2021-11-01|8317.0|0|8329.0|0|96.0|0|0.0|100
0|2021-11-02|8326.0|0|8338.0|0|96.0|0|0.0|100
0|2021-11-03|8347.0|0|8359.0|0|97.0|0|0.0|100
0|2021-11-04|8359.0|0|8371.0|0|97.0|0|0.0|100
0|2021-11-05|8372.0|0|8384.0|0|97.0|0|0.0|100
0|2021-11-06|8372.0|0|8384.0|0|97.0|0|0.0|100
0|2021-11-07|8372.0|0|8384.0|0|97.0|0|0.0|100
0|2021-11-08|8395.0|0|8407.0|0|97.0|0|0.0|100
0|2021-11-09|8418.0|0|8430.0|0|98.0|0|0.0|100
0|2021-11-10|8418.0|0|8444.0|0|98.0|0|0.0|100
0|2021-11-11|8480.0|0|8492.0|0|98.0|0|0.0|100
0|2021-11-12|8499.0|0|8511.0|0|98.0|0|0.0|100
0|2021-11-13|8499.0|0|8511.0|0|98.0|0|0.0|100
0|2021-11-14|8499.0|0|8511.0|0|98.0|0|0.0|100
0|2021-11-15|8517.0|0|8529.0|0|98.0|0|0.0|100
0|2021-11-16|8560.0|0|8572.0|0|98.0|0|0.0|100
0|2021-11-17|8584.0|0|8596.0|0|98.0|0|0.0|100
0|2021-11-18|8608.0|0|8620.0|0|98.0|0|0.0|100
0|2021-11-19|8641.0|0|8653.0|0|98.0|0|0.0|100
0|2021-11-20|8641.0|0|8653.0|0|98.0|0|0.0|100
0|2021-11-21|8641.0|0|8653.0|0|98.0|0|0.0|100
0|2021-11-22|8691.0|0|8704.0|0|98.0|0|0.0|100
0|2021-11-23|8719.0|0|8732.0|0|98.0|0|0.0|100
0|2021-11-24|8757.0|0|8770.0|0|98.0|0|0.0|100
0|2021-11-25|8757.0|0|8770.0|0|98.0|0|0.0|100
0|2021-11-26|8757.0|0|8770.0|0|98.0|0|0.0|100
0|2021-11-27|8757.0|0|8770.0|0|98.0|0|0.0|100
0|2021-11-28|8757.0|0|8770.0|0|98.0|0|0.0|100
0|2021-11-29|8817.0|0|8830.0|0|99.0|0|0.0|100
0|2021-11-30|8866.0|0|8879.0|0|100.0|0|0.0|100
0|2021-12-01|8900.0|0|8913.0|0|100.0|0|0.0|100
0|2021-12-02|8900.0|0|8936.0|0|100.0|0|0.0|100
0|2021-12-03|8970.0|0|8983.0|0|100.0|0|0.0|100
0|2021-12-04|8970.0|0|8983.0|0|100.0|0|0.0|100
0|2021-12-05|8970.0|0|8983.0|0|100.0|0|0.0|100
0|2021-12-06|9053.0|0|9066.0|0|100.0|0|0.0|100
0|2021-12-07|9094.0|0|9107.0|0|102.0|0|0.0|100
0|2021-12-08|9120.0|0|9133.0|0|103.0|0|0.0|100
0|2021-12-09|9140.0|0|9153.0|0|103.0|0|0.0|100
0|2021-12-10|9197.0|0|9210.0|0|103.0|0|0.0|100
0|2021-12-11|9197.0|0|9210.0|0|103.0|0|0.0|100
0|2021-12-12|9197.0|0|9210.0|0|103.0|0|0.0|100
0|2021-12-13|9249.0|0|9262.0|0|103.0|0|0.0|100
0|2021-12-14|9249.0|0|9284.0|0|103.0|0|0.0|100
0|2021-12-15|9330.0|0|9343.0|0|104.0|0|0.0|100
0|2021-12-16|9370.0|0|9383.0|0|105.0|0|0.0|100
0|2021-12-17|9398.0|0|9411.0|0|106.0|0|0.0|100
0|2021-12-18|9398.0|0|9411.0|0|106.0|0|0.0|100
0|2021-12-19|9398.0|0|9411.0|0|106.0|0|0.0|100
0|2021-12-20|9476.0|0|9489.0|0|106.0|0|0.0|100
0|2021-12-21|9494.0|0|9507.0|0|107.0|0|0.0|100
0|2021-12-22|9524.0|0|9537.0|0|107.0|0|0.0|100
0|2021-12-23|9524.0|0|9537.0|0|107.0|0|0.0|100
0|2021-12-24|9524.0|0|9537.0|0|107.0|0|0.0|100
0|2021-12-25|9524.0|0|9537.0|0|107.0|0|0.0|100
0|2021-12-26|9524.0|0|9537.0|0|107.0|0|0.0|100
0|2021-12-27|9657.0|0|9670.0|0|107.0|0|0.0|100
0|2021-12-28|9718.0|0|9731.0|0|108.0|0|0.0|100
0|2021-12-29|9796.0|0|9809.0|0|108.0|0|0.0|100
0|2021-12-30|9842.0|0|9855.0|0|108.0|0|0.0|100
0|2021-12-31|9842.0|0|9855.0|0|108.0|0|0.0|100
0|2022-01-01|9842.0|0|9855.0|0|108.0|0|0.0|100
0|2022-01-02|9842.0|0|9855.0|0|108.0|0|0.0|100
0|2022-01-03|9975.0|0|9988.0|0|108.0|0|0.0|100
0|2022-01-04|10033.0|0|10046.0|0|108.0|0|0.0|100
0|2022-01-05|10117.0|0|10130.0|0|108.0|0|0.0|100
0|2022-01-06|10242.0|0|10255.0|0|108.0|0|0.0|100
0|2022-01-07|10308.0|0|10321.0|0|110.0|0|0.0|100
0|2022-01-08|10308.0|0|10321.0|0|110.0|0|0.0|100
0|2022-01-09|10308.0|0|10321.0|0|110.0|0|0.0|100
0|2022-01-10|10598.0|0|10611.0|0|112.0|0|0.0|100
0|2022-01-11|10693.0|0|10706.0|0|112.0|0|0.0|100
0|2022-01-12|10835.0|0|10848.0|0|112.0|0|0.0|100
0|2022-01-13|10835.0|0|10965.0|0|112.0|0|0.0|100
0|2022-01-14|11068.0|0|11082.0|0|112.0|0|0.0|100
0|2022-01-15|11068.0|0|11082.0|0|112.0|0|0.0|100
0|2022-01-16|11068.0|0|11082.0|0|112.0|0|0.0|100
0|2022-01-17|11355.0|0|0.0|100|112.0|0|0.0|100
