|dates|St.James_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.James_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.James_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.James_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.James_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|3844.0|0|3844.0|0|70.0|0|0.0|100
0|2022-01-03|3961.0|0|3961.0|0|70.0|0|0.0|100
0|2022-01-04|3997.0|0|3997.0|0|71.0|0|0.0|100
0|2022-01-05|4078.0|0|4078.0|0|71.0|0|0.0|100
0|2022-01-06|4207.0|0|4207.0|0|71.0|0|0.0|100
0|2022-01-07|4263.0|0|4263.0|0|71.0|0|0.0|100
0|2022-01-08|4263.0|0|4263.0|0|71.0|0|0.0|100
0|2022-01-09|4263.0|0|4263.0|0|71.0|0|0.0|100
0|2022-01-10|4380.0|0|4380.0|0|71.0|0|0.0|100
0|2022-01-11|4408.0|0|4408.0|0|71.0|0|0.0|100
0|2022-01-12|4408.0|0|4408.0|0|71.0|0|0.0|100
0|2022-01-13|4408.0|0|4408.0|0|71.0|0|0.0|100
0|2022-01-14|4564.0|0|4564.0|0|71.0|0|0.0|100
0|2022-01-15|4564.0|0|4564.0|0|71.0|0|0.0|100
0|2022-01-16|4564.0|0|4564.0|0|71.0|0|0.0|100
0|2022-01-17|4564.0|0|0.0|100|71.0|0|0.0|100
