|dates|Mobile_Alabama_UnitedStates.JHU_ConfirmedCases.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Mobile_Alabama_UnitedStates.NYT_ConfirmedCases.data|Mobile_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Mobile_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Mobile_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|72269.0|0|72269.0|0|1323.0|0|0.0|100
0|2021-10-18|72294.0|0|72294.0|0|1323.0|0|0.0|100
0|2021-10-19|72337.0|0|72337.0|0|1328.0|0|0.0|100
0|2021-10-20|72396.0|0|72396.0|0|1330.0|0|0.0|100
0|2021-10-21|72460.0|0|72460.0|0|1333.0|0|0.0|100
0|2021-10-22|72497.0|0|72497.0|0|1336.0|0|0.0|100
0|2021-10-23|72579.0|0|72579.0|0|1338.0|0|0.0|100
0|2021-10-24|72609.0|0|72609.0|0|1339.0|0|0.0|100
0|2021-10-25|72622.0|0|72622.0|0|1339.0|0|0.0|100
0|2021-10-26|72665.0|0|72665.0|0|1340.0|0|0.0|100
0|2021-10-27|72832.0|0|72832.0|0|1342.0|0|0.0|100
0|2021-10-28|72899.0|0|72899.0|0|1344.0|0|0.0|100
0|2021-10-29|72932.0|0|72932.0|0|1348.0|0|0.0|100
0|2021-10-30|72981.0|0|72981.0|0|1350.0|0|0.0|100
0|2021-10-31|72995.0|0|72995.0|0|1350.0|0|0.0|100
0|2021-11-01|73006.0|0|73006.0|0|1350.0|0|0.0|100
0|2021-11-02|73235.0|0|73235.0|0|1351.0|0|0.0|100
0|2021-11-03|73246.0|0|73246.0|0|1352.0|0|0.0|100
0|2021-11-04|73467.0|0|73467.0|0|1357.0|0|0.0|100
0|2021-11-05|73514.0|0|73514.0|0|1361.0|0|0.0|100
0|2021-11-06|73538.0|0|73538.0|0|1361.0|0|0.0|100
0|2021-11-07|73551.0|0|73551.0|0|1361.0|0|0.0|100
0|2021-11-08|73555.0|0|73555.0|0|1361.0|0|0.0|100
0|2021-11-09|73593.0|0|73593.0|0|1365.0|0|0.0|100
0|2021-11-10|73593.0|0|73606.0|0|1365.0|0|0.0|100
0|2021-11-11|73659.0|0|73659.0|0|1368.0|0|0.0|100
0|2021-11-12|73689.0|0|73689.0|0|1368.0|0|0.0|100
0|2021-11-13|73723.0|0|73723.0|0|1368.0|0|0.0|100
0|2021-11-14|73731.0|0|73731.0|0|1368.0|0|0.0|100
0|2021-11-15|73780.0|0|73780.0|0|1368.0|0|0.0|100
0|2021-11-16|73825.0|0|73825.0|0|1374.0|0|0.0|100
0|2021-11-17|73875.0|0|73875.0|0|1375.0|0|0.0|100
0|2021-11-18|73901.0|0|73901.0|0|1377.0|0|0.0|100
0|2021-11-19|73989.0|0|73989.0|0|1377.0|0|0.0|100
0|2021-11-20|74049.0|0|74049.0|0|1377.0|0|0.0|100
0|2021-11-21|74077.0|0|74077.0|0|1377.0|0|0.0|100
0|2021-11-22|74090.0|0|74090.0|0|1377.0|0|0.0|100
0|2021-11-23|74117.0|0|74117.0|0|1379.0|0|0.0|100
0|2021-11-24|74148.0|0|74148.0|0|1379.0|0|0.0|100
0|2021-11-25|74165.0|0|74165.0|0|1379.0|0|0.0|100
0|2021-11-26|74165.0|0|74165.0|0|1379.0|0|0.0|100
0|2021-11-27|74187.0|0|74187.0|0|1379.0|0|0.0|100
0|2021-11-28|74196.0|0|74196.0|0|1379.0|0|0.0|100
0|2021-11-29|74211.0|0|74211.0|0|1380.0|0|0.0|100
0|2021-11-30|74211.0|0|74241.0|0|1380.0|0|0.0|100
0|2021-12-01|74271.0|0|74271.0|0|1381.0|0|0.0|100
0|2021-12-02|74300.0|0|74300.0|0|1381.0|0|0.0|100
0|2021-12-03|74337.0|0|74337.0|0|1381.0|0|0.0|100
0|2021-12-04|74368.0|0|74368.0|0|1384.0|0|0.0|100
0|2021-12-05|74396.0|0|74396.0|0|1384.0|0|0.0|100
0|2021-12-06|74460.0|0|74460.0|0|1384.0|0|0.0|100
0|2021-12-07|74495.0|0|74495.0|0|1384.0|0|0.0|100
0|2021-12-08|74536.0|0|74536.0|0|1385.0|0|0.0|100
0|2021-12-09|74565.0|0|74565.0|0|1386.0|0|0.0|100
0|2021-12-10|74591.0|0|74591.0|0|1386.0|0|0.0|100
0|2021-12-11|74617.0|0|74617.0|0|1386.0|0|0.0|100
0|2021-12-12|74629.0|0|74629.0|0|1386.0|0|0.0|100
0|2021-12-13|74641.0|0|74641.0|0|1386.0|0|0.0|100
0|2021-12-14|74641.0|0|74711.0|0|1386.0|0|0.0|100
0|2021-12-15|74743.0|0|74743.0|0|1387.0|0|0.0|100
0|2021-12-16|74783.0|0|74783.0|0|1387.0|0|0.0|100
0|2021-12-17|74827.0|0|74827.0|0|1389.0|0|0.0|100
0|2021-12-18|74869.0|0|74869.0|0|1390.0|0|0.0|100
0|2021-12-19|74899.0|0|74899.0|0|1390.0|0|0.0|100
0|2021-12-20|74920.0|0|74920.0|0|1390.0|0|0.0|100
0|2021-12-21|75014.0|0|75014.0|0|1391.0|0|0.0|100
0|2021-12-22|75111.0|0|75111.0|0|1391.0|0|0.0|100
0|2021-12-23|75227.0|0|75227.0|0|1391.0|0|0.0|100
0|2021-12-24|75450.0|0|75450.0|0|1392.0|0|0.0|100
0|2021-12-25|75585.0|0|75585.0|0|1392.0|0|0.0|100
0|2021-12-26|75713.0|0|75713.0|0|1392.0|0|0.0|100
0|2021-12-27|75891.0|0|75891.0|0|1392.0|0|0.0|100
0|2021-12-28|76234.0|0|76234.0|0|1393.0|0|0.0|100
0|2021-12-29|76824.0|0|76824.0|0|1393.0|0|0.0|100
0|2021-12-30|77995.0|0|77995.0|0|1394.0|0|0.0|100
0|2021-12-31|78903.0|0|78903.0|0|1394.0|0|0.0|100
0|2022-01-01|78903.0|0|78903.0|0|1394.0|0|0.0|100
0|2022-01-02|80557.0|0|80557.0|0|1394.0|0|0.0|100
0|2022-01-03|80931.0|0|80931.0|0|1394.0|0|0.0|100
0|2022-01-04|81451.0|0|81451.0|0|1394.0|0|0.0|100
0|2022-01-05|82969.0|0|82969.0|0|1397.0|0|0.0|100
0|2022-01-06|84261.0|0|84261.0|0|1397.0|0|0.0|100
0|2022-01-07|85564.0|0|85564.0|0|1397.0|0|0.0|100
0|2022-01-08|86415.0|0|86415.0|0|1401.0|0|0.0|100
0|2022-01-09|87983.0|0|87983.0|0|1401.0|0|0.0|100
0|2022-01-10|88562.0|0|88562.0|0|1401.0|0|0.0|100
0|2022-01-11|89342.0|0|89342.0|0|1405.0|0|0.0|100
0|2022-01-12|90684.0|0|90684.0|0|1405.0|0|0.0|100
0|2022-01-13|90684.0|0|90684.0|0|1405.0|0|0.0|100
0|2022-01-14|90684.0|0|90684.0|0|1405.0|0|0.0|100
0|2022-01-15|90684.0|0|90684.0|0|1405.0|0|0.0|100
0|2022-01-16|95825.0|0|95825.0|0|1410.0|0|0.0|100
0|2022-01-17|96499.0|0|0.0|100|1410.0|0|0.0|100
