|dates|Trinity_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Trinity_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Trinity_Texas_UnitedStates.Male_Total_Population.data|Trinity_Texas_UnitedStates.Male_Total_Population.missing|Trinity_Texas_UnitedStates.Female_Total_Population.data|Trinity_Texas_UnitedStates.Female_Total_Population.missing|Trinity_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Trinity_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-10|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-11|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-12|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-13|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-14|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-15|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-16|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-17|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-18|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-19|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-20|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-21|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-22|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-23|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-24|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-25|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-26|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-27|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-28|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-29|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-30|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2021-12-31|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-01|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-02|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-03|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-04|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-05|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-06|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-07|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-08|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-09|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-10|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-11|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-12|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-13|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-14|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-15|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-16|3921.0|0|7105.0|0|7635.0|0|2954.0|0
0|2022-01-17|3921.0|0|7105.0|0|7635.0|0|2954.0|0
