|dates|Lubbock_Texas_UnitedStates.JHU_ConfirmedCases.data|Lubbock_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lubbock_Texas_UnitedStates.NYT_ConfirmedCases.data|Lubbock_Texas_UnitedStates.NYT_ConfirmedCases.missing|Lubbock_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lubbock_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lubbock_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lubbock_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|69071.0|0|69208.0|0|1067.0|0|0.0|100
0|2021-12-13|69122.0|0|69419.0|0|1067.0|0|0.0|100
0|2021-12-14|69122.0|0|69517.0|0|1067.0|0|0.0|100
0|2021-12-15|69388.0|0|69637.0|0|1075.0|0|0.0|100
0|2021-12-16|69388.0|0|69772.0|0|1076.0|0|0.0|100
0|2021-12-17|69620.0|0|69873.0|0|1079.0|0|0.0|100
0|2021-12-18|69717.0|0|69873.0|0|1082.0|0|0.0|100
0|2021-12-19|69747.0|0|69873.0|0|1082.0|0|0.0|100
0|2021-12-20|69832.0|0|70082.0|0|1082.0|0|0.0|100
0|2021-12-21|69983.0|0|70255.0|0|1083.0|0|0.0|100
0|2021-12-22|70128.0|0|70398.0|0|1087.0|0|0.0|100
0|2021-12-23|70300.0|0|70524.0|0|1090.0|0|0.0|100
0|2021-12-24|70300.0|0|70524.0|0|1090.0|0|0.0|100
0|2021-12-25|70300.0|0|70524.0|0|1090.0|0|0.0|100
0|2021-12-26|70300.0|0|70524.0|0|1090.0|0|0.0|100
0|2021-12-27|70768.0|0|70768.0|0|1095.0|0|0.0|100
0|2021-12-28|70843.0|0|70843.0|0|1095.0|0|0.0|100
0|2021-12-29|71024.0|0|71309.0|0|1097.0|0|0.0|100
0|2021-12-30|71439.0|0|71724.0|0|1099.0|0|0.0|100
0|2021-12-31|71439.0|0|71724.0|0|1099.0|0|0.0|100
0|2022-01-01|71439.0|0|71724.0|0|1099.0|0|0.0|100
0|2022-01-02|71439.0|0|71724.0|0|1099.0|0|0.0|100
0|2022-01-03|73877.0|0|73877.0|0|1102.0|0|0.0|100
0|2022-01-04|74427.0|0|74427.0|0|1104.0|0|0.0|100
0|2022-01-05|74940.0|0|74940.0|0|1104.0|0|0.0|100
0|2022-01-06|75475.0|0|75523.0|0|1108.0|0|0.0|100
0|2022-01-07|76191.0|0|76191.0|0|1109.0|0|0.0|100
0|2022-01-08|77074.0|0|77074.0|0|1113.0|0|0.0|100
0|2022-01-09|77777.0|0|77777.0|0|1113.0|0|0.0|100
0|2022-01-10|78409.0|0|78409.0|0|1113.0|0|0.0|100
0|2022-01-11|79518.0|0|79518.0|0|1113.0|0|0.0|100
0|2022-01-12|80535.0|0|80535.0|0|1121.0|0|0.0|100
0|2022-01-13|80535.0|0|81551.0|0|1121.0|0|0.0|100
0|2022-01-14|81551.0|0|82797.0|0|1124.0|0|0.0|100
0|2022-01-15|81551.0|0|82797.0|0|1124.0|0|0.0|100
0|2022-01-16|77310.0|0|82797.0|0|1131.0|0|0.0|100
0|2022-01-17|78302.0|0|0.0|100|1131.0|0|0.0|100
