|dates|VanZandt_Texas_UnitedStates.JHU_ConfirmedCases.data|VanZandt_Texas_UnitedStates.JHU_ConfirmedCases.missing|VanZandt_Texas_UnitedStates.NYT_ConfirmedCases.data|VanZandt_Texas_UnitedStates.NYT_ConfirmedCases.missing|VanZandt_Texas_UnitedStates.JHU_ConfirmedDeaths.data|VanZandt_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|VanZandt_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|VanZandt_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|8145.0|0|8145.0|0|220.0|0|0.0|100
0|2021-11-15|8145.0|0|8145.0|0|220.0|0|0.0|100
0|2021-11-16|8161.0|0|8161.0|0|221.0|0|0.0|100
0|2021-11-17|8161.0|0|8161.0|0|221.0|0|0.0|100
0|2021-11-18|8161.0|0|8161.0|0|222.0|0|0.0|100
0|2021-11-19|8161.0|0|8161.0|0|223.0|0|0.0|100
0|2021-11-20|8189.0|0|8189.0|0|223.0|0|0.0|100
0|2021-11-21|8189.0|0|8189.0|0|223.0|0|0.0|100
0|2021-11-22|8189.0|0|8189.0|0|223.0|0|0.0|100
0|2021-11-23|8205.0|0|8205.0|0|224.0|0|0.0|100
0|2021-11-24|8205.0|0|8205.0|0|224.0|0|0.0|100
0|2021-11-25|8205.0|0|8205.0|0|224.0|0|0.0|100
0|2021-11-26|8205.0|0|8205.0|0|224.0|0|0.0|100
0|2021-11-27|8205.0|0|8205.0|0|224.0|0|0.0|100
0|2021-11-28|8205.0|0|8205.0|0|224.0|0|0.0|100
0|2021-11-29|8226.0|0|8226.0|0|224.0|0|0.0|100
0|2021-11-30|8253.0|0|8253.0|0|224.0|0|0.0|100
0|2021-12-01|8254.0|0|8254.0|0|225.0|0|0.0|100
0|2021-12-02|8258.0|0|8258.0|0|226.0|0|0.0|100
0|2021-12-03|8259.0|0|8259.0|0|226.0|0|0.0|100
0|2021-12-04|8261.0|0|8261.0|0|227.0|0|0.0|100
0|2021-12-05|8266.0|0|8266.0|0|227.0|0|0.0|100
0|2021-12-06|8272.0|0|8272.0|0|227.0|0|0.0|100
0|2021-12-07|8274.0|0|8274.0|0|227.0|0|0.0|100
0|2021-12-08|8276.0|0|8276.0|0|227.0|0|0.0|100
0|2021-12-09|8277.0|0|8277.0|0|227.0|0|0.0|100
0|2021-12-10|8321.0|0|8321.0|0|228.0|0|0.0|100
0|2021-12-11|8327.0|0|8327.0|0|228.0|0|0.0|100
0|2021-12-12|8329.0|0|8329.0|0|228.0|0|0.0|100
0|2021-12-13|8336.0|0|8336.0|0|228.0|0|0.0|100
0|2021-12-14|8336.0|0|8341.0|0|228.0|0|0.0|100
0|2021-12-15|8346.0|0|8346.0|0|228.0|0|0.0|100
0|2021-12-16|8355.0|0|8355.0|0|228.0|0|0.0|100
0|2021-12-17|8355.0|0|8359.0|0|229.0|0|0.0|100
0|2021-12-18|8364.0|0|8364.0|0|229.0|0|0.0|100
0|2021-12-19|8373.0|0|8373.0|0|229.0|0|0.0|100
0|2021-12-20|8379.0|0|8379.0|0|229.0|0|0.0|100
0|2021-12-21|8390.0|0|8390.0|0|229.0|0|0.0|100
0|2021-12-22|8394.0|0|8394.0|0|229.0|0|0.0|100
0|2021-12-23|8395.0|0|8395.0|0|230.0|0|0.0|100
0|2021-12-24|8395.0|0|8395.0|0|230.0|0|0.0|100
0|2021-12-25|8395.0|0|8395.0|0|230.0|0|0.0|100
0|2021-12-26|8395.0|0|8395.0|0|230.0|0|0.0|100
0|2021-12-27|8418.0|0|8418.0|0|230.0|0|0.0|100
0|2021-12-28|8430.0|0|8430.0|0|232.0|0|0.0|100
0|2021-12-29|8437.0|0|8437.0|0|233.0|0|0.0|100
0|2021-12-30|8445.0|0|8445.0|0|233.0|0|0.0|100
0|2021-12-31|8445.0|0|8445.0|0|233.0|0|0.0|100
0|2022-01-01|8445.0|0|8445.0|0|233.0|0|0.0|100
0|2022-01-02|8445.0|0|8445.0|0|233.0|0|0.0|100
0|2022-01-03|8579.0|0|8579.0|0|236.0|0|0.0|100
0|2022-01-04|8615.0|0|8615.0|0|236.0|0|0.0|100
0|2022-01-05|8615.0|0|8651.0|0|236.0|0|0.0|100
0|2022-01-06|8686.0|0|8686.0|0|236.0|0|0.0|100
0|2022-01-07|8707.0|0|8707.0|0|237.0|0|0.0|100
0|2022-01-08|8761.0|0|8761.0|0|237.0|0|0.0|100
0|2022-01-09|8808.0|0|8808.0|0|237.0|0|0.0|100
0|2022-01-10|8856.0|0|8856.0|0|237.0|0|0.0|100
0|2022-01-11|8868.0|0|8868.0|0|238.0|0|0.0|100
0|2022-01-12|8944.0|0|8944.0|0|240.0|0|0.0|100
0|2022-01-13|8944.0|0|9002.0|0|240.0|0|0.0|100
0|2022-01-14|9002.0|0|8488.0|0|241.0|0|0.0|100
0|2022-01-15|9002.0|0|8549.0|0|241.0|0|0.0|100
0|2022-01-16|8576.0|0|8576.0|0|242.0|0|0.0|100
0|2022-01-17|8686.0|0|0.0|100|242.0|0|0.0|100
