|dates|Teton_Montana_UnitedStates.JHU_ConfirmedCases.data|Teton_Montana_UnitedStates.JHU_ConfirmedCases.missing|Teton_Montana_UnitedStates.NYT_ConfirmedCases.data|Teton_Montana_UnitedStates.NYT_ConfirmedCases.missing|Teton_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Teton_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Teton_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Teton_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|787.0|0|787.0|0|9.0|0|0.0|100
0|2021-10-18|794.0|0|794.0|0|9.0|0|0.0|100
0|2021-10-19|799.0|0|799.0|0|9.0|0|0.0|100
0|2021-10-20|807.0|0|807.0|0|9.0|0|0.0|100
0|2021-10-21|812.0|0|812.0|0|9.0|0|0.0|100
0|2021-10-22|817.0|0|817.0|0|9.0|0|0.0|100
0|2021-10-23|817.0|0|817.0|0|9.0|0|0.0|100
0|2021-10-24|817.0|0|817.0|0|9.0|0|0.0|100
0|2021-10-25|824.0|0|824.0|0|10.0|0|0.0|100
0|2021-10-26|838.0|0|838.0|0|11.0|0|0.0|100
0|2021-10-27|844.0|0|844.0|0|11.0|0|0.0|100
0|2021-10-28|847.0|0|847.0|0|12.0|0|0.0|100
0|2021-10-29|847.0|0|847.0|0|13.0|0|0.0|100
0|2021-10-30|847.0|0|847.0|0|13.0|0|0.0|100
0|2021-10-31|847.0|0|847.0|0|13.0|0|0.0|100
0|2021-11-01|851.0|0|851.0|0|13.0|0|0.0|100
0|2021-11-02|857.0|0|857.0|0|13.0|0|0.0|100
0|2021-11-03|860.0|0|860.0|0|13.0|0|0.0|100
0|2021-11-04|865.0|0|865.0|0|13.0|0|0.0|100
0|2021-11-05|869.0|0|869.0|0|13.0|0|0.0|100
0|2021-11-06|869.0|0|869.0|0|13.0|0|0.0|100
0|2021-11-07|869.0|0|869.0|0|13.0|0|0.0|100
0|2021-11-08|871.0|0|871.0|0|13.0|0|0.0|100
0|2021-11-09|877.0|0|877.0|0|13.0|0|0.0|100
0|2021-11-10|879.0|0|879.0|0|13.0|0|0.0|100
0|2021-11-11|879.0|0|879.0|0|13.0|0|0.0|100
0|2021-11-12|882.0|0|882.0|0|15.0|0|0.0|100
0|2021-11-13|882.0|0|882.0|0|15.0|0|0.0|100
0|2021-11-14|882.0|0|882.0|0|15.0|0|0.0|100
0|2021-11-15|887.0|0|887.0|0|15.0|0|0.0|100
0|2021-11-16|892.0|0|892.0|0|16.0|0|0.0|100
0|2021-11-17|898.0|0|898.0|0|16.0|0|0.0|100
0|2021-11-18|900.0|0|900.0|0|16.0|0|0.0|100
0|2021-11-19|900.0|0|900.0|0|16.0|0|0.0|100
0|2021-11-20|900.0|0|900.0|0|16.0|0|0.0|100
0|2021-11-21|900.0|0|900.0|0|16.0|0|0.0|100
0|2021-11-22|900.0|0|900.0|0|18.0|0|0.0|100
0|2021-11-23|902.0|0|902.0|0|18.0|0|0.0|100
0|2021-11-24|903.0|0|903.0|0|18.0|0|0.0|100
0|2021-11-25|903.0|0|903.0|0|18.0|0|0.0|100
0|2021-11-26|903.0|0|905.0|0|18.0|0|0.0|100
0|2021-11-27|905.0|0|905.0|0|18.0|0|0.0|100
0|2021-11-28|905.0|0|905.0|0|18.0|0|0.0|100
0|2021-11-29|908.0|0|908.0|0|18.0|0|0.0|100
0|2021-11-30|911.0|0|911.0|0|18.0|0|0.0|100
0|2021-12-01|912.0|0|912.0|0|18.0|0|0.0|100
0|2021-12-02|913.0|0|913.0|0|19.0|0|0.0|100
0|2021-12-03|913.0|0|913.0|0|19.0|0|0.0|100
0|2021-12-04|913.0|0|913.0|0|19.0|0|0.0|100
0|2021-12-05|913.0|0|913.0|0|19.0|0|0.0|100
0|2021-12-06|913.0|0|913.0|0|19.0|0|0.0|100
0|2021-12-07|914.0|0|914.0|0|19.0|0|0.0|100
0|2021-12-08|914.0|0|914.0|0|19.0|0|0.0|100
0|2021-12-09|914.0|0|914.0|0|19.0|0|0.0|100
0|2021-12-10|914.0|0|914.0|0|19.0|0|0.0|100
0|2021-12-11|914.0|0|914.0|0|19.0|0|0.0|100
0|2021-12-12|914.0|0|914.0|0|19.0|0|0.0|100
0|2021-12-13|914.0|0|914.0|0|19.0|0|0.0|100
0|2021-12-14|914.0|0|916.0|0|19.0|0|0.0|100
0|2021-12-15|925.0|0|925.0|0|19.0|0|0.0|100
0|2021-12-16|925.0|0|925.0|0|19.0|0|0.0|100
0|2021-12-17|925.0|0|925.0|0|19.0|0|0.0|100
0|2021-12-18|925.0|0|925.0|0|19.0|0|0.0|100
0|2021-12-19|925.0|0|925.0|0|19.0|0|0.0|100
0|2021-12-20|926.0|0|926.0|0|19.0|0|0.0|100
0|2021-12-21|928.0|0|928.0|0|19.0|0|0.0|100
0|2021-12-22|931.0|0|931.0|0|19.0|0|0.0|100
0|2021-12-23|931.0|0|931.0|0|19.0|0|0.0|100
0|2021-12-24|931.0|0|931.0|0|19.0|0|0.0|100
0|2021-12-25|931.0|0|931.0|0|19.0|0|0.0|100
0|2021-12-26|931.0|0|931.0|0|19.0|0|0.0|100
0|2021-12-27|932.0|0|932.0|0|19.0|0|0.0|100
0|2021-12-28|934.0|0|934.0|0|19.0|0|0.0|100
0|2021-12-29|941.0|0|941.0|0|19.0|0|0.0|100
0|2021-12-30|943.0|0|943.0|0|19.0|0|0.0|100
0|2021-12-31|943.0|0|943.0|0|19.0|0|0.0|100
0|2022-01-01|943.0|0|943.0|0|19.0|0|0.0|100
0|2022-01-02|943.0|0|943.0|0|19.0|0|0.0|100
0|2022-01-03|947.0|0|947.0|0|19.0|0|0.0|100
0|2022-01-04|949.0|0|949.0|0|19.0|0|0.0|100
0|2022-01-05|958.0|0|958.0|0|19.0|0|0.0|100
0|2022-01-06|962.0|0|962.0|0|19.0|0|0.0|100
0|2022-01-07|977.0|0|977.0|0|19.0|0|0.0|100
0|2022-01-08|977.0|0|977.0|0|19.0|0|0.0|100
0|2022-01-09|977.0|0|977.0|0|19.0|0|0.0|100
0|2022-01-10|979.0|0|979.0|0|19.0|0|0.0|100
0|2022-01-11|999.0|0|999.0|0|19.0|0|0.0|100
0|2022-01-12|1010.0|0|1010.0|0|19.0|0|0.0|100
0|2022-01-13|1010.0|0|1027.0|0|19.0|0|0.0|100
0|2022-01-14|1040.0|0|1040.0|0|18.0|0|0.0|100
0|2022-01-15|1040.0|0|1040.0|0|18.0|0|0.0|100
0|2022-01-16|1040.0|0|1040.0|0|18.0|0|0.0|100
0|2022-01-17|1040.0|0|0.0|100|18.0|0|0.0|100
