|dates|McHenry_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|McHenry_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|McHenry_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|McHenry_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|McHenry_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|McHenry_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|McHenry_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|McHenry_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-12|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-13|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-14|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-15|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-16|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-17|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-18|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-19|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-20|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-21|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-22|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-23|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-24|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-25|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-26|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-27|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-28|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-29|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-11-30|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-01|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-02|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-03|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-04|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-05|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-06|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-07|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-08|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-09|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-10|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-11|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-12|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-13|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-14|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-15|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-16|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-17|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-18|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-19|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-20|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-21|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-22|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-23|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-24|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-25|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-26|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-27|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-28|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-29|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-30|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2021-12-31|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-01|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-02|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-03|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-04|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-05|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-06|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-07|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-08|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-09|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-10|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-11|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-12|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-13|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-14|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-15|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-16|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
0|2022-01-17|2922.0|0|118.0|0|3.8815789473684212|0|3040.0|0
