|dates|Delaware_Indiana_UnitedStates.BLS_EmployedPopulation.data|Delaware_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Delaware_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Delaware_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Delaware_Indiana_UnitedStates.BLS_UnemploymentRate.data|Delaware_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Delaware_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Delaware_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-18|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-19|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-20|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-21|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-22|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-23|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-24|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-25|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-26|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-27|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-28|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-29|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-30|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-10-31|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-11-01|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-11-02|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-11-03|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-11-04|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-11-05|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-11-06|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-11-07|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-11-08|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
0|2021-11-09|49646.0|0|2562.0|0|4.907293901317805|0|52208.0|0
