|dates|Willacy_Texas_UnitedStates.JHU_ConfirmedCases.data|Willacy_Texas_UnitedStates.JHU_ConfirmedCases.missing|Willacy_Texas_UnitedStates.NYT_ConfirmedCases.data|Willacy_Texas_UnitedStates.NYT_ConfirmedCases.missing|Willacy_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Willacy_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Willacy_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Willacy_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|4960.0|0|4965.0|0|114.0|0|0.0|100
0|2021-12-15|4965.0|0|4965.0|0|114.0|0|0.0|100
0|2021-12-16|4967.0|0|4967.0|0|114.0|0|0.0|100
0|2021-12-17|4967.0|0|4967.0|0|114.0|0|0.0|100
0|2021-12-18|4968.0|0|4968.0|0|114.0|0|0.0|100
0|2021-12-19|4970.0|0|4970.0|0|114.0|0|0.0|100
0|2021-12-20|4973.0|0|4973.0|0|114.0|0|0.0|100
0|2021-12-21|4975.0|0|4975.0|0|114.0|0|0.0|100
0|2021-12-22|4981.0|0|4981.0|0|114.0|0|0.0|100
0|2021-12-23|4982.0|0|4982.0|0|114.0|0|0.0|100
0|2021-12-24|4982.0|0|4982.0|0|114.0|0|0.0|100
0|2021-12-25|4982.0|0|4982.0|0|114.0|0|0.0|100
0|2021-12-26|4982.0|0|4982.0|0|114.0|0|0.0|100
0|2021-12-27|4996.0|0|4996.0|0|114.0|0|0.0|100
0|2021-12-28|4998.0|0|4998.0|0|114.0|0|0.0|100
0|2021-12-29|5000.0|0|5000.0|0|114.0|0|0.0|100
0|2021-12-30|5003.0|0|5003.0|0|114.0|0|0.0|100
0|2021-12-31|5003.0|0|5003.0|0|114.0|0|0.0|100
0|2022-01-01|5003.0|0|5003.0|0|114.0|0|0.0|100
0|2022-01-02|5003.0|0|5003.0|0|114.0|0|0.0|100
0|2022-01-03|5053.0|0|5053.0|0|114.0|0|0.0|100
0|2022-01-04|5082.0|0|5082.0|0|114.0|0|0.0|100
0|2022-01-05|5096.0|0|5096.0|0|114.0|0|0.0|100
0|2022-01-06|5108.0|0|5108.0|0|114.0|0|0.0|100
0|2022-01-07|5120.0|0|5120.0|0|114.0|0|0.0|100
0|2022-01-08|5142.0|0|5142.0|0|114.0|0|0.0|100
0|2022-01-09|5164.0|0|5164.0|0|114.0|0|0.0|100
0|2022-01-10|5178.0|0|5178.0|0|114.0|0|0.0|100
0|2022-01-11|5199.0|0|5199.0|0|114.0|0|0.0|100
0|2022-01-12|5233.0|0|5233.0|0|114.0|0|0.0|100
0|2022-01-13|5233.0|0|5266.0|0|114.0|0|0.0|100
0|2022-01-14|5266.0|0|5558.0|0|114.0|0|0.0|100
0|2022-01-15|5600.0|0|5600.0|0|116.0|0|0.0|100
0|2022-01-16|5634.0|0|5634.0|0|116.0|0|0.0|100
0|2022-01-17|5678.0|0|0.0|100|116.0|0|0.0|100
