|dates|Leon_Texas_UnitedStates.JHU_ConfirmedCases.data|Leon_Texas_UnitedStates.JHU_ConfirmedCases.missing|Leon_Texas_UnitedStates.NYT_ConfirmedCases.data|Leon_Texas_UnitedStates.NYT_ConfirmedCases.missing|Leon_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Leon_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Leon_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Leon_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|2468.0|0|2468.0|0|70.0|0|0.0|100
0|2021-11-17|2468.0|0|2468.0|0|70.0|0|0.0|100
0|2021-11-18|2469.0|0|2469.0|0|70.0|0|0.0|100
0|2021-11-19|2474.0|0|2474.0|0|70.0|0|0.0|100
0|2021-11-20|2477.0|0|2477.0|0|70.0|0|0.0|100
0|2021-11-21|2477.0|0|2477.0|0|70.0|0|0.0|100
0|2021-11-22|2477.0|0|2477.0|0|70.0|0|0.0|100
0|2021-11-23|2477.0|0|2477.0|0|71.0|0|0.0|100
0|2021-11-24|2481.0|0|2481.0|0|71.0|0|0.0|100
0|2021-11-25|2481.0|0|2481.0|0|71.0|0|0.0|100
0|2021-11-26|2481.0|0|2481.0|0|71.0|0|0.0|100
0|2021-11-27|2481.0|0|2481.0|0|71.0|0|0.0|100
0|2021-11-28|2481.0|0|2481.0|0|71.0|0|0.0|100
0|2021-11-29|2485.0|0|2485.0|0|71.0|0|0.0|100
0|2021-11-30|2489.0|0|2489.0|0|71.0|0|0.0|100
0|2021-12-01|2493.0|0|2493.0|0|71.0|0|0.0|100
0|2021-12-02|2494.0|0|2494.0|0|71.0|0|0.0|100
0|2021-12-03|2496.0|0|2496.0|0|71.0|0|0.0|100
0|2021-12-04|2499.0|0|2499.0|0|71.0|0|0.0|100
0|2021-12-05|2499.0|0|2499.0|0|71.0|0|0.0|100
0|2021-12-06|2499.0|0|2499.0|0|71.0|0|0.0|100
0|2021-12-07|2499.0|0|2499.0|0|71.0|0|0.0|100
0|2021-12-08|2502.0|0|2502.0|0|71.0|0|0.0|100
0|2021-12-09|2507.0|0|2507.0|0|71.0|0|0.0|100
0|2021-12-10|2511.0|0|2511.0|0|71.0|0|0.0|100
0|2021-12-11|2512.0|0|2512.0|0|71.0|0|0.0|100
0|2021-12-12|2514.0|0|2514.0|0|71.0|0|0.0|100
0|2021-12-13|2516.0|0|2516.0|0|71.0|0|0.0|100
0|2021-12-14|2516.0|0|2517.0|0|71.0|0|0.0|100
0|2021-12-15|2517.0|0|2517.0|0|71.0|0|0.0|100
0|2021-12-16|2517.0|0|2520.0|0|71.0|0|0.0|100
0|2021-12-17|2522.0|0|2522.0|0|71.0|0|0.0|100
0|2021-12-18|2525.0|0|2525.0|0|72.0|0|0.0|100
0|2021-12-19|2528.0|0|2528.0|0|72.0|0|0.0|100
0|2021-12-20|2528.0|0|2528.0|0|72.0|0|0.0|100
0|2021-12-21|2530.0|0|2530.0|0|72.0|0|0.0|100
0|2021-12-22|2536.0|0|2536.0|0|74.0|0|0.0|100
0|2021-12-23|2541.0|0|2541.0|0|74.0|0|0.0|100
0|2021-12-24|2541.0|0|2541.0|0|74.0|0|0.0|100
0|2021-12-25|2541.0|0|2541.0|0|74.0|0|0.0|100
0|2021-12-26|2541.0|0|2541.0|0|74.0|0|0.0|100
0|2021-12-27|2548.0|0|2548.0|0|75.0|0|0.0|100
0|2021-12-28|2551.0|0|2551.0|0|75.0|0|0.0|100
0|2021-12-29|2554.0|0|2554.0|0|75.0|0|0.0|100
0|2021-12-30|2558.0|0|2558.0|0|75.0|0|0.0|100
0|2021-12-31|2558.0|0|2558.0|0|75.0|0|0.0|100
0|2022-01-01|2558.0|0|2558.0|0|75.0|0|0.0|100
0|2022-01-02|2558.0|0|2558.0|0|75.0|0|0.0|100
0|2022-01-03|2615.0|0|2615.0|0|75.0|0|0.0|100
0|2022-01-04|2632.0|0|2632.0|0|75.0|0|0.0|100
0|2022-01-05|2656.0|0|2656.0|0|75.0|0|0.0|100
0|2022-01-06|2673.0|0|2673.0|0|75.0|0|0.0|100
0|2022-01-07|2686.0|0|2686.0|0|75.0|0|0.0|100
0|2022-01-08|2697.0|0|2697.0|0|75.0|0|0.0|100
0|2022-01-09|2709.0|0|2709.0|0|75.0|0|0.0|100
0|2022-01-10|2722.0|0|2722.0|0|75.0|0|0.0|100
0|2022-01-11|2741.0|0|2741.0|0|75.0|0|0.0|100
0|2022-01-12|2771.0|0|2771.0|0|75.0|0|0.0|100
0|2022-01-13|2771.0|0|2803.0|0|75.0|0|0.0|100
0|2022-01-14|2803.0|0|3190.0|0|75.0|0|0.0|100
0|2022-01-15|3210.0|0|3210.0|0|75.0|0|0.0|100
0|2022-01-16|3213.0|0|3213.0|0|75.0|0|0.0|100
0|2022-01-17|3226.0|0|0.0|100|75.0|0|0.0|100
