|dates|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Hampshire_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Hampshire_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11458.0|0|11458.0|0|318.0|0|0.0|100
0|2021-10-18|11488.0|0|11488.0|0|318.0|0|0.0|100
0|2021-10-19|11506.0|0|11506.0|0|318.0|0|0.0|100
0|2021-10-20|11518.0|0|11518.0|0|318.0|0|0.0|100
0|2021-10-21|11538.0|0|11538.0|0|318.0|0|0.0|100
0|2021-10-22|11553.0|0|11553.0|0|318.0|0|0.0|100
0|2021-10-23|11553.0|0|11553.0|0|318.0|0|0.0|100
0|2021-10-24|11553.0|0|11553.0|0|318.0|0|0.0|100
0|2021-10-25|11597.0|0|11597.0|0|318.0|0|0.0|100
0|2021-10-26|11606.0|0|11606.0|0|318.0|0|0.0|100
0|2021-10-27|11626.0|0|11626.0|0|318.0|0|0.0|100
0|2021-10-28|11626.0|0|11647.0|0|319.0|0|0.0|100
0|2021-10-29|11664.0|0|11664.0|0|318.0|0|0.0|100
0|2021-10-30|11664.0|0|11664.0|0|318.0|0|0.0|100
0|2021-10-31|11664.0|0|11664.0|0|318.0|0|0.0|100
0|2021-11-01|11730.0|0|11730.0|0|318.0|0|0.0|100
0|2021-11-02|11743.0|0|11743.0|0|320.0|0|0.0|100
0|2021-11-03|11758.0|0|11758.0|0|320.0|0|0.0|100
0|2021-11-04|11781.0|0|11781.0|0|320.0|0|0.0|100
0|2021-11-05|11797.0|0|11797.0|0|320.0|0|0.0|100
0|2021-11-06|11797.0|0|11797.0|0|320.0|0|0.0|100
0|2021-11-07|11797.0|0|11797.0|0|320.0|0|0.0|100
0|2021-11-08|11880.0|0|11880.0|0|320.0|0|0.0|100
0|2021-11-09|11896.0|0|11896.0|0|321.0|0|0.0|100
0|2021-11-10|11904.0|0|11904.0|0|321.0|0|0.0|100
0|2021-11-11|11904.0|0|11904.0|0|321.0|0|0.0|100
0|2021-11-12|11973.0|0|11973.0|0|322.0|0|0.0|100
0|2021-11-13|11973.0|0|11973.0|0|322.0|0|0.0|100
0|2021-11-14|11973.0|0|11973.0|0|322.0|0|0.0|100
0|2021-11-15|12041.0|0|12041.0|0|322.0|0|0.0|100
0|2021-11-16|12063.0|0|12063.0|0|323.0|0|0.0|100
0|2021-11-17|12108.0|0|12108.0|0|323.0|0|0.0|100
0|2021-11-18|12153.0|0|12153.0|0|323.0|0|0.0|100
0|2021-11-19|12204.0|0|12204.0|0|324.0|0|0.0|100
0|2021-11-20|12204.0|0|12204.0|0|324.0|0|0.0|100
0|2021-11-21|12204.0|0|12204.0|0|324.0|0|0.0|100
0|2021-11-22|12319.0|0|12319.0|0|324.0|0|0.0|100
0|2021-11-23|12342.0|0|12342.0|0|324.0|0|0.0|100
0|2021-11-24|12382.0|0|12382.0|0|324.0|0|0.0|100
0|2021-11-25|12382.0|0|12382.0|0|324.0|0|0.0|100
0|2021-11-26|12484.0|0|12484.0|0|324.0|0|0.0|100
0|2021-11-27|12484.0|0|12484.0|0|324.0|0|0.0|100
0|2021-11-28|12484.0|0|12484.0|0|324.0|0|0.0|100
0|2021-11-29|12566.0|0|12566.0|0|324.0|0|0.0|100
0|2021-11-30|12608.0|0|12608.0|0|325.0|0|0.0|100
0|2021-12-01|12691.0|0|12691.0|0|327.0|0|0.0|100
0|2021-12-02|12757.0|0|12757.0|0|327.0|0|0.0|100
0|2021-12-03|12876.0|0|12876.0|0|329.0|0|0.0|100
0|2021-12-04|12876.0|0|12876.0|0|329.0|0|0.0|100
0|2021-12-05|12876.0|0|12876.0|0|329.0|0|0.0|100
0|2021-12-06|13088.0|0|13088.0|0|330.0|0|0.0|100
0|2021-12-07|13143.0|0|13143.0|0|330.0|0|0.0|100
0|2021-12-08|13241.0|0|13241.0|0|330.0|0|0.0|100
0|2021-12-09|13370.0|0|13370.0|0|330.0|0|0.0|100
0|2021-12-10|13513.0|0|13513.0|0|331.0|0|0.0|100
0|2021-12-11|13513.0|0|13513.0|0|331.0|0|0.0|100
0|2021-12-12|13513.0|0|13513.0|0|331.0|0|0.0|100
0|2021-12-13|13716.0|0|13716.0|0|331.0|0|0.0|100
0|2021-12-14|13716.0|0|13809.0|0|331.0|0|0.0|100
0|2021-12-15|13912.0|0|13912.0|0|334.0|0|0.0|100
0|2021-12-16|14034.0|0|14034.0|0|334.0|0|0.0|100
0|2021-12-17|14139.0|0|14139.0|0|335.0|0|0.0|100
0|2021-12-18|14139.0|0|14139.0|0|335.0|0|0.0|100
0|2021-12-19|14139.0|0|14139.0|0|335.0|0|0.0|100
0|2021-12-20|14439.0|0|14439.0|0|338.0|0|0.0|100
0|2021-12-21|14498.0|0|14498.0|0|337.0|0|0.0|100
0|2021-12-22|14581.0|0|14581.0|0|339.0|0|0.0|100
0|2021-12-23|14757.0|0|14757.0|0|340.0|0|0.0|100
0|2021-12-24|14941.0|0|14941.0|0|340.0|0|0.0|100
0|2021-12-25|14941.0|0|14941.0|0|340.0|0|0.0|100
0|2021-12-26|14941.0|0|14941.0|0|340.0|0|0.0|100
0|2021-12-27|15170.0|0|15170.0|0|342.0|0|0.0|100
0|2021-12-28|15324.0|0|15324.0|0|343.0|0|0.0|100
0|2021-12-29|15452.0|0|15452.0|0|343.0|0|0.0|100
0|2021-12-30|15701.0|0|15701.0|0|344.0|0|0.0|100
0|2021-12-31|15988.0|0|15988.0|0|347.0|0|0.0|100
0|2022-01-01|15988.0|0|15988.0|0|347.0|0|0.0|100
0|2022-01-02|15988.0|0|15988.0|0|347.0|0|0.0|100
0|2022-01-03|16294.0|0|16294.0|0|347.0|0|0.0|100
0|2022-01-04|16557.0|0|16557.0|0|351.0|0|0.0|100
0|2022-01-05|16888.0|0|16888.0|0|352.0|0|0.0|100
0|2022-01-06|17157.0|0|17157.0|0|355.0|0|0.0|100
0|2022-01-07|17779.0|0|17779.0|0|357.0|0|0.0|100
0|2022-01-08|17779.0|0|17779.0|0|357.0|0|0.0|100
0|2022-01-09|17779.0|0|17779.0|0|357.0|0|0.0|100
0|2022-01-10|18842.0|0|18842.0|0|358.0|0|0.0|100
