|dates|Corson_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Corson_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Corson_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Corson_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Corson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Corson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Corson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Corson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|749.0|0|749.0|0|15.0|0|0.0|100
0|2021-12-19|749.0|0|749.0|0|15.0|0|0.0|100
0|2021-12-20|753.0|0|753.0|0|15.0|0|0.0|100
0|2021-12-21|758.0|0|758.0|0|15.0|0|0.0|100
0|2021-12-22|760.0|0|760.0|0|15.0|0|0.0|100
0|2021-12-23|761.0|0|761.0|0|15.0|0|0.0|100
0|2021-12-24|761.0|0|761.0|0|15.0|0|0.0|100
0|2021-12-25|761.0|0|761.0|0|15.0|0|0.0|100
0|2021-12-26|761.0|0|761.0|0|15.0|0|0.0|100
0|2021-12-27|761.0|0|761.0|0|15.0|0|0.0|100
0|2021-12-28|768.0|0|768.0|0|15.0|0|0.0|100
0|2021-12-29|769.0|0|769.0|0|15.0|0|0.0|100
0|2021-12-30|768.0|0|768.0|0|15.0|0|0.0|100
0|2021-12-31|768.0|0|768.0|0|15.0|0|0.0|100
0|2022-01-01|768.0|0|768.0|0|15.0|0|0.0|100
0|2022-01-02|768.0|0|768.0|0|15.0|0|0.0|100
0|2022-01-03|769.0|0|769.0|0|15.0|0|0.0|100
0|2022-01-04|771.0|0|771.0|0|15.0|0|0.0|100
0|2022-01-05|776.0|0|776.0|0|15.0|0|0.0|100
0|2022-01-06|781.0|0|781.0|0|15.0|0|0.0|100
0|2022-01-07|786.0|0|786.0|0|15.0|0|0.0|100
0|2022-01-08|786.0|0|786.0|0|15.0|0|0.0|100
0|2022-01-09|786.0|0|786.0|0|15.0|0|0.0|100
0|2022-01-10|789.0|0|789.0|0|15.0|0|0.0|100
0|2022-01-11|813.0|0|813.0|0|15.0|0|0.0|100
0|2022-01-12|817.0|0|817.0|0|15.0|0|0.0|100
0|2022-01-13|817.0|0|828.0|0|15.0|0|0.0|100
0|2022-01-14|828.0|0|832.0|0|15.0|0|0.0|100
0|2022-01-15|832.0|0|832.0|0|15.0|0|0.0|100
0|2022-01-16|832.0|0|832.0|0|15.0|0|0.0|100
0|2022-01-17|832.0|0|0.0|100|15.0|0|0.0|100
