|dates|Rockwall_Texas_UnitedStates.JHU_ConfirmedCases.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Rockwall_Texas_UnitedStates.NYT_ConfirmedCases.data|Rockwall_Texas_UnitedStates.NYT_ConfirmedCases.missing|Rockwall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Rockwall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|17309.0|0|17309.0|0|213.0|0|0.0|100
0|2021-10-18|17309.0|0|17309.0|0|213.0|0|0.0|100
0|2021-10-19|17404.0|0|17404.0|0|215.0|0|0.0|100
0|2021-10-20|17430.0|0|17430.0|0|216.0|0|0.0|100
0|2021-10-21|17463.0|0|17463.0|0|216.0|0|0.0|100
0|2021-10-22|17485.0|0|17485.0|0|218.0|0|0.0|100
0|2021-10-23|17519.0|0|17519.0|0|218.0|0|0.0|100
0|2021-10-24|17519.0|0|17519.0|0|218.0|0|0.0|100
0|2021-10-25|17519.0|0|17519.0|0|218.0|0|0.0|100
0|2021-10-26|17562.0|0|17562.0|0|218.0|0|0.0|100
0|2021-10-27|17577.0|0|17577.0|0|218.0|0|0.0|100
0|2021-10-28|17600.0|0|17600.0|0|218.0|0|0.0|100
0|2021-10-29|17612.0|0|17612.0|0|218.0|0|0.0|100
0|2021-10-30|17629.0|0|17629.0|0|218.0|0|0.0|100
0|2021-10-31|17629.0|0|17629.0|0|218.0|0|0.0|100
0|2021-11-01|17629.0|0|17629.0|0|219.0|0|0.0|100
0|2021-11-02|17675.0|0|17675.0|0|219.0|0|0.0|100
0|2021-11-03|17686.0|0|17686.0|0|219.0|0|0.0|100
0|2021-11-04|17698.0|0|17698.0|0|219.0|0|0.0|100
0|2021-11-05|17704.0|0|17704.0|0|220.0|0|0.0|100
0|2021-11-06|17712.0|0|17712.0|0|220.0|0|0.0|100
0|2021-11-07|17712.0|0|17712.0|0|221.0|0|0.0|100
0|2021-11-08|17712.0|0|17712.0|0|221.0|0|0.0|100
0|2021-11-09|17747.0|0|17747.0|0|221.0|0|0.0|100
0|2021-11-10|17747.0|0|17747.0|0|221.0|0|0.0|100
0|2021-11-11|17767.0|0|17767.0|0|222.0|0|0.0|100
0|2021-11-12|17767.0|0|17767.0|0|222.0|0|0.0|100
0|2021-11-13|17773.0|0|17773.0|0|222.0|0|0.0|100
0|2021-11-14|17773.0|0|17773.0|0|222.0|0|0.0|100
0|2021-11-15|17773.0|0|17773.0|0|222.0|0|0.0|100
0|2021-11-16|17784.0|0|17784.0|0|222.0|0|0.0|100
0|2021-11-17|17790.0|0|17790.0|0|222.0|0|0.0|100
0|2021-11-18|17792.0|0|17792.0|0|222.0|0|0.0|100
0|2021-11-19|17795.0|0|17795.0|0|223.0|0|0.0|100
0|2021-11-20|17801.0|0|17801.0|0|223.0|0|0.0|100
0|2021-11-21|17801.0|0|17801.0|0|223.0|0|0.0|100
0|2021-11-22|17801.0|0|17801.0|0|223.0|0|0.0|100
0|2021-11-23|17811.0|0|17811.0|0|223.0|0|0.0|100
0|2021-11-24|17818.0|0|17818.0|0|223.0|0|0.0|100
0|2021-11-25|17818.0|0|17818.0|0|223.0|0|0.0|100
0|2021-11-26|17818.0|0|17818.0|0|223.0|0|0.0|100
0|2021-11-27|17818.0|0|17818.0|0|223.0|0|0.0|100
0|2021-11-28|17818.0|0|17818.0|0|223.0|0|0.0|100
0|2021-11-29|17822.0|0|17822.0|0|223.0|0|0.0|100
0|2021-11-30|17856.0|0|17856.0|0|223.0|0|0.0|100
0|2021-12-01|17869.0|0|17869.0|0|223.0|0|0.0|100
0|2021-12-02|17879.0|0|17879.0|0|223.0|0|0.0|100
0|2021-12-03|17885.0|0|17885.0|0|223.0|0|0.0|100
0|2021-12-04|17900.0|0|17900.0|0|223.0|0|0.0|100
0|2021-12-05|17900.0|0|17906.0|0|223.0|0|0.0|100
0|2021-12-06|17919.0|0|17919.0|0|223.0|0|0.0|100
0|2021-12-07|17930.0|0|17930.0|0|223.0|0|0.0|100
0|2021-12-08|17940.0|0|17940.0|0|223.0|0|0.0|100
0|2021-12-09|17947.0|0|17947.0|0|223.0|0|0.0|100
0|2021-12-10|18017.0|0|18017.0|0|223.0|0|0.0|100
0|2021-12-11|18037.0|0|18037.0|0|223.0|0|0.0|100
0|2021-12-12|18053.0|0|18053.0|0|224.0|0|0.0|100
0|2021-12-13|18070.0|0|18070.0|0|224.0|0|0.0|100
0|2021-12-14|18070.0|0|18089.0|0|224.0|0|0.0|100
0|2021-12-15|18109.0|0|18109.0|0|225.0|0|0.0|100
0|2021-12-16|18125.0|0|18125.0|0|225.0|0|0.0|100
0|2021-12-17|18146.0|0|18146.0|0|225.0|0|0.0|100
0|2021-12-18|18166.0|0|18166.0|0|225.0|0|0.0|100
0|2021-12-19|18185.0|0|18185.0|0|225.0|0|0.0|100
0|2021-12-20|18204.0|0|18204.0|0|225.0|0|0.0|100
0|2021-12-21|18230.0|0|18230.0|0|225.0|0|0.0|100
0|2021-12-22|18244.0|0|18244.0|0|225.0|0|0.0|100
0|2021-12-23|18270.0|0|18270.0|0|225.0|0|0.0|100
0|2021-12-24|18270.0|0|18270.0|0|225.0|0|0.0|100
0|2021-12-25|18270.0|0|18270.0|0|225.0|0|0.0|100
0|2021-12-26|18270.0|0|18270.0|0|225.0|0|0.0|100
0|2021-12-27|18411.0|0|18411.0|0|226.0|0|0.0|100
0|2021-12-28|18464.0|0|18464.0|0|226.0|0|0.0|100
0|2021-12-29|18492.0|0|18492.0|0|226.0|0|0.0|100
0|2021-12-30|18559.0|0|18559.0|0|228.0|0|0.0|100
0|2021-12-31|18559.0|0|18559.0|0|228.0|0|0.0|100
0|2022-01-01|18559.0|0|18559.0|0|228.0|0|0.0|100
0|2022-01-02|18559.0|0|18559.0|0|228.0|0|0.0|100
0|2022-01-03|19080.0|0|19080.0|0|228.0|0|0.0|100
0|2022-01-04|19251.0|0|19251.0|0|229.0|0|0.0|100
0|2022-01-05|19251.0|0|19451.0|0|229.0|0|0.0|100
0|2022-01-06|19611.0|0|19611.0|0|230.0|0|0.0|100
0|2022-01-07|19813.0|0|19813.0|0|230.0|0|0.0|100
0|2022-01-08|20002.0|0|20002.0|0|230.0|0|0.0|100
0|2022-01-09|20251.0|0|20251.0|0|230.0|0|0.0|100
0|2022-01-10|20390.0|0|20390.0|0|230.0|0|0.0|100
0|2022-01-11|20613.0|0|20613.0|0|231.0|0|0.0|100
0|2022-01-12|20865.0|0|20865.0|0|231.0|0|0.0|100
0|2022-01-13|20865.0|0|21080.0|0|231.0|0|0.0|100
0|2022-01-14|21080.0|0|22108.0|0|232.0|0|0.0|100
0|2022-01-15|22311.0|0|22311.0|0|233.0|0|0.0|100
0|2022-01-16|22481.0|0|22481.0|0|233.0|0|0.0|100
0|2022-01-17|22739.0|0|0.0|100|233.0|0|0.0|100
