|dates|Doniphan_Kansas_UnitedStates.JHU_ConfirmedCases.data|Doniphan_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Doniphan_Kansas_UnitedStates.NYT_ConfirmedCases.data|Doniphan_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Doniphan_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Doniphan_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Doniphan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Doniphan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1351.0|0|1351.0|0|27.0|0|0.0|100
0|2021-10-18|1354.0|0|1354.0|0|27.0|0|0.0|100
0|2021-10-19|1354.0|0|1354.0|0|27.0|0|0.0|100
0|2021-10-20|1357.0|0|1357.0|0|27.0|0|0.0|100
0|2021-10-21|1357.0|0|1357.0|0|27.0|0|0.0|100
0|2021-10-22|1362.0|0|1362.0|0|27.0|0|0.0|100
0|2021-10-23|1362.0|0|1362.0|0|27.0|0|0.0|100
0|2021-10-24|1362.0|0|1362.0|0|27.0|0|0.0|100
0|2021-10-25|1369.0|0|1369.0|0|28.0|0|0.0|100
0|2021-10-26|1369.0|0|1369.0|0|28.0|0|0.0|100
0|2021-10-27|1375.0|0|1375.0|0|28.0|0|0.0|100
0|2021-10-28|1375.0|0|1375.0|0|28.0|0|0.0|100
0|2021-10-29|1381.0|0|1381.0|0|29.0|0|0.0|100
0|2021-10-30|1381.0|0|1381.0|0|29.0|0|0.0|100
0|2021-10-31|1381.0|0|1381.0|0|29.0|0|0.0|100
0|2021-11-01|1383.0|0|1383.0|0|29.0|0|0.0|100
0|2021-11-02|1383.0|0|1383.0|0|29.0|0|0.0|100
0|2021-11-03|1401.0|0|1401.0|0|29.0|0|0.0|100
0|2021-11-04|1401.0|0|1401.0|0|29.0|0|0.0|100
0|2021-11-05|1415.0|0|1415.0|0|29.0|0|0.0|100
0|2021-11-06|1415.0|0|1415.0|0|29.0|0|0.0|100
0|2021-11-07|1415.0|0|1415.0|0|29.0|0|0.0|100
0|2021-11-08|1423.0|0|1423.0|0|29.0|0|0.0|100
0|2021-11-09|1423.0|0|1423.0|0|29.0|0|0.0|100
0|2021-11-10|1423.0|0|1437.0|0|29.0|0|0.0|100
0|2021-11-11|1437.0|0|1437.0|0|29.0|0|0.0|100
0|2021-11-12|1447.0|0|1447.0|0|29.0|0|0.0|100
0|2021-11-13|1447.0|0|1447.0|0|29.0|0|0.0|100
0|2021-11-14|1447.0|0|1447.0|0|29.0|0|0.0|100
0|2021-11-15|1454.0|0|1454.0|0|28.0|0|0.0|100
0|2021-11-16|1454.0|0|1454.0|0|28.0|0|0.0|100
0|2021-11-17|1461.0|0|1461.0|0|28.0|0|0.0|100
0|2021-11-18|1461.0|0|1461.0|0|28.0|0|0.0|100
0|2021-11-19|1480.0|0|1480.0|0|28.0|0|0.0|100
0|2021-11-20|1480.0|0|1480.0|0|28.0|0|0.0|100
0|2021-11-21|1480.0|0|1480.0|0|28.0|0|0.0|100
0|2021-11-22|1493.0|0|1493.0|0|28.0|0|0.0|100
0|2021-11-23|1493.0|0|1493.0|0|28.0|0|0.0|100
0|2021-11-24|1493.0|0|1506.0|0|28.0|0|0.0|100
0|2021-11-25|1506.0|0|1506.0|0|29.0|0|0.0|100
0|2021-11-26|1506.0|0|1506.0|0|29.0|0|0.0|100
0|2021-11-27|1506.0|0|1506.0|0|29.0|0|0.0|100
0|2021-11-28|1506.0|0|1506.0|0|29.0|0|0.0|100
0|2021-11-29|1522.0|0|1522.0|0|29.0|0|0.0|100
0|2021-11-30|1522.0|0|1522.0|0|29.0|0|0.0|100
0|2021-12-01|1550.0|0|1550.0|0|29.0|0|0.0|100
0|2021-12-02|1550.0|0|1550.0|0|29.0|0|0.0|100
0|2021-12-03|1550.0|0|1584.0|0|29.0|0|0.0|100
0|2021-12-04|1584.0|0|1584.0|0|29.0|0|0.0|100
0|2021-12-05|1584.0|0|1584.0|0|29.0|0|0.0|100
0|2021-12-06|1602.0|0|1602.0|0|29.0|0|0.0|100
0|2021-12-07|1602.0|0|1602.0|0|29.0|0|0.0|100
0|2021-12-08|1620.0|0|1620.0|0|29.0|0|0.0|100
0|2021-12-09|1620.0|0|1620.0|0|29.0|0|0.0|100
0|2021-12-10|1633.0|0|1633.0|0|29.0|0|0.0|100
0|2021-12-11|1633.0|0|1633.0|0|29.0|0|0.0|100
0|2021-12-12|1633.0|0|1633.0|0|29.0|0|0.0|100
0|2021-12-13|1643.0|0|1643.0|0|29.0|0|0.0|100
0|2021-12-14|1643.0|0|1643.0|0|29.0|0|0.0|100
0|2021-12-15|1669.0|0|1669.0|0|29.0|0|0.0|100
0|2021-12-16|1669.0|0|1669.0|0|29.0|0|0.0|100
0|2021-12-17|1694.0|0|1694.0|0|29.0|0|0.0|100
0|2021-12-18|1694.0|0|1694.0|0|29.0|0|0.0|100
0|2021-12-19|1694.0|0|1694.0|0|29.0|0|0.0|100
0|2021-12-20|1710.0|0|1710.0|0|29.0|0|0.0|100
0|2021-12-21|1710.0|0|1710.0|0|29.0|0|0.0|100
0|2021-12-22|1730.0|0|1730.0|0|29.0|0|0.0|100
0|2021-12-23|1730.0|0|1730.0|0|29.0|0|0.0|100
0|2021-12-24|1730.0|0|1730.0|0|29.0|0|0.0|100
0|2021-12-25|1730.0|0|1730.0|0|29.0|0|0.0|100
0|2021-12-26|1730.0|0|1730.0|0|29.0|0|0.0|100
0|2021-12-27|1757.0|0|1757.0|0|29.0|0|0.0|100
0|2021-12-28|1757.0|0|1757.0|0|29.0|0|0.0|100
0|2021-12-29|1775.0|0|1775.0|0|29.0|0|0.0|100
0|2021-12-30|1775.0|0|1775.0|0|29.0|0|0.0|100
0|2021-12-31|1775.0|0|1775.0|0|29.0|0|0.0|100
0|2022-01-01|1775.0|0|1775.0|0|29.0|0|0.0|100
0|2022-01-02|1775.0|0|1775.0|0|29.0|0|0.0|100
0|2022-01-03|1810.0|0|1810.0|0|29.0|0|0.0|100
0|2022-01-04|1810.0|0|1810.0|0|29.0|0|0.0|100
0|2022-01-05|1829.0|0|1829.0|0|29.0|0|0.0|100
0|2022-01-06|1829.0|0|1829.0|0|29.0|0|0.0|100
0|2022-01-07|1848.0|0|1848.0|0|31.0|0|0.0|100
0|2022-01-08|1848.0|0|1848.0|0|31.0|0|0.0|100
0|2022-01-09|1848.0|0|1848.0|0|31.0|0|0.0|100
0|2022-01-10|1867.0|0|1867.0|0|32.0|0|0.0|100
0|2022-01-11|1867.0|0|1867.0|0|32.0|0|0.0|100
0|2022-01-12|1867.0|0|1883.0|0|32.0|0|0.0|100
0|2022-01-13|1867.0|0|1899.0|0|32.0|0|0.0|100
0|2022-01-14|1933.0|0|1933.0|0|32.0|0|0.0|100
0|2022-01-15|1933.0|0|1933.0|0|32.0|0|0.0|100
0|2022-01-16|1933.0|0|1933.0|0|32.0|0|0.0|100
0|2022-01-17|1933.0|0|0.0|100|32.0|0|0.0|100
