|dates|Chatham_Georgia_UnitedStates.JHU_ConfirmedCases.data|Chatham_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Chatham_Georgia_UnitedStates.NYT_ConfirmedCases.data|Chatham_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Chatham_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Chatham_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Chatham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Chatham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|38762.0|0|38864.0|0|701.0|0|0.0|100
0|2021-11-10|38762.0|0|38886.0|0|701.0|0|0.0|100
0|2021-11-11|38784.0|0|38886.0|0|703.0|0|0.0|100
0|2021-11-12|38834.0|0|38936.0|0|708.0|0|0.0|100
0|2021-11-13|38834.0|0|38936.0|0|708.0|0|0.0|100
0|2021-11-14|38834.0|0|38936.0|0|708.0|0|0.0|100
0|2021-11-15|38872.0|0|38972.0|0|708.0|0|0.0|100
0|2021-11-16|38895.0|0|38995.0|0|708.0|0|0.0|100
0|2021-11-17|38913.0|0|39013.0|0|709.0|0|0.0|100
0|2021-11-18|38934.0|0|39034.0|0|709.0|0|0.0|100
0|2021-11-19|38948.0|0|39048.0|0|711.0|0|0.0|100
0|2021-11-20|38948.0|0|39048.0|0|711.0|0|0.0|100
0|2021-11-21|38948.0|0|39048.0|0|711.0|0|0.0|100
0|2021-11-22|38979.0|0|39082.0|0|714.0|0|0.0|100
0|2021-11-23|39008.0|0|39111.0|0|714.0|0|0.0|100
0|2021-11-24|39035.0|0|39138.0|0|715.0|0|0.0|100
0|2021-11-25|39035.0|0|39138.0|0|715.0|0|0.0|100
0|2021-11-26|39035.0|0|39138.0|0|715.0|0|0.0|100
0|2021-11-27|39035.0|0|39138.0|0|715.0|0|0.0|100
0|2021-11-28|39035.0|0|39138.0|0|715.0|0|0.0|100
0|2021-11-29|39079.0|0|39182.0|0|717.0|0|0.0|100
0|2021-11-30|39100.0|0|39200.0|0|717.0|0|0.0|100
0|2021-12-01|39142.0|0|39242.0|0|719.0|0|0.0|100
0|2021-12-02|39142.0|0|39270.0|0|719.0|0|0.0|100
0|2021-12-03|39199.0|0|39299.0|0|720.0|0|0.0|100
0|2021-12-04|39199.0|0|39299.0|0|720.0|0|0.0|100
0|2021-12-05|39199.0|0|39299.0|0|720.0|0|0.0|100
0|2021-12-06|39245.0|0|39343.0|0|720.0|0|0.0|100
0|2021-12-07|39267.0|0|39365.0|0|720.0|0|0.0|100
0|2021-12-08|39309.0|0|39407.0|0|722.0|0|0.0|100
0|2021-12-09|39331.0|0|39429.0|0|723.0|0|0.0|100
0|2021-12-10|39360.0|0|39458.0|0|723.0|0|0.0|100
0|2021-12-11|39360.0|0|39458.0|0|723.0|0|0.0|100
0|2021-12-12|39360.0|0|39458.0|0|723.0|0|0.0|100
0|2021-12-13|39408.0|0|39489.0|0|724.0|0|0.0|100
0|2021-12-14|39408.0|0|39522.0|0|724.0|0|0.0|100
0|2021-12-15|39461.0|0|39542.0|0|726.0|0|0.0|100
0|2021-12-16|39497.0|0|39578.0|0|726.0|0|0.0|100
0|2021-12-17|39533.0|0|39614.0|0|729.0|0|0.0|100
0|2021-12-18|39533.0|0|39614.0|0|729.0|0|0.0|100
0|2021-12-19|39533.0|0|39614.0|0|729.0|0|0.0|100
0|2021-12-20|39611.0|0|39684.0|0|731.0|0|0.0|100
0|2021-12-21|39661.0|0|39734.0|0|732.0|0|0.0|100
0|2021-12-22|39721.0|0|39794.0|0|732.0|0|0.0|100
0|2021-12-23|39780.0|0|39853.0|0|732.0|0|0.0|100
0|2021-12-24|39854.0|0|39927.0|0|734.0|0|0.0|100
0|2021-12-25|39854.0|0|39927.0|0|734.0|0|0.0|100
0|2021-12-26|39854.0|0|39927.0|0|734.0|0|0.0|100
0|2021-12-27|40070.0|0|40140.0|0|735.0|0|0.0|100
0|2021-12-28|40202.0|0|40272.0|0|737.0|0|0.0|100
0|2021-12-29|40506.0|0|40576.0|0|737.0|0|0.0|100
0|2021-12-30|40928.0|0|40998.0|0|739.0|0|0.0|100
0|2021-12-31|41383.0|0|41453.0|0|739.0|0|0.0|100
0|2022-01-01|41383.0|0|41453.0|0|739.0|0|0.0|100
0|2022-01-02|41383.0|0|41453.0|0|739.0|0|0.0|100
0|2022-01-03|41383.0|0|41453.0|0|739.0|0|0.0|100
0|2022-01-04|42835.0|0|42905.0|0|739.0|0|0.0|100
0|2022-01-05|43380.0|0|43450.0|0|740.0|0|0.0|100
0|2022-01-06|43380.0|0|43450.0|0|740.0|0|0.0|100
0|2022-01-07|43380.0|0|43450.0|0|740.0|0|0.0|100
0|2022-01-08|43380.0|0|43450.0|0|740.0|0|0.0|100
0|2022-01-09|43380.0|0|43450.0|0|740.0|0|0.0|100
0|2022-01-10|46485.0|0|46558.0|0|744.0|0|0.0|100
0|2022-01-11|47276.0|0|47349.0|0|744.0|0|0.0|100
0|2022-01-12|47869.0|0|47942.0|0|744.0|0|0.0|100
0|2022-01-13|47869.0|0|48887.0|0|744.0|0|0.0|100
0|2022-01-14|49763.0|0|49836.0|0|745.0|0|0.0|100
0|2022-01-15|49763.0|0|49836.0|0|745.0|0|0.0|100
0|2022-01-16|49763.0|0|49836.0|0|745.0|0|0.0|100
0|2022-01-17|51336.0|0|0.0|100|745.0|0|0.0|100
