|dates|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Columbus_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Columbus_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9894.0|0|9894.0|0|221.0|0|0.0|100
0|2021-10-18|9939.0|0|9939.0|0|221.0|0|0.0|100
0|2021-10-19|9941.0|0|9941.0|0|221.0|0|0.0|100
0|2021-10-20|9960.0|0|9960.0|0|221.0|0|0.0|100
0|2021-10-21|9989.0|0|9989.0|0|222.0|0|0.0|100
0|2021-10-22|9992.0|0|9992.0|0|222.0|0|0.0|100
0|2021-10-23|9992.0|0|9992.0|0|222.0|0|0.0|100
0|2021-10-24|9992.0|0|9992.0|0|222.0|0|0.0|100
0|2021-10-25|10049.0|0|10049.0|0|224.0|0|0.0|100
0|2021-10-26|10053.0|0|10053.0|0|224.0|0|0.0|100
0|2021-10-27|10067.0|0|10067.0|0|225.0|0|0.0|100
0|2021-10-28|10078.0|0|10078.0|0|226.0|0|0.0|100
0|2021-10-29|10086.0|0|10086.0|0|226.0|0|0.0|100
0|2021-10-30|10086.0|0|10086.0|0|226.0|0|0.0|100
0|2021-10-31|10086.0|0|10086.0|0|226.0|0|0.0|100
0|2021-11-01|10118.0|0|10118.0|0|226.0|0|0.0|100
0|2021-11-02|10123.0|0|10123.0|0|226.0|0|0.0|100
0|2021-11-03|10133.0|0|10133.0|0|226.0|0|0.0|100
0|2021-11-04|10142.0|0|10142.0|0|227.0|0|0.0|100
0|2021-11-05|10146.0|0|10146.0|0|227.0|0|0.0|100
0|2021-11-06|10146.0|0|10146.0|0|227.0|0|0.0|100
0|2021-11-07|10146.0|0|10146.0|0|227.0|0|0.0|100
0|2021-11-08|10159.0|0|10159.0|0|228.0|0|0.0|100
0|2021-11-09|10162.0|0|10162.0|0|228.0|0|0.0|100
0|2021-11-10|10162.0|0|10170.0|0|228.0|0|0.0|100
0|2021-11-11|10170.0|0|10170.0|0|229.0|0|0.0|100
0|2021-11-12|10182.0|0|10182.0|0|230.0|0|0.0|100
0|2021-11-13|10182.0|0|10182.0|0|230.0|0|0.0|100
0|2021-11-14|10182.0|0|10182.0|0|230.0|0|0.0|100
0|2021-11-15|10195.0|0|10195.0|0|230.0|0|0.0|100
0|2021-11-16|10206.0|0|10206.0|0|230.0|0|0.0|100
0|2021-11-17|10212.0|0|10212.0|0|230.0|0|0.0|100
0|2021-11-18|10220.0|0|10220.0|0|230.0|0|0.0|100
0|2021-11-19|10231.0|0|10231.0|0|230.0|0|0.0|100
0|2021-11-20|10231.0|0|10231.0|0|230.0|0|0.0|100
0|2021-11-21|10231.0|0|10231.0|0|230.0|0|0.0|100
0|2021-11-22|10258.0|0|10258.0|0|230.0|0|0.0|100
0|2021-11-23|10259.0|0|10259.0|0|230.0|0|0.0|100
0|2021-11-24|10269.0|0|10269.0|0|230.0|0|0.0|100
0|2021-11-25|10269.0|0|10269.0|0|230.0|0|0.0|100
0|2021-11-26|10269.0|0|10269.0|0|230.0|0|0.0|100
0|2021-11-27|10269.0|0|10269.0|0|230.0|0|0.0|100
0|2021-11-28|10269.0|0|10269.0|0|230.0|0|0.0|100
0|2021-11-29|10296.0|0|10296.0|0|230.0|0|0.0|100
0|2021-11-30|10302.0|0|10302.0|0|230.0|0|0.0|100
0|2021-12-01|10317.0|0|10317.0|0|230.0|0|0.0|100
0|2021-12-02|10325.0|0|10325.0|0|230.0|0|0.0|100
0|2021-12-03|10325.0|0|10351.0|0|230.0|0|0.0|100
0|2021-12-04|10351.0|0|10351.0|0|230.0|0|0.0|100
0|2021-12-05|10351.0|0|10351.0|0|230.0|0|0.0|100
0|2021-12-06|10369.0|0|10369.0|0|230.0|0|0.0|100
0|2021-12-07|10373.0|0|10373.0|0|230.0|0|0.0|100
0|2021-12-08|10399.0|0|10399.0|0|230.0|0|0.0|100
0|2021-12-09|10423.0|0|10423.0|0|230.0|0|0.0|100
0|2021-12-10|10443.0|0|10443.0|0|231.0|0|0.0|100
0|2021-12-11|10443.0|0|10443.0|0|231.0|0|0.0|100
0|2021-12-12|10443.0|0|10443.0|0|231.0|0|0.0|100
0|2021-12-13|10472.0|0|10472.0|0|231.0|0|0.0|100
0|2021-12-14|10472.0|0|10475.0|0|231.0|0|0.0|100
0|2021-12-15|10493.0|0|10493.0|0|232.0|0|0.0|100
0|2021-12-16|10512.0|0|10512.0|0|233.0|0|0.0|100
0|2021-12-17|10527.0|0|10527.0|0|233.0|0|0.0|100
0|2021-12-18|10527.0|0|10527.0|0|233.0|0|0.0|100
0|2021-12-19|10527.0|0|10527.0|0|233.0|0|0.0|100
0|2021-12-20|10554.0|0|10554.0|0|233.0|0|0.0|100
0|2021-12-21|10559.0|0|10559.0|0|233.0|0|0.0|100
0|2021-12-22|10576.0|0|10576.0|0|233.0|0|0.0|100
0|2021-12-23|10576.0|0|10576.0|0|233.0|0|0.0|100
0|2021-12-24|10576.0|0|10576.0|0|233.0|0|0.0|100
0|2021-12-25|10576.0|0|10576.0|0|233.0|0|0.0|100
0|2021-12-26|10576.0|0|10576.0|0|233.0|0|0.0|100
0|2021-12-27|10576.0|0|10576.0|0|233.0|0|0.0|100
0|2021-12-28|10664.0|0|10664.0|0|234.0|0|0.0|100
0|2021-12-29|10679.0|0|10679.0|0|234.0|0|0.0|100
0|2021-12-30|10711.0|0|10711.0|0|234.0|0|0.0|100
0|2021-12-31|10711.0|0|10757.0|0|234.0|0|0.0|100
0|2022-01-01|10711.0|0|10757.0|0|234.0|0|0.0|100
0|2022-01-02|10711.0|0|10757.0|0|234.0|0|0.0|100
0|2022-01-03|10910.0|0|10910.0|0|235.0|0|0.0|100
0|2022-01-04|10939.0|0|10939.0|0|235.0|0|0.0|100
0|2022-01-05|11004.0|0|11004.0|0|235.0|0|0.0|100
0|2022-01-06|11090.0|0|11090.0|0|235.0|0|0.0|100
0|2022-01-07|11145.0|0|11145.0|0|235.0|0|0.0|100
0|2022-01-08|11145.0|0|11145.0|0|235.0|0|0.0|100
0|2022-01-09|11145.0|0|11145.0|0|235.0|0|0.0|100
0|2022-01-10|11590.0|0|11590.0|0|235.0|0|0.0|100
