|dates|Knott_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Knott_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Knott_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Knott_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Knott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Knott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Knott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Knott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2363.0|0|2363.0|0|36.0|0|0.0|100
0|2021-10-18|2370.0|0|2370.0|0|36.0|0|0.0|100
0|2021-10-19|2375.0|0|2375.0|0|36.0|0|0.0|100
0|2021-10-20|2378.0|0|2378.0|0|36.0|0|0.0|100
0|2021-10-21|2386.0|0|2386.0|0|36.0|0|0.0|100
0|2021-10-22|2397.0|0|2397.0|0|36.0|0|0.0|100
0|2021-10-23|2397.0|0|2397.0|0|36.0|0|0.0|100
0|2021-10-24|2397.0|0|2397.0|0|36.0|0|0.0|100
0|2021-10-25|2401.0|0|2401.0|0|36.0|0|0.0|100
0|2021-10-26|2404.0|0|2404.0|0|36.0|0|0.0|100
0|2021-10-27|2404.0|0|2404.0|0|36.0|0|0.0|100
0|2021-10-28|2406.0|0|2406.0|0|36.0|0|0.0|100
0|2021-10-29|2411.0|0|2411.0|0|36.0|0|0.0|100
0|2021-10-30|2411.0|0|2411.0|0|36.0|0|0.0|100
0|2021-10-31|2411.0|0|2411.0|0|36.0|0|0.0|100
0|2021-11-01|2416.0|0|2416.0|0|36.0|0|0.0|100
0|2021-11-02|2417.0|0|2417.0|0|36.0|0|0.0|100
0|2021-11-03|2423.0|0|2423.0|0|36.0|0|0.0|100
0|2021-11-04|2425.0|0|2425.0|0|36.0|0|0.0|100
0|2021-11-05|2427.0|0|2427.0|0|36.0|0|0.0|100
0|2021-11-06|2427.0|0|2427.0|0|36.0|0|0.0|100
0|2021-11-07|2427.0|0|2427.0|0|36.0|0|0.0|100
0|2021-11-08|2433.0|0|2433.0|0|36.0|0|0.0|100
0|2021-11-09|2437.0|0|2437.0|0|36.0|0|0.0|100
0|2021-11-10|2437.0|0|2441.0|0|36.0|0|0.0|100
0|2021-11-11|2441.0|0|2441.0|0|39.0|0|0.0|100
0|2021-11-12|2453.0|0|2453.0|0|41.0|0|0.0|100
0|2021-11-13|2453.0|0|2453.0|0|41.0|0|0.0|100
0|2021-11-14|2453.0|0|2453.0|0|41.0|0|0.0|100
0|2021-11-15|2464.0|0|2464.0|0|41.0|0|0.0|100
0|2021-11-16|2474.0|0|2474.0|0|41.0|0|0.0|100
0|2021-11-17|2476.0|0|2476.0|0|42.0|0|0.0|100
0|2021-11-18|2484.0|0|2484.0|0|43.0|0|0.0|100
0|2021-11-19|2492.0|0|2492.0|0|43.0|0|0.0|100
0|2021-11-20|2492.0|0|2492.0|0|43.0|0|0.0|100
0|2021-11-21|2492.0|0|2492.0|0|43.0|0|0.0|100
0|2021-11-22|2493.0|0|2493.0|0|43.0|0|0.0|100
0|2021-11-23|2500.0|0|2500.0|0|43.0|0|0.0|100
0|2021-11-24|2503.0|0|2503.0|0|43.0|0|0.0|100
0|2021-11-25|2503.0|0|2503.0|0|43.0|0|0.0|100
0|2021-11-26|2503.0|0|2503.0|0|43.0|0|0.0|100
0|2021-11-27|2503.0|0|2503.0|0|43.0|0|0.0|100
0|2021-11-28|2503.0|0|2503.0|0|43.0|0|0.0|100
0|2021-11-29|2517.0|0|2517.0|0|43.0|0|0.0|100
0|2021-11-30|2527.0|0|2527.0|0|43.0|0|0.0|100
0|2021-12-01|2528.0|0|2528.0|0|43.0|0|0.0|100
0|2021-12-02|2528.0|0|2534.0|0|43.0|0|0.0|100
0|2021-12-03|2538.0|0|2538.0|0|43.0|0|0.0|100
0|2021-12-04|2538.0|0|2538.0|0|43.0|0|0.0|100
0|2021-12-05|2538.0|0|2538.0|0|43.0|0|0.0|100
0|2021-12-06|2542.0|0|2542.0|0|43.0|0|0.0|100
0|2021-12-07|2548.0|0|2548.0|0|43.0|0|0.0|100
0|2021-12-08|2551.0|0|2551.0|0|43.0|0|0.0|100
0|2021-12-09|2561.0|0|2561.0|0|43.0|0|0.0|100
0|2021-12-10|2563.0|0|2563.0|0|43.0|0|0.0|100
0|2021-12-11|2563.0|0|2563.0|0|43.0|0|0.0|100
0|2021-12-12|2563.0|0|2563.0|0|43.0|0|0.0|100
0|2021-12-13|2573.0|0|2573.0|0|43.0|0|0.0|100
0|2021-12-14|2573.0|0|2582.0|0|43.0|0|0.0|100
0|2021-12-15|2587.0|0|2587.0|0|43.0|0|0.0|100
0|2021-12-16|2595.0|0|2595.0|0|43.0|0|0.0|100
0|2021-12-17|2601.0|0|2601.0|0|44.0|0|0.0|100
0|2021-12-18|2601.0|0|2601.0|0|44.0|0|0.0|100
0|2021-12-19|2601.0|0|2601.0|0|44.0|0|0.0|100
0|2021-12-20|2610.0|0|2610.0|0|44.0|0|0.0|100
0|2021-12-21|2618.0|0|2618.0|0|46.0|0|0.0|100
0|2021-12-22|2629.0|0|2629.0|0|46.0|0|0.0|100
0|2021-12-23|2629.0|0|2629.0|0|46.0|0|0.0|100
0|2021-12-24|2629.0|0|2629.0|0|46.0|0|0.0|100
0|2021-12-25|2629.0|0|2629.0|0|46.0|0|0.0|100
0|2021-12-26|2629.0|0|2629.0|0|46.0|0|0.0|100
0|2021-12-27|2648.0|0|2648.0|0|47.0|0|0.0|100
0|2021-12-28|2668.0|0|2668.0|0|47.0|0|0.0|100
0|2021-12-29|2679.0|0|2679.0|0|47.0|0|0.0|100
0|2021-12-30|2679.0|0|2679.0|0|47.0|0|0.0|100
0|2021-12-31|2679.0|0|2679.0|0|47.0|0|0.0|100
0|2022-01-01|2679.0|0|2679.0|0|47.0|0|0.0|100
0|2022-01-02|2679.0|0|2679.0|0|47.0|0|0.0|100
0|2022-01-03|2706.0|0|2706.0|0|47.0|0|0.0|100
0|2022-01-04|2710.0|0|2710.0|0|47.0|0|0.0|100
0|2022-01-05|2721.0|0|2721.0|0|48.0|0|0.0|100
0|2022-01-06|2727.0|0|2727.0|0|48.0|0|0.0|100
0|2022-01-07|2741.0|0|2741.0|0|48.0|0|0.0|100
0|2022-01-08|2741.0|0|2741.0|0|48.0|0|0.0|100
0|2022-01-09|2741.0|0|2741.0|0|48.0|0|0.0|100
0|2022-01-10|2773.0|0|2773.0|0|49.0|0|0.0|100
0|2022-01-11|2784.0|0|2784.0|0|49.0|0|0.0|100
0|2022-01-12|2795.0|0|2795.0|0|49.0|0|0.0|100
0|2022-01-13|2795.0|0|2812.0|0|49.0|0|0.0|100
0|2022-01-14|2833.0|0|2833.0|0|50.0|0|0.0|100
0|2022-01-15|2833.0|0|2833.0|0|50.0|0|0.0|100
0|2022-01-16|2833.0|0|2833.0|0|50.0|0|0.0|100
0|2022-01-17|2833.0|0|0.0|100|50.0|0|0.0|100
