|dates|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lancaster_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Lancaster_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|69367.0|0|69367.0|0|1281.0|0|0.0|100
0|2021-10-18|69535.0|0|69535.0|0|1287.0|0|0.0|100
0|2021-10-19|69689.0|0|69689.0|0|1290.0|0|0.0|100
0|2021-10-20|69901.0|0|69901.0|0|1294.0|0|0.0|100
0|2021-10-21|70127.0|0|70127.0|0|1296.0|0|0.0|100
0|2021-10-22|70331.0|0|70331.0|0|1301.0|0|0.0|100
0|2021-10-23|70505.0|0|70505.0|0|1302.0|0|0.0|100
0|2021-10-24|70666.0|0|70666.0|0|1302.0|0|0.0|100
0|2021-10-25|70800.0|0|70800.0|0|1302.0|0|0.0|100
0|2021-10-26|70932.0|0|70932.0|0|1304.0|0|0.0|100
0|2021-10-27|71125.0|0|71125.0|0|1315.0|0|0.0|100
0|2021-10-28|71295.0|0|71295.0|0|1321.0|0|0.0|100
0|2021-10-29|71489.0|0|71489.0|0|1327.0|0|0.0|100
0|2021-10-30|71663.0|0|71663.0|0|1328.0|0|0.0|100
0|2021-10-31|71858.0|0|71858.0|0|1330.0|0|0.0|100
0|2021-11-01|71858.0|0|71858.0|0|1330.0|0|0.0|100
0|2021-11-02|72061.0|0|72061.0|0|1331.0|0|0.0|100
0|2021-11-03|72216.0|0|72216.0|0|1340.0|0|0.0|100
0|2021-11-04|72429.0|0|72429.0|0|1343.0|0|0.0|100
0|2021-11-05|72597.0|0|72597.0|0|1345.0|0|0.0|100
0|2021-11-06|72814.0|0|72814.0|0|1348.0|0|0.0|100
0|2021-11-07|72989.0|0|72989.0|0|1348.0|0|0.0|100
0|2021-11-08|73117.0|0|73117.0|0|1349.0|0|0.0|100
0|2021-11-09|73260.0|0|73260.0|0|1350.0|0|0.0|100
0|2021-11-10|73439.0|0|73439.0|0|1359.0|0|0.0|100
0|2021-11-11|73645.0|0|73645.0|0|1363.0|0|0.0|100
0|2021-11-12|73806.0|0|73806.0|0|1363.0|0|0.0|100
0|2021-11-13|74799.0|0|74799.0|0|1370.0|0|0.0|100
0|2021-11-14|74966.0|0|74966.0|0|1370.0|0|0.0|100
0|2021-11-15|75125.0|0|75125.0|0|1370.0|0|0.0|100
0|2021-11-16|75290.0|0|75290.0|0|1373.0|0|0.0|100
0|2021-11-17|75530.0|0|75530.0|0|1376.0|0|0.0|100
0|2021-11-18|75754.0|0|75754.0|0|1381.0|0|0.0|100
0|2021-11-19|76092.0|0|76092.0|0|1386.0|0|0.0|100
0|2021-11-20|76288.0|0|76288.0|0|1389.0|0|0.0|100
0|2021-11-21|76495.0|0|76495.0|0|1390.0|0|0.0|100
0|2021-11-22|76751.0|0|76751.0|0|1390.0|0|0.0|100
0|2021-11-23|76919.0|0|76919.0|0|1393.0|0|0.0|100
0|2021-11-24|77149.0|0|77149.0|0|1397.0|0|0.0|100
0|2021-11-25|77391.0|0|77391.0|0|1399.0|0|0.0|100
0|2021-11-26|77605.0|0|77605.0|0|1399.0|0|0.0|100
0|2021-11-27|77845.0|0|77845.0|0|1400.0|0|0.0|100
0|2021-11-28|77845.0|0|78035.0|0|1400.0|0|0.0|100
0|2021-11-29|78228.0|0|78228.0|0|1402.0|0|0.0|100
0|2021-11-30|78458.0|0|78458.0|0|1404.0|0|0.0|100
0|2021-12-01|78794.0|0|78794.0|0|1407.0|0|0.0|100
0|2021-12-02|79198.0|0|79198.0|0|1416.0|0|0.0|100
0|2021-12-03|79542.0|0|79542.0|0|1417.0|0|0.0|100
0|2021-12-04|80052.0|0|80052.0|0|1422.0|0|0.0|100
0|2021-12-05|80410.0|0|80410.0|0|1424.0|0|0.0|100
0|2021-12-06|80638.0|0|80638.0|0|1428.0|0|0.0|100
0|2021-12-07|80932.0|0|80932.0|0|1435.0|0|0.0|100
0|2021-12-08|81245.0|0|81245.0|0|1440.0|0|0.0|100
0|2021-12-09|81606.0|0|81606.0|0|1443.0|0|0.0|100
0|2021-12-10|81990.0|0|81990.0|0|1449.0|0|0.0|100
0|2021-12-11|82430.0|0|82430.0|0|1456.0|0|0.0|100
0|2021-12-12|82858.0|0|82858.0|0|1461.0|0|0.0|100
0|2021-12-13|83158.0|0|83158.0|0|1461.0|0|0.0|100
0|2021-12-14|83158.0|0|83431.0|0|1461.0|0|0.0|100
0|2021-12-15|83789.0|0|83789.0|0|1478.0|0|0.0|100
0|2021-12-16|84155.0|0|84155.0|0|1482.0|0|0.0|100
0|2021-12-17|84477.0|0|84477.0|0|1486.0|0|0.0|100
0|2021-12-18|84775.0|0|84775.0|0|1494.0|0|0.0|100
0|2021-12-19|85229.0|0|85229.0|0|1496.0|0|0.0|100
0|2021-12-20|85385.0|0|85385.0|0|1498.0|0|0.0|100
0|2021-12-21|85753.0|0|85753.0|0|1506.0|0|0.0|100
0|2021-12-22|86200.0|0|86200.0|0|1513.0|0|0.0|100
0|2021-12-23|86711.0|0|86711.0|0|1518.0|0|0.0|100
0|2021-12-24|87198.0|0|87198.0|0|1521.0|0|0.0|100
0|2021-12-25|87649.0|0|87649.0|0|1521.0|0|0.0|100
0|2021-12-26|87975.0|0|87975.0|0|1521.0|0|0.0|100
0|2021-12-27|88314.0|0|88314.0|0|1521.0|0|0.0|100
0|2021-12-28|88840.0|0|88840.0|0|1531.0|0|0.0|100
0|2021-12-29|89423.0|0|89423.0|0|1545.0|0|0.0|100
0|2021-12-30|90442.0|0|90442.0|0|1552.0|0|0.0|100
0|2021-12-31|91511.0|0|91511.0|0|1554.0|0|0.0|100
0|2022-01-01|92356.0|0|92356.0|0|1555.0|0|0.0|100
0|2022-01-02|93158.0|0|93158.0|0|1555.0|0|0.0|100
0|2022-01-03|94029.0|0|94029.0|0|1561.0|0|0.0|100
0|2022-01-04|95034.0|0|95034.0|0|1564.0|0|0.0|100
0|2022-01-05|96121.0|0|96121.0|0|1567.0|0|0.0|100
0|2022-01-06|97017.0|0|97017.0|0|1579.0|0|0.0|100
0|2022-01-07|98090.0|0|98090.0|0|1587.0|0|0.0|100
0|2022-01-08|99490.0|0|99490.0|0|1592.0|0|0.0|100
0|2022-01-09|100833.0|0|100833.0|0|1596.0|0|0.0|100
0|2022-01-10|102154.0|0|102154.0|0|1596.0|0|0.0|100
0|2022-01-11|103273.0|0|103273.0|0|1605.0|0|0.0|100
0|2022-01-12|104297.0|0|104297.0|0|1612.0|0|0.0|100
0|2022-01-13|104297.0|0|105474.0|0|1612.0|0|0.0|100
0|2022-01-14|106386.0|0|106386.0|0|1627.0|0|0.0|100
0|2022-01-15|107154.0|0|107154.0|0|1639.0|0|0.0|100
0|2022-01-16|108759.0|0|108759.0|0|1640.0|0|0.0|100
0|2022-01-17|109284.0|0|0.0|100|1640.0|0|0.0|100
