|dates|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Colleton_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Colleton_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Colleton_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|5782.0|0|5782.0|0|190.0|0|0.0|100
0|2021-12-11|5782.0|0|5782.0|0|190.0|0|0.0|100
0|2021-12-12|5782.0|0|5782.0|0|190.0|0|0.0|100
0|2021-12-13|5811.0|0|5811.0|0|191.0|0|0.0|100
0|2021-12-14|5811.0|0|5817.0|0|191.0|0|0.0|100
0|2021-12-15|5820.0|0|5820.0|0|191.0|0|0.0|100
0|2021-12-16|5821.0|0|5821.0|0|191.0|0|0.0|100
0|2021-12-17|5828.0|0|5828.0|0|191.0|0|0.0|100
0|2021-12-18|5828.0|0|5828.0|0|191.0|0|0.0|100
0|2021-12-19|5828.0|0|5828.0|0|191.0|0|0.0|100
0|2021-12-20|5841.0|0|5841.0|0|191.0|0|0.0|100
0|2021-12-21|5842.0|0|5842.0|0|191.0|0|0.0|100
0|2021-12-22|5843.0|0|5843.0|0|191.0|0|0.0|100
0|2021-12-23|5849.0|0|5849.0|0|192.0|0|0.0|100
0|2021-12-24|5849.0|0|5849.0|0|192.0|0|0.0|100
0|2021-12-25|5849.0|0|5849.0|0|192.0|0|0.0|100
0|2021-12-26|5849.0|0|5849.0|0|192.0|0|0.0|100
0|2021-12-27|5849.0|0|5849.0|0|192.0|0|0.0|100
0|2021-12-28|5849.0|0|5849.0|0|192.0|0|0.0|100
0|2021-12-29|5894.0|0|5894.0|0|192.0|0|0.0|100
0|2021-12-30|5937.0|0|5937.0|0|192.0|0|0.0|100
0|2021-12-31|5962.0|0|5962.0|0|192.0|0|0.0|100
0|2022-01-01|5962.0|0|5962.0|0|192.0|0|0.0|100
0|2022-01-02|5962.0|0|5962.0|0|192.0|0|0.0|100
0|2022-01-03|5962.0|0|5962.0|0|192.0|0|0.0|100
0|2022-01-04|6170.0|0|6170.0|0|193.0|0|0.0|100
0|2022-01-05|6200.0|0|6200.0|0|193.0|0|0.0|100
0|2022-01-06|6297.0|0|6297.0|0|193.0|0|0.0|100
0|2022-01-07|6350.0|0|6350.0|0|193.0|0|0.0|100
0|2022-01-08|6350.0|0|6350.0|0|193.0|0|0.0|100
0|2022-01-09|6350.0|0|6350.0|0|193.0|0|0.0|100
0|2022-01-10|6613.0|0|6613.0|0|195.0|0|0.0|100
0|2022-01-11|6665.0|0|6665.0|0|195.0|0|0.0|100
0|2022-01-12|6743.0|0|6743.0|0|195.0|0|0.0|100
0|2022-01-13|6743.0|0|6873.0|0|195.0|0|0.0|100
0|2022-01-14|7002.0|0|7002.0|0|195.0|0|0.0|100
0|2022-01-15|7002.0|0|7002.0|0|196.0|0|0.0|100
0|2022-01-16|7002.0|0|7002.0|0|196.0|0|0.0|100
0|2022-01-17|7002.0|0|0.0|100|196.0|0|0.0|100
