|dates|Parke_Indiana_UnitedStates.JHU_ConfirmedCases.data|Parke_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Parke_Indiana_UnitedStates.NYT_ConfirmedCases.data|Parke_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Parke_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Parke_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Parke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Parke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|2501.0|0|2516.0|0|30.0|0|0.0|100
0|2021-12-05|2501.0|0|2516.0|0|30.0|0|0.0|100
0|2021-12-06|2516.0|0|2531.0|0|30.0|0|0.0|100
0|2021-12-07|2525.0|0|2540.0|0|31.0|0|0.0|100
0|2021-12-08|2545.0|0|2560.0|0|32.0|0|0.0|100
0|2021-12-09|2549.0|0|2564.0|0|32.0|0|0.0|100
0|2021-12-10|2556.0|0|2571.0|0|32.0|0|0.0|100
0|2021-12-11|2556.0|0|2571.0|0|32.0|0|0.0|100
0|2021-12-12|2556.0|0|2571.0|0|32.0|0|0.0|100
0|2021-12-13|2573.0|0|2588.0|0|32.0|0|0.0|100
0|2021-12-14|2573.0|0|2596.0|0|32.0|0|0.0|100
0|2021-12-15|2586.0|0|2601.0|0|33.0|0|0.0|100
0|2021-12-16|2593.0|0|2608.0|0|33.0|0|0.0|100
0|2021-12-17|2597.0|0|2612.0|0|33.0|0|0.0|100
0|2021-12-18|2597.0|0|2612.0|0|33.0|0|0.0|100
0|2021-12-19|2597.0|0|2612.0|0|33.0|0|0.0|100
0|2021-12-20|2614.0|0|2629.0|0|33.0|0|0.0|100
0|2021-12-21|2620.0|0|2635.0|0|34.0|0|0.0|100
0|2021-12-22|2630.0|0|2645.0|0|34.0|0|0.0|100
0|2021-12-23|2630.0|0|2645.0|0|34.0|0|0.0|100
0|2021-12-24|2630.0|0|2645.0|0|34.0|0|0.0|100
0|2021-12-25|2630.0|0|2645.0|0|34.0|0|0.0|100
0|2021-12-26|2630.0|0|2645.0|0|34.0|0|0.0|100
0|2021-12-27|2659.0|0|2675.0|0|34.0|0|0.0|100
0|2021-12-28|2669.0|0|2685.0|0|34.0|0|0.0|100
0|2021-12-29|2679.0|0|2695.0|0|34.0|0|0.0|100
0|2021-12-30|2697.0|0|2713.0|0|34.0|0|0.0|100
0|2021-12-31|2697.0|0|2713.0|0|34.0|0|0.0|100
0|2022-01-01|2697.0|0|2713.0|0|34.0|0|0.0|100
0|2022-01-02|2697.0|0|2713.0|0|34.0|0|0.0|100
0|2022-01-03|2743.0|0|2759.0|0|34.0|0|0.0|100
0|2022-01-04|2748.0|0|2764.0|0|36.0|0|0.0|100
0|2022-01-05|2769.0|0|2785.0|0|36.0|0|0.0|100
0|2022-01-06|2794.0|0|2810.0|0|37.0|0|0.0|100
0|2022-01-07|2817.0|0|2833.0|0|37.0|0|0.0|100
0|2022-01-08|2817.0|0|2833.0|0|37.0|0|0.0|100
0|2022-01-09|2817.0|0|2833.0|0|37.0|0|0.0|100
0|2022-01-10|2865.0|0|2881.0|0|37.0|0|0.0|100
0|2022-01-11|2881.0|0|2897.0|0|37.0|0|0.0|100
0|2022-01-12|2905.0|0|2921.0|0|37.0|0|0.0|100
0|2022-01-13|2905.0|0|2961.0|0|37.0|0|0.0|100
0|2022-01-14|2991.0|0|3007.0|0|38.0|0|0.0|100
0|2022-01-15|2991.0|0|3007.0|0|38.0|0|0.0|100
0|2022-01-16|2991.0|0|3007.0|0|38.0|0|0.0|100
0|2022-01-17|3050.0|0|0.0|100|38.0|0|0.0|100
