|dates|Duchesne_Utah_UnitedStates.JHU_ConfirmedCases.data|Duchesne_Utah_UnitedStates.JHU_ConfirmedCases.missing|Duchesne_Utah_UnitedStates.NYT_ConfirmedCases.data|Duchesne_Utah_UnitedStates.NYT_ConfirmedCases.missing|Duchesne_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Duchesne_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Duchesne_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Duchesne_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3.0|0|2840.0|0|0.0|0|0.0|100
0|2021-10-18|3.0|0|2840.0|0|0.0|0|0.0|100
0|2021-10-19|3.0|0|2869.0|0|0.0|0|0.0|100
0|2021-10-20|3.0|0|2886.0|0|0.0|0|0.0|100
0|2021-10-21|3.0|0|2886.0|0|0.0|0|0.0|100
0|2021-10-22|3.0|0|2905.0|0|0.0|0|0.0|100
0|2021-10-23|3.0|0|2905.0|0|0.0|0|0.0|100
0|2021-10-24|3.0|0|2905.0|0|0.0|0|0.0|100
0|2021-10-25|3.0|0|2924.0|0|0.0|0|0.0|100
0|2021-10-26|3.0|0|2931.0|0|0.0|0|0.0|100
0|2021-10-27|3.0|0|2937.0|0|0.0|0|0.0|100
0|2021-10-28|3.0|0|2937.0|0|0.0|0|0.0|100
0|2021-10-29|3.0|0|2967.0|0|0.0|0|0.0|100
0|2021-10-30|3.0|0|2967.0|0|0.0|0|0.0|100
0|2021-10-31|3.0|0|2967.0|0|0.0|0|0.0|100
0|2021-11-01|3.0|0|2967.0|0|0.0|0|0.0|100
0|2021-11-02|3.0|0|2992.0|0|0.0|0|0.0|100
0|2021-11-03|3.0|0|3003.0|0|0.0|0|0.0|100
0|2021-11-04|3.0|0|3019.0|0|0.0|0|0.0|100
0|2021-11-05|3.0|0|3027.0|0|0.0|0|0.0|100
0|2021-11-06|3.0|0|3027.0|0|0.0|0|0.0|100
0|2021-11-07|3.0|0|3027.0|0|0.0|0|0.0|100
0|2021-11-08|3.0|0|3027.0|0|0.0|0|0.0|100
0|2021-11-09|3.0|0|3051.0|0|0.0|0|0.0|100
0|2021-11-10|3.0|0|3051.0|0|0.0|0|0.0|100
0|2021-11-11|3.0|0|3058.0|0|0.0|0|0.0|100
0|2021-11-12|3.0|0|3069.0|0|0.0|0|0.0|100
0|2021-11-13|3.0|0|3069.0|0|0.0|0|0.0|100
0|2021-11-14|3.0|0|3069.0|0|0.0|0|0.0|100
0|2021-11-15|3.0|0|3069.0|0|0.0|0|0.0|100
0|2021-11-16|3.0|0|3080.0|0|0.0|0|0.0|100
0|2021-11-17|3.0|0|3080.0|0|0.0|0|0.0|100
0|2021-11-18|3.0|0|3083.0|0|0.0|0|0.0|100
0|2021-11-19|3.0|0|3086.0|0|0.0|0|0.0|100
0|2021-11-20|3.0|0|3086.0|0|0.0|0|0.0|100
0|2021-11-21|3.0|0|3086.0|0|0.0|0|0.0|100
0|2021-11-22|3.0|0|3093.0|0|0.0|0|0.0|100
0|2021-11-23|3.0|0|3096.0|0|0.0|0|0.0|100
0|2021-11-24|3.0|0|3101.0|0|0.0|0|0.0|100
0|2021-11-25|3.0|0|3101.0|0|0.0|0|0.0|100
0|2021-11-26|3.0|0|3109.0|0|0.0|0|0.0|100
0|2021-11-27|3.0|0|3109.0|0|0.0|0|0.0|100
0|2021-11-28|3.0|0|3109.0|0|0.0|0|0.0|100
0|2021-11-29|3.0|0|3115.0|0|0.0|0|0.0|100
0|2021-11-30|3.0|0|3117.0|0|0.0|0|0.0|100
0|2021-12-01|3.0|0|3117.0|0|0.0|0|0.0|100
0|2021-12-02|3.0|0|3123.0|0|0.0|0|0.0|100
0|2021-12-03|3.0|0|3123.0|0|0.0|0|0.0|100
0|2021-12-04|3.0|0|3123.0|0|0.0|0|0.0|100
0|2021-12-05|3.0|0|3123.0|0|0.0|0|0.0|100
0|2021-12-06|3.0|0|3123.0|0|0.0|0|0.0|100
0|2021-12-07|3.0|0|3132.0|0|0.0|0|0.0|100
0|2021-12-08|3.0|0|3137.0|0|0.0|0|0.0|100
0|2021-12-09|3.0|0|3143.0|0|0.0|0|0.0|100
0|2021-12-10|3.0|0|3148.0|0|0.0|0|0.0|100
0|2021-12-11|3.0|0|3148.0|0|0.0|0|0.0|100
0|2021-12-12|3.0|0|3148.0|0|0.0|0|0.0|100
0|2021-12-13|3.0|0|3158.0|0|0.0|0|0.0|100
0|2021-12-14|3.0|0|3159.0|0|0.0|0|0.0|100
0|2021-12-15|3.0|0|3169.0|0|0.0|0|0.0|100
0|2021-12-16|3.0|0|3175.0|0|0.0|0|0.0|100
0|2021-12-17|3.0|0|3178.0|0|0.0|0|0.0|100
0|2021-12-18|3.0|0|3178.0|0|0.0|0|0.0|100
0|2021-12-19|3.0|0|3178.0|0|0.0|0|0.0|100
0|2021-12-20|3.0|0|3189.0|0|0.0|0|0.0|100
0|2021-12-21|3.0|0|3196.0|0|0.0|0|0.0|100
